Filename,Original,Translate
fiore_59.csv,Dello scondir sarà tosto pentuta.,lei si pentirà presto del suo rifiuto.
fiore_59.csv,"Una nel ciento non fu mai veduta,",Una donna su cento non è mai stata vista
fiore_59.csv,"Ed ancor più che ’l miglia’ ci ti metto,","- Oh, mio Dio."
fiore_59.csv,"Femina, chu’ piaciesse tal disdetto.","che amava fare un tale rifiuto,"
fiore_59.csv,"Come ch’ella t’asalgha di venuta,",Anche se potrebbe attaccarti all'inizio.
fiore_59.csv,"Richié’, c’almen n’avrà’ su’ ben volere,","Fai la tua richiesta amorosa, per almeno tu avrai il suo favore,"
fiore_59.csv,"Con tutto ti vad’ella follegiando,","Anche se potrebbe dire cose assurde su di te,"
fiore_59.csv,Ché•ttu no•le puo’ far magior piaciere.,perché non puoi farle un favore più grande.
fiore_59.csv,"Ma di ciò non dé gir nessun parlando,","Ma nessuno deve dire niente al riguardo,"
fiore_59.csv,"S’e’ ’n averla non mette su’ podere,","se fallisce nella sua ricerca di averla,"
fiore_59.csv,Chéd ella se ne va dapoi vantando.,per dopo andrà in giro raving su di esso.
fiore_60.csv,"E quando tu•ssarai co•llei soletto,","E quando sarai tutta sola con lei,"
fiore_60.csv,"Prendila tra•lle braccia, e fa ’l sicuro,","Prendila tra le tue braccia e fallo con coraggio,"
fiore_60.csv,"Mostrando allor se•ttu•ssè forte e duro,","rivelando allora che sei forte e duro,"
fiore_60.csv,E mantenente le metti il ganbetto.,e subito la inciampa.
fiore_60.csv,Né no•lla respittar già per su’ detto:,Don't darle tregua non importa quello che dice:
fiore_60.csv,"S’ella chiede   merzé, chegala al muro.","se chiede misericordia, chieda invano."
fiore_60.csv,"Tu•lle dirai: “Madonna, i’ m’assicuro","Le dirai: ""Signora, oserei"""
fiore_60.csv,"A questo far, c’Amor m’à•ssì distretto","per fare questo, perché l'Amore mi ha preso così"
fiore_60.csv,"Di vo’, ched i’ non posso aver sogiorno.","con te, perché io non possa avere pace;"
fiore_60.csv,Per ch’e’ convien che vo’ agiate merzede,"quindi, devi avere misericordia"
fiore_60.csv,"Di me, che tanto vi son ito intorno.","su di me, che ti ha corteggiato così tanto."
fiore_60.csv,"Ché•ssiate cierta ched i’ v’amo a fede,","Per voi può essere sicuro che io vi amo lealmente,"
fiore_60.csv,"Né d’amar voi giamai non mi ritorno,","e che non smetterò mai di amarti,"
fiore_60.csv,Ché per voi il me’ cor salvar si crede”.,per il mio cuore crede che può avere la salvezza solo da voi
fiore_61.csv,"E se•ttu ami donna ferma e sagia,","E se amate una donna costante e saggia,"
fiore_61.csv,"Ben sagia   mente e fermo ti contieni,",Comportati con saggezza e con costanza;
fiore_61.csv,"C’avanti ch’ella dica: “Amico, tieni","per prima che lei dica: Amico, prendere"
fiore_61.csv,"Delle mie gioie”, più volte t’asagia.","i miei gioielli, lei ti ha messo alla prova molte volte."
fiore_61.csv,"E se•ttu ami femina volaggia,","E se ami una donna volubile,"
fiore_61.csv,"Volagia   mente davanti le vieni,","venire prima di lei in modo volubile,"
fiore_61.csv,"E tutt’a la sua guisa ti mantieni,",e si comporta come fa lei;
fiore_61.csv,"Od ella ti terrà bestia salvaggia,","se lo fai, lei ti considera una bestia selvaggia,"
fiore_61.csv,"E crederà che•ttu sie un papalardo,","e credi di essere un ipocrita,"
fiore_61.csv,Che sie venuto a•llei per inganarla.,chi viene a ingannarla;
fiore_61.csv,"Chéd ella il vol pur giovane e galliardo,",per lei vuole qualcuno che è giovane e robusto.
fiore_61.csv,"La buona e•ssagia,   ma di ciò non parla",Una donna buona e saggia non parla mai di questo;
fiore_61.csv,"Anz’ama più l’uon fermo che codardo,","anzi, ama un uomo determinato più di un codardo,"
fiore_61.csv,Ché non dotta che que’ faccia blasmarla.,perché lei non teme che lui la porterebbe vergogna.
fiore_62.csv,"Ancor convien che•ttu saccia ’lcun’arte,",Ancora meglio che conoscete alcune regole
fiore_62.csv,Per ghovernar e te e la tu’ amica:,per governare te stesso e il tuo amico:
fiore_62.csv,"Di buon’ morselli tuttor la mi notrica,","nutritela di bocconi teneri,"
fiore_62.csv,E dàlle tuttavia la miglior parte.,e darle sempre la parte migliore.
fiore_62.csv,"E s’ella vuol andar i•nulla parte,","E se vuole andare da qualche parte,"
fiore_62.csv,"Sì•lle dì: “Va, che Dio ti benedica!”.","dille: Andate, e che Dio vi benedica."
fiore_62.csv,In gastigarla non durar fatica,"Non sprecare il tuo tempo nel rimproverarla,"
fiore_62.csv,Se dal su’ amor non vuo’ tagliar le carte.,A meno che tu non voglia porre fine alla relazione.
fiore_62.csv,"E se•lla truovi l’opera facciendo,",E se scoprirai che fa l'amore...
fiore_62.csv,Non far senbiante d’averla veduta:,"non lasciare che l'hai vista,"
fiore_62.csv,In altra parte   te ne va fugiendo;,e andare da un'altra parte.
fiore_62.csv,"E se•lle fosse lettera venuta,","E se dovesse ricevere una lettera d'amore,"
fiore_62.csv,Non t’intrametter d’andar inchegiendo,Don't si preoccupa di andare a chiederglielo
fiore_62.csv,"Chi•ll’à recata, né chi la saluta.",che lo ha portato o che sta inviando i suoi saluti.
fiore_63.csv,"S’a scachi, o vero a•ttavole, giocassi",Se si dovrebbe giocare a scacchi o backgammon
fiore_63.csv,"Co•lla tua donna, fa c’agie il pigiore","con la tua signora, assicurati che"
fiore_63.csv,"Del gioco, e dille ch’ell’è la migliore",perdi e le dici che lei è la migliore
fiore_63.csv,"Dadi-gittante, che•ttu mai trovassi.",lancio di dadi che hai mai visto.
fiore_63.csv,"S’a coderon giocaste, pignia anbassi,","E se dovesse giocare a coderon, lanci occhi di serpente,"
fiore_63.csv,E fa ched ella sia là vincitore.,e si assicuri che il vincitore:
fiore_63.csv,"Della tua perdita non far sentore,","Don't fare un trambusto per la vostra perdita,"
fiore_63.csv,Ma che cortesemente la ti passi.,ma gestiscila in modo cortese.
fiore_63.csv,"Falla seder ad alti, e•ttu sie basso,","Falla sedere in un posto alto, e tu in basso,"
fiore_63.csv,"E sì•ll’aporta carello, o cuscino:",e portale un cuscino e un cuscino;
fiore_63.csv,Di le’ servir non ti veghi mai lasso.,Don't le ha mai permesso di vederti stanco di servirla.
fiore_63.csv,"S’adosso le vedessi un buscolino,",Se dovessi vedere un puntino su di lei...
fiore_63.csv,"Fa che glie•levi, e se vedessi sasso,","assicuratevi di spazzolarlo via, e se si dovrebbe vedere una pietra"
fiore_63.csv,"Là ’v’ella dé passar, netta ’l camino.","dove deve camminare, spazzola via il sentiero."
fiore_64.csv,A sua maniera ti mantien tuttora:,Comportati sempre come fa lei:
fiore_64.csv,"Che s’ella ride, ridi, o balla,   balla,","se lei ride, tu ridi, o se lei balla, tu balli;"
fiore_64.csv,"O s’ella piangie, pensa   a consolalla,","e se piange, cerca di consolarla,"
fiore_64.csv,Ma fa che pianghe tu sanza dimora.,ma assicurati di piangere senza indugio.
fiore_64.csv,"E se con altre done fosse ancora,",E se dovesse giocare a palla...
fiore_64.csv,"Che giocasero al gioco della palla,","con altre donne, e la palla"
fiore_64.csv,"S’andasse lungi, corri ad aportalla.","dovrebbe andare lontano, scappare e riportarlo a lei:"
fiore_64.csv,A•lle’ servir tuttor pensa   e lavora.,sempre pensare e lavorare per servirla.
fiore_64.csv,"E se vien alcun’ or   ch’ella ti tenza,",E se arriva il momento in cui litiga con te...
fiore_64.csv,"Ch’ella ti crucci sì, che•ttu le dài,","o quando ti arrabbia così tanto che la colpisci,"
fiore_64.csv,"Imantenente torna ad ubidenza,","ritorna subito ad obbedirle,"
fiore_64.csv,"E giurale che ma’ più no ’l farai,",e giurale che non lo farai mai più;
fiore_64.csv,Di quel ch’ài   fatto farai   penitenza:,Farai penitenza per quello che hai fatto.
fiore_64.csv,"Prendila e falle il fatto, che•tti sai.",Prendetela e fatele quello che fate meglio!
fiore_65.csv,"Sovr’ognie cosa pensa di lusinghe,","Pensa a tutte le lusinghe,"
fiore_65.csv,"Lodando sua maniera, e sua fazone,","lodando le sue buone maniere e il suo aspetto,"
fiore_65.csv,"E che di senno passa Salamone,",e come passa Salomone con sapienza;
fiore_65.csv,Con questi motti vo’ che•lla dipinghe.,con queste parole voglio che tu la descriva.
fiore_65.csv,Ma guarda non s’avega che•tti’nfinghe,"Ma fai attenzione che non si accorga che stai fingendo,"
fiore_65.csv,Ché non v’andresti mai a prociessione:,"perché non ci andresti mai in processione,"
fiore_65.csv,Non ti varebe lo star ginochione.,e non servirebbe a te inginocchiarti davanti a lei.
fiore_65.csv,"Però quel lusinghar fa che tu ’l tinghe,","quindi, assicuratevi di mascherare bene la vostra adulazione."
fiore_65.csv,"Chéd e’ n’è ben alcuna sì viziata,",C'è sempre una donna così intelligente
fiore_65.csv,Che non crede giamai ta’ favolelle,"non crede mai a tali storie,"
fiore_65.csv,Per c’altra volta n’è stata   beffata;,perché una volta era stata ingannata da loro.
fiore_65.csv,"Ma queste giovanette damigielle,",Ma queste signorine...
fiore_65.csv,"Chu’ la lor terra non n’è stata   arata,","il cui campo non è mai stato arato,"
fiore_65.csv,Ti crederanno ben cota’ novelle!,certamente credere a tali storie da voi.
fiore_66.csv,"Se•ttu ài altra amica procacciata,","Se hai trovato un'altra amica donna,"
fiore_66.csv,"O ver che•ttu la guardi a procaciare,","o se stai cercando di ottenerne uno,"
fiore_66.csv,E sì non vuo’ per ciò abandonare,e non si vuole per questo motivo abbandonare
fiore_66.csv,"La prima, chu’ à’ lungho tenpo amata,","la prima donna che hai amato per qualche tempo,"
fiore_66.csv,"Se•ttu a la novella à’ gioia donata,","e se hai dato un gioiello alla nuova donna,"
fiore_66.csv,Sì dì ch’ella la guardi di recare,Dille di stare attenta a non indossarlo.
fiore_66.csv,"In luogo, ove la prima ravisare",in un luogo dove la prima donna potrebbe vedere
fiore_66.csv,"No•lla potesse, ché seria ’smenbrata.","e riconoscerlo, perché sarebbe stata tagliata a pezzi."
fiore_66.csv,"O s’ella ancor ne fosse in sospezone,","Ora, se la prima donna fosse ancora sospetta,"
fiore_66.csv,"Fa saramenta ch’ella t’aggia torto,","Giura che si sbaglia su di te,"
fiore_66.csv,C’unque ver’ lei non fosti in mesprigione;,che non ti saresti mai comportato male nei suoi confronti.
fiore_66.csv,"E s’ella il pruova, convien che sie acorto","E se lei puo' provarlo, devi essere veloce."
fiore_66.csv,"A dir, che forza fu, e tradigione:",per dire che è successo con la forza e il tradimento:
fiore_66.csv,Allor la prendi e sì•lle innaffia l’orto.,poi afferrare lei e innaffiare il suo giardino.
fiore_67.csv,"E se•ttua donna cade in malatia,","E se la tua signora si ammala,"
fiore_67.csv,"Sì pensa che•lla faccie ben servire,","assicurarsi che lei abbia servito bene,"
fiore_67.csv,Né•ttu da•llei giamai non ti partire.,e non lasciare mai il suo lato:
fiore_67.csv,"Dàlle vivanda, c’a piacier le sia,",darle del cibo che le piace;
fiore_67.csv,"E po’ sì•lle dirai: “Anima mia,",e poi le dirai:
fiore_67.csv,Istanotte ti tenni in mio dormire,ieri notte nel mio sogno ti ho tenuto
fiore_67.csv,"Intra.lle braccia sana, al me’ disire:","tra le mie braccia, completamente guarito, come speravo e pregavo:"
fiore_67.csv,"Molto mi fecie Idio gran cortesia,","In verità Dio mi ha concesso un grande favore,"
fiore_67.csv,Che mi mostrò sì dolze avisione”.,quando mi ha mostrato una visione così dolce.
fiore_67.csv,"Po’ dica, ch’ella l’oda, come sagio,","Allora di': ""Come farebbe un uomo saggio, perché senta:"
fiore_67.csv,"Che per lei fara’ far gran prociessione,","che per lei avrete una grande cerimonia eseguita,"
fiore_67.csv,"O•ttu n’andra’ in lontan pellegrinagio,","o che tu vada in un lungo pellegrinaggio,"
fiore_67.csv,Se Giesocristo le dà guerigione.,se Gesù Cristo la guarisce.
fiore_67.csv,"Così avrai il su’ amor, e ’l su’ coragio».","Così, avrete il suo amore e il suo cuore."
fiore_68.csv,"Quand’ebi inteso Amico, che leale",Quando ho ascoltato il consiglio fedele
fiore_68.csv,"Consiglio mi dava, a su’ podere,","che l'Amico mi ha dato, al meglio della sua abilità,"
fiore_68.csv,"I’ sì•lli dissi: «Amico, il mi’ volere","Gli ho detto: Amico, il mio desiderio"
fiore_68.csv,"Non fu unquanche d’esser disleale,",non doveva mai essere sleale.
fiore_68.csv,"Né piaccia a Dio, ch’i’ sia condotto a tale,",Non può piacere a Dio che io sia portato a un tale punto
fiore_68.csv,"Ch’i’ a le gienti mostri benvolere,",che io dimostro gentilezza alle persone
fiore_68.csv,"E servali del corpo, e dell’avere,","e offri loro me stesso e i miei beni,"
fiore_68.csv,Ch[ed] i’ pensase poi di far lor male.,E poi avrei pensato di far loro del male.
fiore_68.csv,Ma sòffera ch’i’ avante disfidi,Ma prima di tutto lasciatemi sfidare
fiore_68.csv,"E Mala-Bocca, e tutta sua masnada,","Mouth cattivo e tutta la sua banda,"
fiore_68.csv,"Sì che neuno in me giamai si fidi,",in modo che sappiano dove mi trovo.
fiore_68.csv,Po’ penserò di metterli a la spada».,Poi I.I.L. trova un modo per metterli alla spada.
fiore_68.csv,"Que’ mi rispuose: «Amico, mal ti guidi:","Amico mi ha risposto: Amico, ti sbagli:"
fiore_68.csv,Cotesta sì nonn-è la dritta strada.,questa non è la strada giusta.
fiore_69.csv,"A te sì non convien far disfidaglia,","Non devi fare questa sfida,"
fiore_69.csv,Se•ttu vuo’ ben civir di questa guerra.,Se vuoi porre fine bene a questa guerra.
fiore_69.csv,"Lasciala far a’ gran’ signior’ di terra,","Lo facciano i grandi padroni del paese,"
fiore_69.csv,Che posson soferir oste e battaglia.,coloro che possono permettersi l'esercito e le battaglie!
fiore_69.csv,"Mala-Bocca, che così ti travaglia,","Mouth Cattiva, che ti tormenta così tanto,"
fiore_69.csv,È traditor: chi ’l tradiscie non erra.,è un traditore: chi lo tradisce non sbaglia;
fiore_69.csv,"Chi con falsi senbianti no•ll’aferra,","chi non lo cattura con false apparenze,"
fiore_69.csv,Il su’ buon giocho mette a ripentaglia.,mette a rischio il suo buon gioco.
fiore_69.csv,"Se•ttu lo sfidi, o batti, e’ griderà,","Se lo sfidate o lo colpite, urlerà,"
fiore_69.csv,Chéd egli è di natura di mastino:,perché la sua natura è di quella di un cane da guardia:
fiore_69.csv,"Chi più ’l minaccia, più gli abaierà.","Quanto più egli ha minacciato, tanto più egli abbaia."
fiore_69.csv,"Chi Mala-Bocca vuol metter al chino,","Chiunque voglia conquistare la Mouth Cattiva,"
fiore_69.csv,"Sed egli è sagio, egli•lusingherà:","lo lusingerà, se è saggio,"
fiore_69.csv,Ché cierto sie quell’è ’l dritto camino».,per certo che è la strada giusta.
fiore_70.csv,"«Po’ mi convien ovrar di tradigione,","Dato che è il mio scopo agire perfidamente,"
fiore_70.csv,"E a•tte pare, Amico, ch’i’ la faccia,","E tu pensi, amico, che dovrei,"
fiore_70.csv,"I’ la farò,   come ch’ella mi spiaccia,","Lo farò, anche se lo trovo sgradevole,"
fiore_70.csv,Per venir al di su di quel cagnione.,per superare quel brutto cane da guardia.
fiore_70.csv,"Ma sì•tti priego, gientil conpagnione,","Ma ti prego, nobile compagno,"
fiore_70.csv,"Se•ssai alcuna via, che•ssia più avaccia,",se conosci una via più veloce
fiore_70.csv,"Per Malabocca e suo’ metter in caccia,",per cacciare la Mouth Cattiva e tutti i suoi associati
fiore_70.csv,"E trar Bellacoglienza di pregione,","e di liberare Fair Benvenuto dalla prigione,"
fiore_70.csv,"Che•ttu sì•lla mi insegni, ed i’ v’andrò,",Mostramelo e andrò da quella parte.
fiore_70.csv,"E menerò   comeco tal aiuto,",e portare con me un aiuto così potente
fiore_70.csv,Ched i’ quella forteza abatterò».,che I.I.L. porta giù quella fortezza.
fiore_70.csv,"«E’ nonn-à guari ch’i’ ne son venuto»,","Sono appena tornato da lì,"
fiore_70.csv,"Rispuose Amico, «ma ’l ver ti dirò,","rispose l'Amico, ma io ti dirò la verità,"
fiore_70.csv,"Che•ss’i’ v’andai, i’ me ne son pentuto.","che come sicuro come sono andato in quel senso, me ne sono pentito."
fiore_71.csv,"S’uom apella il camin Troppo-Donare,","Quella strada si chiama Extravagance,"
fiore_71.csv,"E’ fu fondato per Folle-Largheza,",ed è stato costruito dalla Generosità Follia;
fiore_71.csv,"L’entrata guarda madonna Richeza,",Lady Wealth custodisce l'ingresso
fiore_71.csv,"Che non i lascia nessun huon passare,","e non lascia passare nessuno,"
fiore_71.csv,"S’e’ nonn-è su’ parente, o su’ conpare,",se quella persona non è il suo parente o amico.
fiore_71.csv,"Già tanto nonn-avrebe in sé belleza,","Non importa quanta bellezza possa avere,"
fiore_71.csv,"Cortesia, né saver, né gientileza,","o quanta cortesia o saggezza o nobiltà,"
fiore_71.csv,Ched ella gli degniasse pur parlare.,non si sarebbe degnata nemmeno di parlare con lui.
fiore_71.csv,"Se puo’ per quel camin trovar   passagio,","Se riesci a trovare un modo per percorrere quella strada,"
fiore_71.csv,"Tu•ssì abattera’ tosto il castello,",tu demolirai rapidamente il castello
fiore_71.csv,"Bellacoglienza trarà’ di servagio,",e gratis Fair Benvenuto dalla prigione.
fiore_71.csv,"Non vi varrà gittar   di manganello,",Una catapulta li' non sara' d'aiuto.
fiore_71.csv,"Néd a le guardie lor folle musagio,","e la loro stoltezza non servirà alle guardie,"
fiore_71.csv,"Porte, né mura, né trar   di quadrello.",non porte o pareti o la sparatoria di freccette.
fiore_72.csv,"Or sì•tt’ò detto tutta la sentenza,",Ora ho riassunto per voi i punti principali
fiore_72.csv,Di ciò che•ssagio Amante far   dovria.,di quello che un saggio amante dovrebbe fare:
fiore_72.csv,"Così l’amor di lor guadagnieria,","in questo modo si guadagnerà il loro amore,"
fiore_72.csv,"Sanz’aver mai tra•llor malivoglienza,",senza che ci sia mai inimicizia tra di loro.
fiore_72.csv,"Se mai trai di pregion Bellacoglienza,","Se riuscirai a liberare Fair Benvenuto dalla prigione,"
fiore_72.csv,"Sì fa che•ttu ne tenghi questa via,","Assicurati di continuare su questa strada,"
fiore_72.csv,"Od altri menti mai non t’ameria,","altrimenti non ti amerebbe mai,"
fiore_72.csv,Che ch’ella ti mostrasse in aparenza.,Non importa quanto possa sembrare che lo faccia.
fiore_72.csv,"E dàlle spazio di poter andare,",E darle la liberta' di poter andare.
fiore_72.csv,"Colà, dove le piacie, per la villa;",ovunque le piaccia in città;
fiore_72.csv,Pena perduta seria   in le’ guardare:,Sarebbe uno sforzo sprecato per cercare di tenerla d'occhio.
fiore_72.csv,Ché•ttu teresti più tosto un’anguilla,Perché si potrebbe più facilmente tenere
fiore_72.csv,"Ben viva per la coda, e fossi in mare,","un'anguilla viva per la coda, anche se eravate in mare,"
fiore_72.csv,"Che non faresti femina, che ghilla».",che si sarebbe in grado di gestire una donna astuta.
fiore_73.csv,"Così mi confortò il buon Amico,",In questo modo il mio buon amico mi consolava;
fiore_73.csv,"Po’•ssi partì da me, sanza più dire.",poi se n'è andato senza un'altra parola.
fiore_73.csv,"Allor mi comincià’ fort’ a giechire,",A quel punto cominciai ad essere molto umile.
fiore_73.csv,"Ver’ Mala-Bocca, il mi’ crudel nemico;","verso la Mouth Cattiva, il mio crudele nemico."
fiore_73.csv,"Lo Schifo i’ sì pregiava   men ch’un fico,",Non me ne fregava niente della Resistenza.
fiore_73.csv,Ch’egli avea gran talento di dormire;,che aveva un grande desiderio di dormire;
fiore_73.csv,Vergognia si volea ben sofferire,Modestà voleva veramente astenersi
fiore_73.csv,"Di gueregiarmi, per cierto vi dico,","per avermi combattuto, te lo dico di sicuro."
fiore_73.csv,"Ma’ e’ v’era Paura, la dottosa,","Ma c'era la paura, il timoroso,"
fiore_73.csv,"C’udendomi parlar tutta tremava,","che, ascoltandomi parlare, tremava dappertutto:"
fiore_73.csv,"Quella nonn-era punto dormigliosa,",che uno non era affatto assonnato;
fiore_73.csv,"In ben guardar il Fior molto pensava,","si è presa molta cura nel custodire il Fiore,"
fiore_73.csv,"Vie più che•ll’altre guardi’ era curiosa,","ed era più zelante delle altre guardie,"
fiore_73.csv,Perciò che ben in lor non si fidava.,da quando non si fidava affatto di loro.
fiore_74.csv,"Intorno dal castello andai ciercando,",Tutto intorno al castello sono andato a cercare
fiore_74.csv,"Sed i’ potesse trovar quel’entrata,",per vedere se riuscivo a trovare l'entrata
fiore_74.csv,"La qual Folle-Largheza avea fondata,","che la Generosità Sciocca aveva costruito,"
fiore_74.csv,"Per avacciar ciò, che giva pensando.",per velocizzare quello che stavo complottando.
fiore_74.csv,"Allor guardai, e sì vidi onbreando","Poi ho guardato, e nell'ombra"
fiore_74.csv,"Di sotto un pin una donna pregiata,","sotto un pino, vidi una donna degna,"
fiore_74.csv,"Sì nobil mente vestita e parata,",così nobilmente vestito e ornato
fiore_74.csv,Che tutto ’l mondo gìa di lei parlando.,che tutti parlavano di lei.
fiore_74.csv,"E sì avea in sé tanta beleza,",Ed era cosi' bella.
fiore_74.csv,Che tutto intorno lei aluminava,che ha illuminato tutto intorno a lei
fiore_74.csv,"Chol su’ visagio, tanto avea chiareza.","con il suo viso, così splendente che fu;"
fiore_74.csv,Ed un suo amico co•llei si posava.,E un'amica stava lì con lei.
fiore_74.csv,"La donna si avea nome Richeza,","La signora si chiamava Wealth,"
fiore_74.csv,Ma•llui non so com’altri l’apellava.,ma non so quale fosse il nome dell'uomo.
fiore_75.csv,"Col capo inchino la donna salutai,","Con la testa inchiodata ho salutato la signora,"
fiore_75.csv,E sì•lla cominciai   a domandare,e poi ha cominciato a chiederle
fiore_75.csv,"Del camin, c’uomo apella Tropo-Dare.",circa il sentiero che si chiama Extravagance.
fiore_75.csv,Quella rispose: «Già per me no ’l sai,Lei rispose: Tu non lo saprai mai da me;
fiore_75.csv,"E, se ’l sapessi, già non vi ’nterrai,","e anche se lo sapessi, non entreresti mai,"
fiore_75.csv,Chéd i’ difendo a ciaschedun l’entrare,"perché proibisco l'ingresso a tutti,"
fiore_75.csv,Sed e’ nonn-à che spender e che dare.,eccetto per coloro che hanno i mezzi per spendere e spendere di più.
fiore_75.csv,"Sì farai   gran saver, se•tte ne vai:","Quindi, se sei intelligente, te ne vai,"
fiore_75.csv,"C’unquanche non volesti mi’ acontanza,","perché non hai mai desiderato la mia amicizia,"
fiore_75.csv,Né mi pregiasti mai  a la tua vita.,e non mi hai mai lodato nella tua vita.
fiore_75.csv,"Ma or ne prenderò buona vengianza,",Ma ora mi prenderò la mia dolce vendetta:
fiore_75.csv,"Ché, sie ciertano, se•ttu m’ài   schernita,","perché siate certi che proprio come mi avete disprezzato,"
fiore_75.csv,"I’ ti darò tormento e malenanza,","così I'll ti darà tale tormento e infelicità,"
fiore_75.csv,Sì ch’e’ me’ ti varia avermi servita».,che sarebbe meglio per voi di avermi servito.
fiore_76.csv,"«Per Dio, gientil madonna, e per merzede»,","Per il bene di Dio, gentile signora, e in nome di misericordia,"
fiore_76.csv,"Le dissi allor, «s’i’ ò ver’ voi fallato,","Le ho detto allora, se ti ho fatto del male,"
fiore_76.csv,Ched e’ vi piaccia ched e’ sia amendato,"La prego di concedere che io possa fare ammenda,"
fiore_76.csv,"Per me, chéd i’ ’l farò a buona fede:",per questo io lo farò in buona fede.
fiore_76.csv,"Ch’i’ son ciertan, che ’l vostro cuor non crede",Perché sono sicuro che il tuo cuore non sa
fiore_76.csv,"Com’io dentro dal mio ne son crucciato,",come il mio cuore è afflitto;
fiore_76.csv,"Ma quando vo’ m’avrete ben provato,","ma quando mi metterai alla prova,"
fiore_76.csv,"E’ sarà cierto di ciò, c’or non vede.",il tuo cuore sarà sicuro di ciò che ora non vede.
fiore_76.csv,"Per ch’i’ vi priego, che mi diate il passo,","Per questo ti prego di lasciarmi passare,"
fiore_76.csv,Ched i’ potesse abatter il castello,Cosi' potro' abbattere il castello.
fiore_76.csv,"Di Gielosia, che m’à sì messo al basso».","di gelosia, che mi ha deposto."
fiore_76.csv,Quella mi disse: «Tu•ssè mio ribello:,"Mi disse: ""Tu sei mio nemico;"
fiore_76.csv,"Per altra via andrai, ché sarà’ lasso","lungo un altro sentiero tu andrai, perché sarai esausto"
fiore_76.csv,Inanzi che n’abatti un sol crinello».,prima di abbattere una sola cremazione sulla torre.
fiore_77.csv,"Già no•mi valse nessuna preghera,",Nessuna preghiera che ho fatto alla Ricchezza
fiore_77.csv,"Ched i’ verso Richeza far potesse,","mi ha fatto del bene,"
fiore_77.csv,"Ché poco parve ch’e’ le ne calesse,","perché sembrava che le importasse molto poco,"
fiore_77.csv,Sì•lla trovai ver’ me crudel e fera.,così crudele e senza cuore l'ho trovata verso di me.
fiore_77.csv,"Lo Dio D’Amor, che guar’ lungi non m’era,","Il Dio dell'Amore, che non era lontano da me,"
fiore_77.csv,"Mi riguardò com’io mi contenesse,","guardava per vedere come me la cavavo,"
fiore_77.csv,E parvemi ched e’ gli ne incresciesse;,e mi sembrava che il mio modo lo infastidisse.
fiore_77.csv,"Si venne a me e disse: «In che manera,","Venne da me e mi disse: ""In che modo,"
fiore_77.csv,"Amico, m’ài guardato l’omanagio,","Amico, hai mantenuto il giuramento di fedeltà"
fiore_77.csv,"Che mi faciesti, passat’à un anno?».",Mi hai fatto un anno fa?
fiore_77.csv,"I’ gli dissi: «Messer, vo’ avete il gagio","Gli dissi: ""Signore, hai la mia promessa,"
fiore_77.csv,"Or, ch’è il core». «E’ non ti fia già danno,",che è il mio cuore.
fiore_77.csv,Ché tu•tti sè portato come sagio:,"poiché ti sei comportato con saggezza e abilità,"
fiore_77.csv,Sì avrai guiderdon del grande afanno».,avrai ricompensa per la tua grande angoscia.
fiore_78.csv,Lo Dio d’Amor per tutto ’l regnio manda,In tutto il regno il Dio dell'Amore manda
fiore_78.csv,Messagi e lettere a la Baronia:,messaggeri e lettere a tutti i baroni;
fiore_78.csv,"Che davanti da lui ciaschedun sia,",alcuni supplica e altri comanda
fiore_78.csv,"Ad alcun priega, e ad alcun comanda;",che vengono da lui.
fiore_78.csv,"E ch’e’ vorrà far lor una domanda,","Egli vorrà fare loro una richiesta,"
fiore_78.csv,"La qual fornita converrà che•ssia,",una richiesta che deve essere soddisfatta:
fiore_78.csv,"D’abatter il castel di Gielosia,","per abbattere il castello di Gelosia,"
fiore_78.csv,Sì ch’e’ non vi dimori inn-uscio banda.,in modo che non una fascia di ferro rimane sulla porta.
fiore_78.csv,"Al giorno ciaschedun si presentò,","Nel grande giorno, tutti si presentarono,"
fiore_78.csv,Presto di far il su’ comandamento;,pronti a fare il Dio dell'Amore che comanda:
fiore_78.csv,Dell’armadure ciaschedun pensò,ognuno ha riflettuto sulle braccia
fiore_78.csv,Per dar a Gielosia   pene e tormento.,per far soffrire e tormentare la gelosia.
fiore_78.csv,"La Baronia   i’ sì vi nomerò,",Ti darò un nome ai Baroni.
fiore_78.csv,Secondo ched i’ ò   rimenbramento.,nella misura in cui li ricordo.
fiore_79.csv,"Madonna Oziosa venne la primiera,",Lady Leisure era in prima linea
fiore_79.csv,"Con Nobiltà-di-Chuor, e con Richezza,",con il Nobile Cuore e con la Ricchezza;
fiore_79.csv,"Franchigia, Cortesia, Pietà, Largheza,","Cordialità, Cordialità, Misericordia, Generosità,"
fiore_79.csv,"Ardimento, e Honor: ciaschedun v’era.",L'audacia e l'onore erano tutti lì.
fiore_79.csv,"Diletto et Conpagnia seguian la schiera,",Delizia e Grazia Sociale seguiti in azienda;
fiore_79.csv,"Angielicanza, Sicurtà, et Leteza,","Angel-Like, Sicurezza e Felicità"
fiore_79.csv,"E Solazo, e Bieltate, e Giovaneza",e Gioia e Bellezza e Gioventù
fiore_79.csv,Andavan tutte inpresso la bandera.,Seguivano tutti lo striscione.
fiore_79.csv,"Ancor v’era   Humiltate, e Pacienza,",Poi venne l'umiltà e la pazienza;
fiore_79.csv,"Giolività vi fue, e Ben-Cielare,",La gioia era lì e ben nascosta
