Original,Translate_de_1
 Da Pier le tegno,Ich habe sie vom hl. Petrus erhalten.
" e dissemi ch’i’ erri anzi ad aprir ch’a tenerla serrata, pur che la gente a’ piedi mi s’atterri»","Und er sagte mir, daß ich die Tür nicht öffnen sollte, sondern schließen sollte, wenn die Bußdiener mich zu Füßen fallen lassen."
" Poi pinse l’uscio a la porta sacrata, dicendo",Und er schubste die Seite der heiligen Tür und sprach:
 «Intrate,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
 ma facciovi accorti che di fuor torna chi ’n dietro si guata»,"Aber ich warne euch: Wer sich umschaut, der kehrt wieder hervor"
" E quando fuor ne’ cardini distorti li spigoli di quella regge sacra, che di metallo son sonanti e forti, ","Und als die Kanten dieser heiligen Tür, aus massivem Metall, in ihre Scharniere gedreht wurden,"
" non rugghiò sì né si mostrò sì acra Tarpëa, come tolto le fu il buono Metello, per che poi rimase macra","Und sie schrieen lauter als der Felsen Tarpeas, als ihr der gute Metellus entrissen ward, und man nahm ihm seinen Schatz weg."
" Io mi rivolsi attento al primo tuono, e ‘Te Deum laudamus’ mi parea udire in voce mista al dolce suono","Ich schaute auf den ersten Klang und hörte die Hymne Te Deum laudamus, mit einer Stimme gemischt mit einem süßen Klang"
" Tale imagine a punto mi rendea ciò ch’io udiva, qual prender si suole quando a cantar con organi si stea","Was ich hörte, gab mir den gleichen Eindruck wie gewöhnlich, wenn man abwechselnd mit der Orgelmusik singt."
 ch’or sì or no s’intendon le parole,"wenn die Worte jetzt hören ja, jetzt nein"
" Poi fummo dentro al soglio de la porta che ’l mal amor de l’anime disusa, ","Nachdem wir die Schwelle der Tür überschritten haben, die durch die böse Liebe der Seelen in Vergessenheit geraten ist,"
" perché fa parer dritta la via torta, sonando la senti’ esser richiusa","Denn der Weg der Sünde ist gerade, und ich spürte, daß er sich verschloß durch das Schreien."
" e s’io avesse li occhi vòlti ad essa, qual fora stata al fallo degna scusa? ","Und wenn ich mich umgedreht hätte, um sie zu sehen, was wäre dann eine Entschuldigung für einen solchen Fehler gewesen?"
" Noi salavam per una pietra fessa, che si moveva e d’una e d’altra parte, sì come l’onda che fugge e s’appressa","Und wir gingen hinauf auf einen Weg, der in den Felsen gehauen war, und gingen hinab wie eine Welle, die naht und sich entfernte."
" «Qui si conviene usare un poco d’arte», cominciò ’l duca mio, «in accostarsi or quinci, or quindi al lato che si parte»","Mein Meister sagte: ""Hier müssen wir etwas Intelligent sein und uns jetzt auf der einen Seite, jetzt auf der anderen Seite, den Einfassungen nähern."""
" E questo fece i nostri passi scarsi, tanto che pria lo scemo de la luna rigiunse al letto suo per ricorcarsi, ","Und das zwang uns, so langsam voranzugehen, daß der Schattenteil des Mondes den Horizont berührte, um zu unterbrechen,"
 che noi fossimo fuor di quella cruna,bevor wir diesen Weg verließen.
" ma quando fummo liberi e aperti sù dove il monte in dietro si rauna, ","Aber als wir frei waren von jeder Hülle, da, wo der Berg sich ausbreitet, um den ersten Rahmen zu bilden,"
" ïo stancato e amendue incerti di nostra via, ","Ich bin müde und beide unsicher über den Weg, den wir gehen sollen,"
 restammo in su un piano solingo più che strade per diserti,Wir blieben auf dem einsamen Regal wie eine Straße in der Wüste.
" Da la sua sponda, ove confina il vano, al piè de l’alta ripa che pur sale, misurrebbe in tre volte un corpo umano","Vom äußeren Rand des Rahmens, wo die Leere ist, bis zu den Füßen der felsigen Wand des Berges, gibt es eine Breite, die drei menschlichen Körpern entspricht."
" e quanto l’occhio mio potea trar d’ale, or dal sinistro e or dal destro fianco, questa cornice mi parea cotale","Und wie sehr ich meinen Blick zur Rechten und zur Linken geworfen habe, bis daß er kam, so schien mir der Rahmen gleich zu sein."
" Là sù non eran mossi i piè nostri anco, quand’ io conobbi quella ripa intorno che dritto di salita aveva manco, ","Wir hatten noch nicht die Füße bewegt, als ich merkte, dass um die Wand, an der Stelle, wo sie weniger steil war,"
" esser di marmo candido e addorno d’intagli sì, che non pur Policleto, ma la natura lì avrebbe scorno","Es gab Skulpturen aus weißem Marmor und fein geschnitzt, so dass nicht nur Polycleto, sondern die gleiche Natur würde gewonnen werden"
" L’angel che venne in terra col decreto de la molt’ anni lagrimata pace, ch’aperse il ciel del suo lungo divieto, ","Der Engel, der in die Erde kam mit der Verordnung des Friedens, seufzt seit vielen Jahren, und der den Himmel nach einem langen Verbot öffnete,"
" dinanzi a noi pareva sì verace quivi intagliato in un atto soave, che non sembiava imagine che tace","Es schien so real vor uns, geschnitzt in eine sanfte Geste, die nicht wie ein stilles Bild schien"
 Giurato si saria ch’el dicesse ‘Ave’,"Man würde schwören, dass er Ave sagen würde,"
 perché iv’ era imaginata quella ch’ad aprir l’alto amor volse la chiave,"Denn es war auch die dargestellt, die den Schlüssel gedreht hat, um die große Liebe Gottes zu öffnen."
" e avea in atto impressa esta favella ‘Ecce ancilla Deï’, propriamente come figura in cera si suggella","Und in seiner Haltung schien er zu sagen Ecce ancilla Dei, so wahr wie eine Figur, die auf dem Wachs eingeprägt ist."
" «Non tener pur ad un loco la mente», disse ’l dolce maestro, che m’avea da quella parte onde ’l cuore ha la gente","Der süße Lehrer, der mich auf der Seite hatte, wo die Menschen ihr Herz haben, sagte zu mir:"
" Per ch’i’ mi mossi col viso, e vedea di retro da Maria, da quella costa onde m’era colui che mi movea, un’altra storia ne la roccia imposta","Dann schaute ich mich um und sah, dass neben Maria, auf der Seite der Wand, wo ich Virgil hatte, eine andere Geschichte geschnitzt war."
" per ch’io varcai Virgilio, e fe’mi presso, acciò che fosse a li occhi miei disposta","Da ging ich über Virgil und trat zu mir, um sie besser zu sehen mit meinen Augen."
" Era intagliato lì nel marmo stesso lo carro e ’ buoi, traendo l’arca santa, per che si teme officio non commesso","Da war im Marmor der Wagen und die Ochsen geschnitzt, die die heilige Lade trugen, und man fürchtete sich, daß man eine ungeteilte Aufgabe erfüllen würde."
 Dinanzi parea gente,Vor der Tür standen Leute.
" e tutta quanta, partita in sette cori, a’ due mie’ sensi faceva dir l’un ‘No’, l’altro ‘Sì, canta’","Und alles, was in sieben Chöre geteilt war, veranlaßte mein Hören, zu sagen: ""Singe nicht, während mein Anblick sagte: ""Ja, ich singe."""
" Similemente al fummo de li ’ncensi che v’era imaginato, li occhi e ’l naso e al sì e al no discordi fensi","In ähnlicher Weise machte der Rauch des Weihrauchs, der dort dargestellt wurde, meine Augen und meine Nase auseinander."
" Lì precedeva al benedetto vaso, trescando alzato, l’umile salmista, e più e men che re era in quel caso","Vor der heiligen Arche stand der demütige Autor der Psalmen, der mit hochgezogenem Gewand tanzte, und bei dieser Gelegenheit war er mehr und weniger als ein König."
" Di contra, effigïata ad una vista d’un gran palazzo, Micòl ammirava sì come donna dispettosa e trista","Und Michal sah vor ihm, als sie vor dem Fenster eines großen Palastes stand, und ward erstaunt wie eine verärgerte und korrupte Frau."
" I’ mossi i piè del loco dov’ io stava, per avvisar da presso un’altra istoria, che di dietro a Micòl mi biancheggiava","Ich bewegte mich von der Stelle, wo ich war, um aus der Nähe eine andere Geschichte zu betrachten, die neben Michol im Marmor wimmelte."
" Quiv’ era storïata l’alta gloria del roman principato, il cui valore mosse Gregorio a la sua gran vittoria","Hier wurde der hohe Ruhm des römischen Kaisers dargestellt, dessen Tugend Gregor veranlaßte, den großen Sieg zu erringen."
 i’ dico di Traiano imperadore,Ich spreche von Kaiser Trajan.
" e una vedovella li era al freno, di lagrime atteggiata e di dolore","und eine Witwe war neben ihrem Pferd, weinend und betrübt in ihrem Aussehen."
" Intorno a lui parea calcato e pieno di cavalieri, e l’aguglie ne l’oro sovr’ essi in vista al vento si movieno","Und um ihn her schien er voller Reiter zu sein, und die Adler des Kaisers auf dem goldenen Felde über ihnen zogen sich im Winde."
 La miserella intra tutti costoro pareva dir,"Die arme Frau, von all diesen, schien zu sagen,"
" «Segnor, fammi vendetta di mio figliuol ch’è morto, ond’ io m’accoro»","Herr, gib mir Gerechtigkeit für meinen Sohn, der getötet worden ist; darum leide ich."
 ed elli a lei rispondere,und er antwortete ihr
 «Or aspetta tanto ch’i’ torni»,"Warte, bis ich wieder da bin."
 e quella,Und das...
" «Segnor mio», ","Oh, mein Herr..."
" come persona in cui dolor s’affretta, ","wie eine Person, in der der Schmerz steigt"
 «se tu non torni?»,Und wenn du nicht zurückkommst?
 ed ei,und er
" «Chi fia dov’ io, la ti farà»","Wer an meiner Stelle sein wird, der wird deine Bitte erhören."
 ed ella,und sie
" «L’altrui bene a te che fia, se ’l tuo metti in oblio?»","Das Gute, das ein anderer getan hat, der dir nützt, wenn du deine Pflicht vergisst?"
 ond’ elli,Dann ist er es.
 «Or ti conforta,"Okay, jetzt mach dir keine Sorgen."
 ch’ei convene ch’i’ solva il mio dovere anzi ch’i’ mova,"Denn es ist notwendig, daß ich meine Pflicht tue, ehe ich gehe."
 giustizia vuole e pietà mi ritene»,"Er will Gerechtigkeit, und Mitleid hält mich hier fest."
" Colui che mai non vide cosa nova produsse esto visibile parlare, novello a noi perché qui non si trova","Gott, der nie etwas Neues sah, produzierte diese Dialoge, die mit dem Anblick wahrgenommen werden können, was uns unglaublich erscheint, denn hier, auf der Erde, existiert es nicht."
" Mentr’ io mi dilettava di guardare l’imagini di tante umilitadi, e per lo fabbro loro a veder care, ","Während ich das Bild von vielen Beispielen der Demut schaute, die für den Künstler, der sie hervorgebracht hat, wertvoll sind,"
" «Ecco di qua, ma fanno i passi radi», ","Und siehe, viele Seelen kommen von hier her, die aber langsam wandeln."
" mormorava il poeta, ",der Dichter murmelte
 «molte genti questi ne ’nvïeranno a li alti gradi»,Diese werden uns zu den anderen Bilderrahmen führen.
" Li occhi miei, ch’a mirare eran contenti per veder novitadi ond’ e’ son vaghi, volgendosi ver’ lui non furon lenti","Meine Augen, die sich freuten, zu sehen, was neu war, worauf sie sich freuten, waren nicht langsam, sich zu ihm zu wenden."
" Non vo’ però, lettor, che tu ti smaghi di buon proponimento per udire come Dio vuol che ’l debito si paghi","Aber ich will nicht, dass du dich von deinem guten Vorsatz ablenkst, wenn du fühlst, wie Gott will, dass du die Schuld abziehst."
 Non attender la forma del martìre,Fokussieren Sie sich nicht auf die Form der Strafe
 pensa la succession,"Denken Sie darüber nach, was Ihnen folgen wird."
 pensa ch’al peggio oltre la gran sentenza non può ire,"glaubt, dass im schlimmsten Fall nicht länger als das Endurteil dauern kann"
 Io cominciai,Ich fing an.
" «Maestro, quel ch’io veggio muovere a noi, non mi sembian persone, e non so che, sì nel veder vaneggio»","""Meister, was ich sehe, um uns zu bewegen, scheint mir nicht wie menschliche Seelen zu sein, und ich weiß nicht, was es ist, und ich unterscheide mich nicht so gut von der Sehkraft."""
 Ed elli a me,Und er zu mir
" «La grave condizione di lor tormento a terra li rannicchia, sì che ’ miei occhi pria n’ebber tencione","Der schlimme Zustand ihrer Strafe läßt sie auf den Boden krümmen, so daß auch mein Blick vorher unsicher war."
" Ma guarda fiso là, e disviticchia col viso quel che vien sotto a quei sassi","Aber sieh genau hin, und mit den Augen trennt er, was unter den Felsen ist, die oben sind."
 già scorger puoi come ciascun si picchia»,"Du kannst sehen, wie jeder von ihnen seine Brust schlägt."
" O superbi cristian, miseri lassi, che, de la vista de la mente infermi, fidanza avete ne’ retrosi passi, ","O hochmütige Christen, unglückliche Arme mit dem verfinsterten Verstand, daß ihr auf eure rückwärts gerichteten Schritte vertraut,"
" non v’accorgete voi che noi siam vermi nati a formar l’angelica farfalla, ","Seht nicht, daß wir Würmer sind, die dazu bestimmt sind, einen Engelsschmetterling zu bilden."
" che vola a la giustizia sanza schermi? Di che l’animo vostro in alto galla, ","die ohne Behinderung der göttlichen Gerechtigkeit fliegt? Wie hoch ist eure Seele,"
" poi siete quasi antomata in difetto, sì come vermo in cui formazion falla? ","Und dann seid ihr wie kranke Insekten, genau wie ein Wurm, der sich nicht ganz entwickelt hat?"
" Come per sostentar solaio o tetto, per mensola talvolta una figura si vede giugner le ginocchia al petto, ","Wie man manchmal eine Figur sieht, die das Knie in der Brust verbindet, um eine Decke oder ein Regaldach zu halten,"
 la qual fa del non ver vera rancura nascere ’n chi la vede,"die durch die Fiktion dem, der sie sieht, eine wahre Not entspringt,"
" così fatti vid’ io color, quando puosi ben cura","Also sah ich diese Bußdiener, da ich sie aufmerksam beobachtete."
 Vero è che più e meno eran contratti secondo ch’avien più e meno a dosso,"Eigentlich waren sie mehr oder weniger gekrümmt, je nach dem Fels, den sie auf ihren Schultern hatten."
" e qual più pazïenza avea ne li atti, piangendo parea dicer","und was in der Haltung schien geduldiger, es schien zu sagen, weinend"
 ‘Più non posso’,"""Ich kann es nicht länger ertragen"""
" «O Padre nostro, che ne’ cieli stai, non circunscritto, ma per più amore ch’ai primi effetti di là sù tu hai, ","""Unser Vater, der du im Himmel bist, beschränkt sich nicht auf sie, sondern auf die größere Liebe, die du für deine ersten Geschöpfe empfindest,"
" laudato sia ’l tuo nome e ’l tuo valore da ogne creatura, com’ è degno di render grazie al tuo dolce vapore","gepriesen werde deinen Namen und deine Kraft von allem Geschöpf, wie es recht ist, dank deiner süßen Weisheit."
" Vegna ver’ noi la pace del tuo regno, ché noi ad essa non potem da noi, s’ella non vien, con tutto nostro ingegno","Der Friede deines Reiches komme für uns; denn wir können nicht mit unserer Kraft hinaufziehen, wenn er uns nicht gegeben wird, auch wenn wir uns auf allerlei Weise verpflichten."
" Come del suo voler li angeli tuoi fan sacrificio a te, cantando osanna, così facciano li uomini de’ suoi","Gleichwie deine Engel deinen Willen opfern, indem sie singen 'Osanna', so tun die Männer ihrer."
" Dà oggi a noi la cotidiana manna, sanza la qual per questo aspro diserto a retro va chi più di gir s’affanna","Gib uns heute unser tägliches Manna, ohne das in dieser rauhen Wüste, wer je weiter will, desto mehr wandert er zurück"
" E come noi lo mal ch’avem sofferto perdoniamo a ciascuno, e tu perdona benigno, e non guardar lo nostro merto","Und wie wir einem jeglichen vergeben, dem wir Unrecht getan haben, so vergibst auch du uns, gnädig, und schaue nicht auf unsere Verdienste."
" Nostra virtù che di legger s’adona, non spermentar con l’antico avversaro, ma libera da lui che sì la sprona","Prüfe nicht mit dem Teufel unsere Tugend, die leicht fällt, sondern errette uns von ihm, der sie so anregt."
" Quest’ ultima preghiera, segnor caro, già non si fa per noi, ché non bisogna, ma per color che dietro a noi restaro»","Dieses letzte Gebet, lieber Herr, tun wir nicht für uns, daß wir es nicht brauchen, sondern für die, die wir unter den Lebenden verlassen haben."
" Così a sé e noi buona ramogna quell’ ombre orando, andavan sotto ’l pondo, simile a quel che talvolta si sogna, ","So gingen jene Schatten, betend für uns einen guten Wunsch, unter die Last , ähnlich dem, was man manchmal träumt,"
" disparmente angosciate tutte a tondo e lasse su per la prima cornice, purgando la caligine del mondo","gequält in unterschiedlichem Ausmaß, alle umher und niedergebeugt am I. Rahmen, und reinigt die Spuren ihrer irdischen Sünden."
" Se di là sempre ben per noi si dice, di qua che dire e far per lor si puote da quei c’hanno al voler buona radice? ","Wenn diese Seelen im Fegefeuer immer gut für uns sagen, was kann man auf der Erde von denen, die zum Guten bereit sind, für sie sagen und tun?"
" Ben si de’ loro atar lavar le note che portar quinci, sì che, mondi e lievi, possano uscire a le stellate ruote","Gewiß, man muß ihnen helfen, ihre Sünden, die sie von der Erde tragen, zu waschen, damit sie rein und gewaschen zum Himmel hinaufgehen können."
" «Deh, se giustizia e pietà vi disgrievi tosto, sì che possiate muover l’ala, che secondo il disio vostro vi lievi, ","So möge Gerechtigkeit und Frömmigkeit euch bald erfreuen, damit ihr eure Flügel bewegen und euch erheben könnt nach eurem Begehren."
 mostrate da qual mano inver’ la scala si va più corto,"Zeigen Sie uns, auf welcher Seite Sie schneller zur Treppe gehen"
" e se c’è più d’un varco, quel ne ’nsegnate che men erto cala","Und wenn es mehr als einen Zugang gibt, so zeigt uns, was am wenigsten steil steigt"
" ché questi che vien meco, per lo ’ncarco de la carne d’Adamo onde si veste, al montar sù, contra sua voglia, è parco»","Denn dieser, der mir nachfolgt, ist wegen des Gewichts des Leibes, den er bei sich hat, langsam, aber gegen seinen Willen hinaufzusteigen."
" Le lor parole, che rendero a queste che dette avea colui cu’ io seguiva, non fur da cui venisser manifeste","Es war nicht klar, von wem die Worte kamen, die mein Meister als Antwort auf diese Worte gegeben hatte."
 ma fu detto,Aber man sagte uns:
" «A man destra per la riva con noi venite, e troverete il passo possibile a salir persona viva","Kommen Sie mit uns nach rechts entlang der Wand, und Sie werden den Weg zu einer lebendigen Person finden"
" E s’io non fossi impedito dal sasso che la cervice mia superba doma, onde portar convienmi il viso basso, ","Und wenn ich nicht durch den Stein, der meinen hochmütigen Hals faltet, verhindert würde, also bin ich gezwungen, mein Gesicht niedrig zu halten,"
" cotesti, ch’ancor vive e non si noma, guardere’ io, per veder s’i’ ’l conosco, e per farlo pietoso a questa soma","Ich würde ihn sehen, der noch lebt und seinen Namen nicht sagt, um zu sehen, ob ich ihn kenne, und ihn erbarmen über meine Qual."
 Io fui latino e nato d’un gran Tosco,Ich war Italiener und geboren von einem großen Toskana
 Guiglielmo Aldobrandesco fu mio padre,Mein Vater war Wilhelm Aldobrandeschi
 non so se ’l nome suo già mai fu vosco,"Ich weiß nicht, ob Sie je seinen Namen gehört haben."
" L’antico sangue e l’opere leggiadre d’i miei maggior mi fer sì arrogante, ","Die alte Linie und die großen Werke meiner Vorfahren machten mich so arrogant,"
" che, non pensando a la comune madre, ogn’ uomo ebbi in despetto tanto avante, ch’io ne mori’, ","daß ich, da ich nicht an den allgemeinen Ursprung dachte, jeden Menschen so verachtete, daß ich starb,"
" come i Sanesi sanno, e sallo in Campagnatico ogne fante","wie gut die Seneser wissen, und wie jedes Kind weiß zu Kampagnen"
 Io sono Omberto,Ich bin Omberto.
" e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno",und Stolz schadet mir nicht allein; denn er hat alle meine Verwandten in sein Böses hineingezogen.
" E qui convien ch’io questo peso porti per lei, tanto che a Dio si sodisfaccia, poi ch’io nol fe’ tra ’ vivi, qui tra ’ morti»","Und es ist notwendig, daß ich diese Last um seinetwillen trage, bis Gott es gefällt, hier unter den Toten; denn ich tat es nicht unter den Lebenden."
 Ascoltando chinai in giù la faccia,"Als ich zuhörte, beugte ich mein Gesicht nach unten"
" e un di lor, non questi che parlava, si torse sotto il peso che li ’mpaccia, e videmi e conobbemi e chiamava, ","Und einer von ihnen, der nicht mit mir redete, beugte sich unter den Fels, der sie bedrückte, und sah mich an und erkannte mich und rief mich."
 tenendo li occhi con fatica fisi a me che tutto chin con loro andava,"und meine Augen auf mich gerichtet haltend, daß ich mit ihnen hinaufging, alles gebeugt."
" «Oh», diss’ io lui, ",Ich sagte zu ihm:
" «non se’ tu Oderisi, l’onor d’Agobbio e l’onor di quell’ arte ch’alluminar chiamata è in Parisi?»","Bist du nicht Oderisi, die Ehre Gubbios und jener Kunst, die in Paris als ""Leuchten"" bezeichnet wird?"
" «Frate», diss’ elli, «più ridon le carte che pennelleggia Franco Bolognese","""Bruder,"" sagte er. ""Die Codes, die Franco Bolognese schmückt, werden mehr geschätzt."""
" l’onore è tutto or suo, e mio in parte",Die Ehre gehört ganz Ihnen und mir nur zum Teil.
" Ben non sare’ io stato sì cortese mentre ch’io vissi, per lo gran disio de l’eccellenza ove mio core intese","Gewiß, ich wäre nicht so höflich gewesen, als ich noch lebte, wegen des großen Wunsches nach Exzellenz, den mein Herz hatte."
 Di tal superbia qui si paga il fio,Hier verbüßen Sie die Strafe für diesen Stolz
" e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio","Und ich wäre nicht hier, wenn ich nicht zu Gott gekommen wäre, wenn ich noch sündigen könnte."
 Oh vana gloria de l’umane posse,O Herrlichkeit der menschlichen Fähigkeiten vergeblich
" com’ poco verde in su la cima dura, se non è giunta da l’etati grosse","wie wenig es auf dem Zweig grün bleibt, wenn es nicht von dekadenten Alter gefolgt ist"
" Credette Cimabue ne la pittura tener lo campo, e ora ha Giotto il grido, sì che la fama di colui è scura","Cimabue glaubte, in der Malerei, während jetzt ist Giotto der Meister und verdunkelte seinen Ruhm"
 Così ha tolto l’uno a l’altro Guido la gloria de la lingua,"ebenso hat Guido dem anderen Guido den Ruhm der Zunge genommen,"
 e forse è nato chi l’uno e l’altro caccerà del nido,"Und vielleicht ist schon jemand geboren, der beide gewinnt."
" Non è il mondan romore altro ch’un fiato di vento, ch’or vien quinci e or vien quindi, e muta nome perché muta lato","Der irdische Ruhm ist nichts anderes als ein Windgeruch, der jetzt von einer Seite und von der anderen atmet und seinen Namen ändert, je nach Richtung."
" Che voce avrai tu più, se vecchia scindi da te la carne, che se fossi morto anzi che tu lasciassi il ‘pappo’ e ’l ‘dindi’, pria che passin mill’ anni? ch’è più corto spazio a l’etterno, ch’un muover di ciglia al cerchio che più tardi in cielo è torto","Glaubst du, du bist berühmt, wenn du als alter Mann stirbst, anstatt tot zu sein, als du noch kindisch gesprochen hast, bevor es tausend Jahre her ist? Das ist eine kurze Zeit als die Ewigkeit, kürzer als ein Wimpernschlag als die Bewegung des Himmels, die sich langsamer bewegt?"
" Colui che del cammin sì poco piglia dinanzi a me, Toscana sonò tutta","Der, der langsam vor mir wandelt, war einst in der ganzen Toskana bekannt."
" e ora a pena in Siena sen pispiglia, ond’ era sire quando fu distrutta la rabbia fiorentina, che superba fu a quel tempo sì com’ ora è putta","Nun flüstert man kaum seinen Namen zu Siena, dessen Herr er war, als die Florentiner Wut zerstört wurde, die zu jener Zeit hochmütig war, wie sie sich nun zum Verderben gewandt hat."
" La vostra nominanza è color d’erba, che viene e va, e quei la discolora per cui ella esce de la terra acerba»","Euer Ruhm ist wie das Grün des Grases, das geht und kommt, und wird ausgelöscht von der Sonne, die das Gras aus der Erde hervorbringt."
 E io a lui,Und ich ihm
" «Tuo vero dir m’incora bona umiltà, e gran tumor m’appiani",Deine wahren Worte inspirieren mich in guter Demut und erniedrigen meinen großen Stolz
 ma chi è quei di cui tu parlavi ora?»,"Aber wer ist das, worüber du vorhin gesprochen hast?"
" «Quelli è», rispuose, «Provenzan Salvani",Das ist Provenzan Salvani.
 ed è qui perché fu presuntüoso a recar Siena tutta a le sue mani,"Und er ist hier, weil er die Vermessenheit hatte, Siena in seine Macht zu bringen."
" Ito è così e va, sanza riposo, poi che morì","Seit er gestorben ist, ist er so gewandert und geht ohne Ruhe weiter."
 cotal moneta rende a sodisfar chi è di là troppo oso»,"verbüßet diese Strafe den, der auf der Erde zu viel gewagt hat."
 E io,Und ich
" «Se quello spirito ch’attende, pria che si penta, l’orlo de la vita, qua giù dimora e qua sù non ascende, ","Wenn der Geist, der darauf wartet, im Augenblick des Todes zu bereuen, im Antipurgatorium bleibt und nicht ins Fegefeuer steigt, solange er lebte,"
" se buona orazïon lui non aita, prima che passi tempo quanto visse, come fu la venuta lui largita?»","Es sei denn, ein gutes Gebet helfe ihm, wie wurde ihm erlaubt, hierher zu kommen?"
" «Quando vivea più glorïoso», disse, «liberamente nel Campo di Siena, ogne vergogna diposta, s’affisse","Als er auf dem Höhepunkt der Macht war, sagte er, er setzte sich freilich auf den Platz des Lagers in Siena, beiseite alle Scham"
" e lì, per trar l’amico suo di pena, ch’e’ sostenea ne la prigion di Carlo, si condusse a tremar per ogne vena","Und da errettete er seinen Freund, der von Karl von Anjou gefangen war, aus der Gefangenschaft und ließ sich erschreckend erniedrigen."
" Più non dirò, e scuro so che parlo","Ich werde nicht mehr sagen, und ich weiß, dass ich dunkel spreche."
" ma poco tempo andrà, che ’ tuoi vicini faranno sì che tu potrai chiosarlo","Aber es wird nicht lange dauern, bis deine Mitbürger dafür sorgen, dass du es selbst erleben kannst."
 Quest’ opera li tolse quei confini»,"Diese Aktion erlaubte ihm, sofort auf den Rahmen zuzugreifen"
" Di pari, come buoi che vanno a giogo, m’andava io con quell’ anima carca, fin che ’l sofferse il dolce pedagogo","Und ich ging mit der Seele, die unter dem Gewicht des Felsens gekrümmt war, wie zwei Ochsen, die jogten, bis ich Virgil erwürge."
 Ma quando disse,"Aber als er sagte,"
 «Lascia lui e varca,Verlasse ihn und geh weiter.
" ché qui è buono con l’ali e coi remi, quantunque può, ciascun pinger sua barca»","Denn hier ist es gut, daß jeder sein Schiff treibt, so gut es kann, mit Segeln und Rudern."
" dritto sì come andar vuolsi rife’mi con la persona, avvegna che i pensieri mi rimanessero e chinati e scemi","und kehrte zurück, um mein Bild zu richten, wie wenn man geht, auch wenn meine Gedanken demütig und niedergebeugt blieben."
" Io m’era mosso, e seguia volontieri del mio maestro i passi, e amendue già mostravam com’ eravam leggeri","Ich bewegte mich, und ich folgte gerne den Schritten meines Meisters, und wir beide zeigten, dass wir ausgesandt wurden."
 ed el mi disse,Und er sagte zu mir:
 «Volgi li occhi in giùe,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
" buon ti sarà, per tranquillar la via, veder lo letto de le piante tue»","Es wird dir helfen, deinen Weg zu ebnen und zu sehen, wo du deine Füße hinlegst."
" Come, perché di lor memoria sia, sovra i sepolti le tombe terragne portan segnato quel ch’elli eran pria, ","Wie die Gräber, die auf dem Boden gegraben wurden, über die Begräbnisse der Deckel mit dem Bild der Verstorbenen tragen, um sie zu erinnern,"
" onde lì molte volte si ripiagne per la puntura de la rimembranza, che solo a’ pïi dà de le calcagne","Deshalb sehnt man sich dort oft nach seinen Lieben wegen des Schmerzes der Erinnerung, der nur gottesfürchtige Menschen anregt."
" sì vid’ io lì, ma di miglior sembianza secondo l’artificio, figurato quanto per via di fuor del monte avanza","Also sah ich den Boden des Felsens geschnitzt, der vom Berge herabragt, aber noch feiner, weil es Gottes Werk war."
" Vedea colui che fu nobil creato più ch’altra creatura, giù dal cielo folgoreggiando scender, da l’un lato","Und ich sah auf der einen Seite den, der edler erschaffen war als alles andere Geschöpf, der fiel vom Himmel herab, der vom Blitz getroffen war."
" Vedëa Brïareo fitto dal telo celestïal giacer, da l’altra parte, grave a la terra per lo mortal gelo","Ich sah auf der anderen Seite Briareus liegen, nachdem er vom Blitz des Jupiters getroffen worden war, schwer auf dem Boden und eisig vom Tod."
" Vedea Timbreo, vedea Pallade e Marte, armati ancora, intorno al padre loro, mirar le membra d’i Giganti sparte","Ich sah Apollos, Athene und Mars, noch bewaffnet und um ihren Vater Jupiter her, die die verstreuten Glieder der Riesen beobachteten."
" Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che ’n Sennaàr con lui superbi fuoro","Und ich sah Nembrod zu Füßen des großen Werkes, das fast verloren war, und sah die Heiden an, die mit ihm hochmütig waren zu Sanher."
" O Nïobè, con che occhi dolenti vedea io te segnata in su la strada, tra sette e sette tuoi figliuoli spenti","O Niobe, mit welchen trauernden Augen ich dich geschnitzt sah unter deinen vierzehn getöteten Kindern."
" O Saùl, come in su la propria spada quivi parevi morto in Gelboè, che poi non sentì pioggia né rugiada","O Saul, wie du aussahst tot, daselbst in der Bildhauerei, auf deinem Schwert zu Gilboah, da es nicht regnete noch Tau fiel."
" O folle Aragne, sì vedea io te già mezza ragna, trista in su li stracci de l’opera che mal per te si fé","O ihr verrückten Arachner, ich sah dich schon halb in Spinne verwandelt, traurig über die Lumpen des Werkes, das du zu deinem Schaden gemacht hast."
" O Roboàm, già non par che minacci quivi ’l tuo segno","Oder Rehabeam, hier scheint dein Bild nicht zu drohen,"
