id,Original,Translate
573," Ne l’ora che comincia i tristi lai la rondinella presso a la mattina, forse a memoria de’ suo’ primi guai, ","Quando l'alba sta per sorgere, la rondinella si fa sentire con il suo struggente canto, come se ricordasse le difficoltà incontrate in passato."
574," e che la mente nostra, peregrina più da la carne e men da’ pensier presa, a le sue visïon quasi è divina, ","In cui la nostra mente, disconnessa dal corpo e liberata da preoccupazioni, crea sogni illuminanti."
575," in sogno mi parea veder sospesa un’aguglia nel ciel con penne d’oro, con l’ali aperte e a calare intesa","Avevo l'impressione di sognare un'aquila ricoperta di penne dorate, che planava nel cielo con le ali aperte pronta per atterrare."
576," ed esser mi parea là dove fuoro abbandonati i suoi da Ganimede, quando fu ratto al sommo consistoro",Mi è parso di trovarmi nello stesso luogo in cui Ganimede lasciò i suoi amici dopo essere stato strappato dal divino consiglio degli dei.
577," Fra me pensava",Stavo pensando da solo
578," ‘Forse questa fiede pur qui per uso, e forse d’altro loco disdegna di portarne suso in piede’","Potrebbe darsi che l'aquila si affidi abitualmente a questo posto per catturare le sue vittime, e scartare invece altri luoghi."
579," Poi mi parea che, poi rotata un poco, terribil come folgor discendesse, e me rapisse suso infino al foco","Poi mi sembrò che essa avesse eseguito una specie di giro, poi scomparve velocissima come un lampo e mi trasportò nella sfera del fuoco."
580," Ivi parea che ella e io ardesse",Mi sentivo come se stessi bruciando insieme a lei.
581," e sì lo ’ncendio imaginato cosse, che convenne che ’l sonno si rompesse",L'incendio sognato stava bruciando con tale intensità che era impossibile evitare la fine del sogno.
582," Non altrimenti Achille si riscosse, li occhi svegliati rivolgendo in giro e non sappiendo là dove si fosse, ","Achille si risvegliò confuso, guardando intorno a sé e non sapendo dove fosse."
583," quando la madre da Chirón a Schiro trafuggò lui dormendo in le sue braccia, là onde poi li Greci il dipartiro","Quando sua madre lo prese da Chirone e se lo strinse al petto, portandolo a Sciro, è lì che i Greci decisero di prenderlo con sé."
584," che mi scoss’ io, sì come da la faccia mi fuggì ’l sonno, e diventa’ ismorto, come fa l’uom che, spaventato, agghiaccia","Io mi alzai appena il sonno abbandonò la mia faccia, e diventai pallido come un uomo spaventato congelato dal terrore."
585," Dallato m’era solo il mio conforto, e ’l sole er’ alto già più che due ore, e ’l viso m’era a la marina torto",.Virgilio era al mio fianco e lo splendore del sole aveva illuminato il cielo da oltre due ore; io stavo già guardando verso l'infinito orizzonte dell'oceano.
586," «Non aver tema», disse il mio segnore",Il mio maestro mi suggerì di non avere timore.
587," «fatti sicur, ché noi semo a buon punto","»non temere, siamo sulla buona strada."
588," non stringer, ma rallarga ogne vigore","non esitare, ma piuttosto ravviva ogni tua forza"
589," Tu se’ omai al purgatorio giunto",Hai raggiunto ora il Purgatorio
590," vedi là il balzo che ’l chiude dintorno",?guarda la parete di roccia che lo circonda tutto intorno
591," vedi l’entrata là ’ve par digiunto","individua una crepa all'ingresso, lì dove sembra esserci uno strappo"
592," Dianzi, ne l’alba che procede al giorno, quando l’anima tua dentro dormia, sovra li fiori ond’ è là giù addorno venne una donna, -","Nella tenue luce dell'alba mattutina, mentre tu eri ancora nel sonno profondo, una donna si è avviata verso quel luogo ricco di fiori."
593," e disse",E dichiarò
594," “I’ son Lucia","""Io mi chiamo Lucia."
595," lasciatemi pigliar costui che dorme",permettetemi di prendere colui che dorme
596," sì l’agevolerò per la sua via”",darò una mano a percorrere la sua strada
597," Sordel rimase e l’altre genti forme",Le nobili anime di Sordello e compagnia rimasero lì.
598," ella ti tolse, e come ’l dì fu chiaro, sen venne suso","appena l'alba illuminò il cielo, lei ti prese e salì fin qui."
599," e io per le sue orme",Io la inseguii
600," Qui ti posò, ma pria mi dimostraro li occhi suoi belli quella intrata aperta",Mi indicò la porta con i suoi begli occhi e poi mi lasciò qui.
601," poi ella e ’l sonno ad una se n’andaro»",poi si addormentò insieme a te
602," A guisa d’uom che ’n dubbio si raccerta e che muta in conforto sua paura, poi che la verità li è discoperta, mi cambia’ io",".Come un essere umano che, cancellando i propri dubbi e cambiando la propria paura in conforto alla luce della rivelazione della verità, anch'io mi trovai mutato."
603," e come sanza cura vide me ’l duca mio, su per lo balzo si mosse, e io di rietro inver’ l’altura","Non appena il maestro mi vide senza preoccupazioni, iniziò a scalare la parete rocciosa e io lo seguii."
604," Lettor, tu vedi ben com’ io innalzo la mia matera, e però con più arte non ti maravigliar s’io la rincalzo","O lettore, guardi come io alzo il tono del mio canto, pertanto non perplessità se lo fortifico con una maniera più raffinata."
605," Noi ci appressammo, ed eravamo in parte che là dove pareami prima rotto, ","Ci spostammo verso di là, fino a quando non ci trovammo in un punto dove notai che la parete era stata rotta in precedenza."
606," pur come un fesso che muro diparte, vidi una porta, e tre gradi di sotto per gire ad essa, di color diversi, ","Vidi una porta come un muro con una crepa, e sotto di essa tre gradini in diversi colori per salire ad esso."
607," e un portier ch’ancor non facea motto",Era un angelo silenzioso che vigilava.
608," E come l’occhio più e più v’apersi, vidil seder sovra ’l grado sovrano, tal ne la faccia ch’io non lo soffersi","Guardando più lontano, notai che l'angelo era seduto sull'ultimo gradino, con un aspetto così meraviglioso da non poterlo osservare."
609," e una spada nuda avëa in mano, che reflettëa i raggi sì ver’ noi, ch’io drizzava spesso il viso in vano","Teneva una spada sguainata in mano, i suoi riflessi catturavano la luce del sole al punto che di tanto in tanto mi ritrovavo a fissare senza distinguere nulla."
610," «Dite costinci che volete voi?», cominciò elli a dire, ","Cominciò a esclamare: ""Qual è la vostra richiesta?"""
611," «ov’ è la scorta? Guardate che ’l venir sù non vi nòi»",Chi vi ha portato fin qui? Accertatevi di non avere subito alcun danno durante il tragitto.
612," «Donna del ciel, di queste cose accorta», rispuose ’l mio maestro a lui, «pur dianzi ne disse","Il mio maestro gli rispose «Recentemente, c'è stata una donna del cielo esperta in questi argomenti che ha rivelato"
613," “Andate là quivi è la porta”»",Dirigetevi verso la porta.
614," «Ed ella i passi vostri in bene avanzi», ricominciò il cortese portinaio",Il cortese guardiano riprese «Ed ella possa aiutarvi a proseguire felicemente
615," «Venite dunque a’ nostri gradi innanzi»","Avanzate sui gradini, per favore."
616," Là ne venimmo",Ci recammo là
617," e lo scaglion primaio bianco marmo era sì pulito e terso, ch’io mi specchiai in esso qual io paio",Il primo gradino era composto da un marmo bianco così immacolato e splendente che il mio volto vi si rifletteva senza alcuna imperfezione.
618," Era il secondo tinto più che perso, d’una petrina ruvida e arsiccia, crepata per lo lungo e per traverso","Il secondo murale, composto da una pietra ruvida e secca, presentava una sfumatura molto scura ed era fessurato sia verticalmente che orizzontalmente."
619," Lo terzo, che di sopra s’ammassiccia, porfido mi parea, sì fiammeggiante come sangue che fuor di vena spiccia","Il terzo, che superava tutti per altezza, mi sembrava fatto di porfido e scintillava tanto da apparire come se un flusso sanguigno stesse scorrendo dalle sue vene."
620," Sovra questo tenëa ambo le piante l’angel di Dio sedendo in su la soglia che mi sembiava pietra di diamante","L'angelo di Dio era seduto sulla soglia che mi sembrava essere realizzata in diamante, con entrambi i piedi tenuti sul gradino."
621," Per li tre gradi sù di buona voglia mi trasse il duca mio, dicendo","Il mio insegnante mi fece salire sui tre scalini, io l'accolsi sorridendo e ringraziai."
622," «Chiedi umilemente che ’l serrame scioglia»"," Richiedi gentilmente l'apertura della porta."
623," Divoto mi gittai a’ santi piedi",Mi prostrai devotamente ai santi piedi dell'angelo.
624," misericordia chiesi e ch’el m’aprisse, ma tre volte nel petto pria mi diedi","implorai pietà e mi supplicai di essere accolto, tuttavia prima di ciò mi battei ripetutamente il petto."
625," Sette P ne la fronte mi descrisse col punton de la spada, ","Con la spada, mi praticò sette P sulla fronte."
626," e «Fa che lavi, quando se’ dentro, queste piaghe» disse","Disse di assicurarsi di cancellare queste piaghe, una volta entrato."
627," Cenere, o terra che secca si cavi, d’un color fora col suo vestimento",La sua veste era di un grigio scuro simile a quello della cenere o della terra secca appena scavata.
628," e di sotto da quel trasse due chiavi",fece comparire due chiavi da sotto di essa
629," L’una era d’oro e l’altra era d’argento","L'une era dorata, mentre l'altra argentea."
630," pria con la bianca e poscia con la gialla fece a la porta sì, ch’i’ fu’ contento","Prima usò la chiave d'argento e poi quella dorata per aprire il battente, compiacendosi."
631," «Quandunque l’una d’este chiavi falla, che non si volga dritta per la toppa», diss’ elli a noi, ","Ci ha detto che se una di queste chiavi non si apre senza sforzo nella toppa,"
632," «non s’apre questa calla",questa porta non è aperta
633," Più cara è l’una",L'oro è più prezioso.
634," ma l’altra vuol troppa d’arte e d’ingegno avanti che diserri, perch’ ella è quella che ’l nodo digroppa"," più complicatoPer aprire quella che scioglie il nodo più complicato, occorrono molta arte e ingegno."
635," Da Pier le tegno",Ho avuto le mie ricevute da san Pietro.
636," e dissemi ch’i’ erri anzi ad aprir ch’a tenerla serrata, pur che la gente a’ piedi mi s’atterri»","""Lui mi disse che era meglio sbagliare ad aprire la porta piuttosto che tenerla chiusa, e così poter vedere i penitenti gettarsi ai miei piedi."""
637," Poi pinse l’uscio a la porta sacrata, dicendo","Spinse la porta sacra, pronunciando una frase."
638," «Intrate",Entrate
639," ma facciovi accorti che di fuor torna chi ’n dietro si guata»",Coloro che indugiano con il passato non saranno in grado di muoversi più avanti.
640," E quando fuor ne’ cardini distorti li spigoli di quella regge sacra, che di metallo son sonanti e forti, ","Girando sui cardini i solidi spigoli della porta sacra, un mondo nuovo si aprì davanti a loro."
641," non rugghiò sì né si mostrò sì acra Tarpëa, come tolto le fu il buono Metello, per che poi rimase macra","Emisero un grido più alto della rupe Tarpea, quando il loro caro Metello fu portato via, per cui poi anche lei venne privata del suo tesoro."
642," Io mi rivolsi attento al primo tuono, e ‘Te Deum laudamus’ mi parea udire in voce mista al dolce suono"," di trombaDiventai vigile al primo suono e mi parve di sentire l'inno Te Deum laudamus, accompagnato da una melodia soave suonata con la tromba."
643," Tale imagine a punto mi rendea ciò ch’io udiva, qual prender si suole quando a cantar con organi si stea",Ascoltare era come se stessi assistendo a una performance di canti con l'accompagnamento dell'organo.
644," ch’or sì or no s’intendon le parole","Le parole sembrano ora più chiare, ora meno audibili."
645," Poi fummo dentro al soglio de la porta che ’l mal amor de l’anime disusa, ","Una volta si varcata la porta di distruzione imperiata dall'amore mal diretto, le anime diventano inutilizzabili."
646," perché fa parer dritta la via torta, sonando la senti’ esser richiusa"," di quelle porteSentii uno stridore così acuto, come se qualcuno stesse chiudendo delle pesanti porte, che mi fece rinsavire e mi spinse ad affrontare la tortuosa via della legge."
647," e s’io avesse li occhi vòlti ad essa, qual fora stata al fallo degna scusa? ","Se avessi voltato lo sguardo verso di lei, quale giustificazione sarebbe stata sufficiente per un tale errore?"
648," Noi salavam per una pietra fessa, che si moveva e d’una e d’altra parte, sì come l’onda che fugge e s’appressa","Stavamo salendo una strada incisa nella roccia, con andamento sinuoso simile a quello di un'ondata che si avvicina e poi si allontana."
649," «Qui si conviene usare un poco d’arte», cominciò ’l duca mio, «in accostarsi or quinci, or quindi al lato che si parte»","Il mio maestro mi assicurò di saggiare le potenzialità della nostra ingegnosità, oscillando da una parte all'altra delle cavità."
650," E questo fece i nostri passi scarsi, tanto che pria lo scemo de la luna rigiunse al letto suo per ricorcarsi, ","La nostra lenta andatura fece sì che la parte buia della luna raggiunse l'orizzonte, dando inizio al suo tramonto."
651," che noi fossimo fuor di quella cruna",Prima che uscissimo da quel vicolo
652," ma quando fummo liberi e aperti sù dove il monte in dietro si rauna, ","Dopo aver liberato noi stessi da tutti gli ostacoli, là dove la montagna si restringe formando il primo anello,"
653," ïo stancato e amendue incerti di nostra via, ",Noi due stanchi e indecisi su quale strada prendere.
654," restammo in su un piano solingo più che strade per diserti",restammo su quel ripiano solitario come una barca in mezzo al mare.
655," Da la sua sponda, ove confina il vano, al piè de l’alta ripa che pur sale, misurrebbe in tre volte un corpo umano","Da un bordo della cornice esterna, dove c'è il vuoto, fino alla base della parete rocciosa del monte, la distanza equivale a tre persone."
656," e quanto l’occhio mio potea trar d’ale, or dal sinistro e or dal destro fianco, questa cornice mi parea cotale","Per quanto spostassi lo sguardo verso destra e verso sinistra, la Cornice appariva uguale fin dove mi giungeva l'occhio."
657," Là sù non eran mossi i piè nostri anco, quand’ io conobbi quella ripa intorno che dritto di salita aveva manco, ","Non avevamo fatto neppure un passo, quando mi accorsi che il lato della parete più agevole era circondato da"
658," esser di marmo candido e addorno d’intagli sì, che non pur Policleto, ma la natura lì avrebbe scorno","Le sculture di marmo bianco erano finemente intagliate, così intricate e dettagliatamente elaborate da far sembrare che non soltanto Policleto ma la stessa Natura fosse superata."
659," L’angel che venne in terra col decreto de la molt’ anni lagrimata pace, ch’aperse il ciel del suo lungo divieto, ","Un lungo divieto fu rotto quando l'angelo sceso sulla Terra portò con sé la pace tanto attesa da molti anni, aprendo così le porte del Cielo."
660," dinanzi a noi pareva sì verace quivi intagliato in un atto soave, che non sembiava imagine che tace",".C'era qualcosa di così vivido nella sua figura, nell'azione bella e sottile che stava compiendo, che ci sembrava di vederlo davvero lì con noi e non come un'immagine fissa."
661," Giurato si saria ch’el dicesse ‘Ave’","Si sarebbe giurato che lui intonasse un ""Ave""."
662," perché iv’ era imaginata quella ch’ad aprir l’alto amor volse la chiave",Perché veniva ritratta anche quella che aveva segnato l'inizio dell'amore di Dio verso gli uomini girando una chiave.
663," e avea in atto impressa esta favella ‘Ecce ancilla Deï’, propriamente come figura in cera si suggella",Si mostrava come se stesse pronunciando Ecce ancilla Dei con un' autenticità tale da sembrare stampata su cera.
664," «Non tener pur ad un loco la mente», disse ’l dolce maestro, che m’avea da quella parte onde ’l cuore ha la gente",".Il dolce maestro che aveva tanto amore per me, mi disse di non limitarmi ad una sola prospettiva."
665," Per ch’i’ mi mossi col viso, e vedea di retro da Maria, da quella costa onde m’era colui che mi movea, un’altra storia ne la roccia imposta","Quando ho spostato lo sguardo, sulla parete dove Virgilio era presente , vidi che oltre a Maria era stata scolpita un'altra storia."
666," per ch’io varcai Virgilio, e fe’mi presso, acciò che fosse a li occhi miei disposta",Superai Virgilio e mi avvicinai per vedere con i miei occhi.
667," Era intagliato lì nel marmo stesso lo carro e ’ buoi, traendo l’arca santa, per che si teme officio non commesso"," ai mortaliLì, nel marmo era raffigurato il carro con i buoi che trasportavano l'Arca Santa, un compito terribile e temibile datole da Dio all'umanità."
668," Dinanzi parea gente",C'era una folla di persone davanti.
669," e tutta quanta, partita in sette cori, a’ due mie’ sensi faceva dir l’un ‘No’, l’altro ‘Sì, canta’","Mentre il mio udito sosteneva ""Non canta"", i sette cori suonavano così armoniosamente da indurre la mia vista a dire ""Sì, sta cantando""."
670," Similemente al fummo de li ’ncensi che v’era imaginato, li occhi e ’l naso e al sì e al no discordi fensi","In modo discordante, il vapore dell'incenso raffigurato lì faceva inalare una miscela assordante ai miei occhi e al mio naso."
671," Lì precedeva al benedetto vaso, trescando alzato, l’umile salmista, e più e men che re era in quel caso","Camminando davanti all'Arca Santa, l'autore dei Salmi ballava con il mantello sollevato e così quel giorno era una figura regale."
672," Di contra, effigïata ad una vista d’un gran palazzo, Micòl ammirava sì come donna dispettosa e trista","Mentre era affacciata alla finestra di un grande palazzo, Micòl osservava con espressione stupita e rabbuiato come una donna indignata, di fronte a lei."
673," I’ mossi i piè del loco dov’ io stava, per avvisar da presso un’altra istoria, che di dietro a Micòl mi biancheggiava","Lasciando il luogo in cui mi trovavo, mi avvicinai per osservare da vicino un'altra storia incisa sulla pietra a fianco di quella di Micòl."
674," Quiv’ era storïata l’alta gloria del roman principato, il cui valore mosse Gregorio a la sua gran vittoria","Gregorio ottenne una grande vittoria grazie all'alta gloria dell'imperatore romano, che era stata rappresentata qui, in virtù della sua eccellenza."
675," i’ dico di Traiano imperadore",Mi sto riferendo all'imperatore Traiano
676," e una vedovella li era al freno, di lagrime atteggiata e di dolore","Una donna vedova stava in piedi accanto al suo cavallo, con lacrime che le scorrevano sul volto triste."
677," Intorno a lui parea calcato e pieno di cavalieri, e l’aguglie ne l’oro sovr’ essi in vista al vento si movieno","C'erano molti cavalieri attorno a lui, con le aquile imperiali ricamate su campo d'oro che ondeggiavano al vento."
678," La miserella intra tutti costoro pareva dir","La donna priva di mezzi, in questo gruppo, sembrava esprimere."
679," «Segnor, fammi vendetta di mio figliuol ch’è morto, ond’ io m’accoro»","""Venga fatto giusto riconoscimento per la situazione in cui mi trovo a causa della morte di mio figlio, aspetto che ad oggi causa il mio dolore."""
680," ed elli a lei rispondere",Lui rispose alla sua domanda.
681," «Or aspetta tanto ch’i’ torni»",Attendere fino al mio ritorno.
682," e quella"," la mia etàquella è l'età della mia"
683," «Segnor mio», "," buonasera»«Buona serata, mio signore.»"
684," come persona in cui dolor s’affretta, ",come una persona la cui sofferenza è insopportabile
685," «se tu non torni?»",Se ti mancasse il ritorno?
686," ed ei"," è contentoLui è felice."
687," «Chi fia dov’ io, la ti farà»",Qualcuno prenderà il mio posto e soddisferà la tua domanda.
688," ed ella"," se ne andòella partì"
689," «L’altrui bene a te che fia, se ’l tuo metti in oblio?»",Come potresti dimenticare il tuo dovere se qualcun altro sta facendo del bene che beneficerà te?
690," ond’ elli"," lo ha fattoCosì lui ha agito"
691," «Or ti conforta",.»Resta calma adesso.
692," ch’ei convene ch’i’ solva il mio dovere anzi ch’i’ mova","Prima di partire, devo assolvere al mio dovere."
693," giustizia vuole e pietà mi ritene»",La giustizia esige che io sostenga il mio dovere e la pietà mi ha fermato qui.
694," Colui che mai non vide cosa nova produsse esto visibile parlare, novello a noi perché qui non si trova"," niente di simileDio creò questi dialoghi visivamente percepibili, che ci appare straordinario dal momento che non esiste nulla di simile sulla Terra, nonostante Egli non abbia mai visto niente di nuovo."
695," Mentr’ io mi dilettava di guardare l’imagini di tante umilitadi, e per lo fabbro loro a veder care, ",Mi ha fatto piacere ammirare la produzione di un artista così rara ed umile.
696," «Ecco di qua, ma fanno i passi radi», ","»Di lì pareva stesse sopraggiungendo un gran numero di persone, ma procedevano con passo esitante."
697," mormorava il poeta, ",Il poeta sussurrava.
698," «molte genti questi ne ’nvïeranno a li alti gradi»",Ciò ci guiderà verso gli altri Frame.
699," Li occhi miei, ch’a mirare eran contenti per veder novitadi ond’ e’ son vaghi, volgendosi ver’ lui non furon lenti","Con impazienza, i miei occhi non indugiarono nell'apprezzare le novità che catturavano il loro interesse e con entusiasmo si spostarono verso di lui."
700," Non vo’ però, lettor, che tu ti smaghi di buon proponimento per udire come Dio vuol che ’l debito si paghi","Non vorrei che, lettore, ti intralci dal portare a termine i tuoi buoni obiettivi capendo come Dio voglia sanzionare il reato."
701," Non attender la forma del martìre",Non concentrarsi sulla pena comminata.
702," pensa la succession",considera ciò che verrà dopo.
703," pensa ch’al peggio oltre la gran sentenza non può ire",immagina che il Giudizio Finale sia l'ultimo evento possibile.
704," Io cominciai",Io cominciai
705," «Maestro, quel ch’io veggio muovere a noi, non mi sembian persone, e non so che, sì nel veder vaneggio»","«Signore,Quello che sto osservando attraversare la nostra direzione non è riconoscibile agli occhi come esseri umani, e non sono capace determinarne l'identità perché vedo a malapena»."
706," Ed elli a me",Lui e io insieme
707," «La grave condizione di lor tormento a terra li rannicchia, sì che ’ miei occhi pria n’ebber tencione","L'ampia entità della punizione a cui erano sottoposti li portava ad una torsione al suolo, che mi faceva esitare prima "
708," Ma guarda fiso là, e disviticchia col viso quel che vien sotto a quei sassi","Dedicando uno sguardo più attento, distingue ciò che si trova al di sotto dai massi appoggiati in alto."
709," già scorger puoi come ciascun si picchia»",Ciascuno di loro sta battendo il petto in segno di afflizione.
710," O superbi cristian, miseri lassi, che, de la vista de la mente infermi, fidanza avete ne’ retrosi passi, ","O superbi cristiani, voi infelici con mente oscurata che confidiate nei vostri sforzi diretti al passato."
711," non v’accorgete voi che noi siam vermi nati a formar l’angelica farfalla, ","non realizzate che noi siamo come vermi, destinati a diventare un angelico insetto farfalla"
712," che vola a la giustizia sanza schermi? Di che l’animo vostro in alto galla, ",senza temere di macchiarsi d'offesa a Dio?
713," poi siete quasi antomata in difetto, sì come vermo in cui formazion falla? ","Come se foste insetti mal formati, come un verme che non è ancora completamente cresciuto?"
714," Come per sostentar solaio o tetto, per mensola talvolta una figura si vede giugner le ginocchia al petto, ","Talvolta si vede una figura che si inginocchia, portando le ginocchia al petto, come se fosse un mensolo per sostenere un soffitto o un tetto."
715," la qual fa del non ver vera rancura nascere ’n chi la vede",Chi guarda la finzione viene sopraffatto da un vortice di preoccupazioni.
716," così fatti vid’ io color, quando puosi ben cura","quando li osservai con accuratezza, notai in che modo fossero i quei penitenti."
717," Vero è che più e meno eran contratti secondo ch’avien più e meno a dosso","In effetti, la loro andatura era lievemente curva in base alla pietra che portavano sulle spalle."
718," e qual più pazïenza avea ne li atti, piangendo parea dicer",Quello che appariva essere il più paziente per quanto riguarda l'atteggiamento sembrava stesse singhiozzando.
719," ‘Più non posso’",Non ce la faccio più.
720," «O Padre nostro, che ne’ cieli stai, non circunscritto, ma per più amore ch’ai primi effetti di là sù tu hai, ","O Padre nostro, che dimori nei Cieli, ma non sei vincolato ad essi da un legame di limitazione; per mezzo del tuo grande amore verso le tue prime creature,"
721," laudato sia ’l tuo nome e ’l tuo valore da ogne creatura, com’ è degno di render grazie al tuo dolce vapore","Tutte le creature dovrebbero glorificare il tuo nome e la tua grandezza, come conveniva rendere lode alla tua saggia benevolenza."
722," Vegna ver’ noi la pace del tuo regno, ché noi ad essa non potem da noi, s’ella non vien, con tutto nostro ingegno","Ci impegneremo al massimo per raggiungere la pace del tuo regno, ma senza il tuo aiuto non potremmo arrivarci."
723," Come del suo voler li angeli tuoi fan sacrificio a te, cantando osanna, così facciano li uomini de’ suoi","Come i tuoi angeli si offrono volontariamente a te con le loro lodi, cantando 'osanna', che così facciano anche gli uomini della loro."
724," Dà oggi a noi la cotidiana manna, sanza la qual per questo aspro diserto a retro va chi più di gir s’affanna","Forniscici il nostro nutrimento giornaliero, indispensabile per avanzare in questo luogo arido ed estremo, dove ogni passo è una condanna al ritorno."
725," E come noi lo mal ch’avem sofferto perdoniamo a ciascuno, e tu perdona benigno, e non guardar lo nostro merto","Perdonaci, benigno, come perdoniamo noi ad ognuno le ingiurie ricevute e non considerare i nostri demeriti."
726," Nostra virtù che di legger s’adona, non spermentar con l’antico avversaro, ma libera da lui che sì la sprona","Non sfidare la nostra fragilità con il male, bensì respingilo affinché non venga a tentarci."
727," Quest’ ultima preghiera, segnor caro, già non si fa per noi, ché non bisogna, ma per color che dietro a noi restaro»","Preghiamo, caro Signore, per coloro che sono ancora in vita e non hanno bisogno di questa preghiera."
728," Così a sé e noi buona ramogna quell’ ombre orando, andavan sotto ’l pondo, simile a quel che talvolta si sogna, ","Si dice che le ombre, sperando in un futuro luminoso per noi, procedevano con lentezza come gli incubi di tanto in tanto ci affliggono."
729," disparmente angosciate tutte a tondo e lasse su per la prima cornice, purgando la caligine del mondo","Tutte in cerchio, le anime sono distribuite lungo la Primaria Cornice e soggiogate a vari gradi di tormento, lavando via i loro peccati della terra."
730," Se di là sempre ben per noi si dice, di qua che dire e far per lor si puote da quei c’hanno al voler buona radice? ","Quali azioni possono compiere coloro che aderiscono al bene, per rendere omaggio alle anime del Purgatorio che pregano in nostra vece?"
731," Ben si de’ loro atar lavar le note che portar quinci, sì che, mondi e lievi, possano uscire a le stellate ruote","Dobbiamo assisterli nell'eliminare i loro peccati dalla Terra, in modo che, una volta purificati e lavati, possano ascendere al Cielo."
732," «Deh, se giustizia e pietà vi disgrievi tosto, sì che possiate muover l’ala, che secondo il disio vostro vi lievi, ","»Che la giustizia e l'amorevi aiutino, affinché possiate prendere il volo e soddisfare i vostri desideri."
733," mostrate da qual mano inver’ la scala si va più corto",Indicaci la direzione più veloce per raggiungere la scala
734," e se c’è più d’un varco, quel ne ’nsegnate che men erto cala",Riportiamo alla luce il sentiero che presenta la pendenza più dolce se ci sono più alternative.
735," ché questi che vien meco, per lo ’ncarco de la carne d’Adamo onde si veste, al montar sù, contra sua voglia, è parco»","Nonostante il desiderio di salire rapidamente, l'uomo che mi segue viene rallentato dal peso del carico che ha con sé."
736," Le lor parole, che rendero a queste che dette avea colui cu’ io seguiva, non fur da cui venisser manifeste",Le parole che il mio maestro diede in risposta ai miei discorsi non erano chiare da dove provenissero.
737," ma fu detto",Ci è stato detto
738," «A man destra per la riva con noi venite, e troverete il passo possibile a salir persona viva","»Vieni con noi verso la destra lungo il muro, e scoprirai un punto adatto per qualcuno che cammina."
739," E s’io non fossi impedito dal sasso che la cervice mia superba doma, onde portar convienmi il viso basso, ","Se non fosse per questo sasso che mi schiaccia, così da obbligarmi a tenere la testa bassa, sarei libero di ergere con orgoglio il mio viso."
740," cotesti, ch’ancor vive e non si noma, guardere’ io, per veder s’i’ ’l conosco, e per farlo pietoso a questa soma","Esaminerei questa persona vivente che rimane anonima, nella speranza di riconoscerla e far cessare le mie sofferenze."
741," Io fui latino e nato d’un gran Tosco","Nascevo da un grande Toscano, con origini italiane."
742," Guiglielmo Aldobrandesco fu mio padre",Guglielmo Aldobrandeschi era il padre di me.
743," non so se ’l nome suo già mai fu vosco",Non siete a conoscenza del suo nome?
744," L’antico sangue e l’opere leggiadre d’i miei maggior mi fer sì arrogante, ","La grande eredità della mia stirpe, composta da precedenti celebri realizzazioni, mi rese troppo orgoglioso."
745," che, non pensando a la comune madre, ogn’ uomo ebbi in despetto tanto avante, ch’io ne mori’, ","Morii a causa della mia disprezzante attitudine nei confronti di ogni individuo, senza prendere in considerazione la nostra origine comune."
746," come i Sanesi sanno, e sallo in Campagnatico ogne fante","I bambini di Campagnatico sanno, come tutti i Senesi, che..."
747," Io sono Omberto","Io sono Omberto, un nome che porto orgogliosamente."
748," e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno","La mia superbia non ha risparmiato nessuno dei miei familiari, causando loro un grande danno."
749," E qui convien ch’io questo peso porti per lei, tanto che a Dio si sodisfaccia, poi ch’io nol fe’ tra ’ vivi, qui tra ’ morti»","E' necessario che io porti questo fardello a causa sua, finché Dio lo ritenga opportuno, qui in mezzo ai morti poiché non sono stato capace di farlo tra i viventi."
750," Ascoltando chinai in giù la faccia",Abbassai lo sguardo mentre ascoltavo.
751," e un di lor, non questi che parlava, si torse sotto il peso che li ’mpaccia, e videmi e conobbemi e chiamava, ","Uno di loro, differente da chi mi stava parlando, si chinò sotto il pesante macigno che li stringeva nella sua presa e fissandomi negli occhi esclamò: «Lo conosci? È lui!»"
752," tenendo li occhi con fatica fisi a me che tutto chin con loro andava",con grande sforzo mi tenevo gli occhi addosso mentre procedevo chinato tra di loro.
753," «Oh», diss’ io lui, ","«Oh», esclamai "
754," «non se’ tu Oderisi, l’onor d’Agobbio e l’onor di quell’ arte ch’alluminar chiamata è in Parisi?»","Non saresti forse Oderisi, la gloria di Gubbio e del tipo di arte chiamata 'miniatura' a Parigi?"
755," «Frate», diss’ elli, «più ridon le carte che pennelleggia Franco Bolognese","«Fratello», chiese «sono più apprezzati i codici decorati da Franco Bolognese"
756," l’onore è tutto or suo, e mio in parte","L'onore è principalmente suo, ma anche solo in parte il mio."
757," Ben non sare’ io stato sì cortese mentre ch’io vissi, per lo gran disio de l’eccellenza ove mio core intese","In vita mia, a causa del grande desiderio di eccellenza che alimentava il mio cuore, non sarei stato così cortese."
758," Di tal superbia qui si paga il fio",Questa arroganza sarà punita qui.
759," e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio","Se non avessi volto lo sguardo a Dio quando ancora potevo commettere peccati, ora non sarei qui."
760," Oh vana gloria de l’umane posse",Ecco l'eleganza ed il potere delle abilità umane.
761," com’ poco verde in su la cima dura, se non è giunta da l’etati grosse","Quanto poco è rimasto di verde su questo ramo, ora che sono passati gli anni decadenti."
