Original,Translate_es_1
 Tu dici,¿Tú crees?
" “Io veggio l’acqua, io veggio il foco, l’aere e la terra e tutte lor misture venire a corruzione, e durar poco","""Yo veo que el agua, el fuego, el aire, la tierra y todos sus compuestos son corruptibles y no son eternos"
 e queste cose pur furon creature,Y estas cosas son de todos modos criaturas.
" per che, se ciò ch’è detto è stato vero, esser dovrien da corruzion sicure”","por lo que, si lo que se me ha dicho es cierto, deben estar seguros de la corrupción """
" Li angeli, frate, e ’l paese sincero nel qual tu se’, dir si posson creati, sì come sono, in loro essere intero","Hermano, los ángeles y el Cielo en que estás han sido creados en la plenitud de su ser"
 ma li alimenti che tu hai nomati e quelle cose che di lor si fanno da creata virtù sono informati,"En cambio, los elementos que has mencionado y los objetos que están compuestos por ellos, han recibido la forma de la influencia de los cielos"
 Creata fu la materia ch’elli hanno,La materia de la que están hechos fue creada directamente
 creata fu la virtù informante in queste stelle che ’ntorno a lor vanno,se creó la virtud informativa en estos astros que giran alrededor de ellos
 L’anima d’ogne bruto e de le piante di complession potenzïata tira lo raggio e ’l moto de le luci sante,El rayo y el movimiento de los astros extrae el alma vegetativa y sensitiva de la materia capaz de recibir la forma
" ma vostra vita sanza mezzo spira la somma beninanza, e la innamora di sé sì che poi sempre la disira","En cambio, vuestra alma intelectual es creada directamente por la bondad divina, que la hace enamorarse de sí misma, tanto que siempre desea unirse a ella"
" E quinci puoi argomentare ancora vostra resurrezion, se tu ripensi come l’umana carne fessi allora che li primi parenti intrambo fensi»","De esto puedes comprender también vuestra resurrección de la carne, si crees que el cuerpo humano fue creado directamente por Dios junto con los primeros antepasados."
" Solea creder lo mondo in suo periclo che la bella Ciprigna il folle amore raggiasse, volta nel terzo epiciclo","El mundo antiguo solía creer, a su propio riesgo, que la diosa Venus girando en el tercer cielo irradiaba la influencia al amor sensual"
 per che non pur a lei faceano onore di sacrificio e di votivo grido le genti antiche ne l’antico errore,"por lo cual los pueblos antiguos, en el error del paganismo, no sólo honraban a ella con sacrificios y votos,"
" ma Dïone onoravano e Cupido, quella per madre sua, questo per figlio, e dicean ch’el sedette in grembo a Dido","Pero también honraban a la madre Dión y a su hijo Cupido, y dijeron que éste se había sentado en el regazo de Didon"
 e da costei ond’ io principio piglio pigliavano il vocabol de la stella che ’l sol vagheggia or da coppa or da ciglio,"y de esta deidad de la que hablo tomaban su nombre para indicar el planeta que el sol se corteja ahora desde atrás, ahora enfrente"
 Io non m’accorsi del salire in ella,No me di cuenta de que ascendía al astro.
 ma d’esservi entro mi fé assai fede la donna mia ch’i’ vidi far più bella,Pero me di cuenta de que estaba dentro porque vi que mi mujer se había vuelto más hermosa.
" E come in fiamma favilla si vede, e come in voce voce si discerne, quand’ una è ferma e altra va e riede, ","Y cómo se distingue una chispa en la llama, o cómo se oye una voz modular en una voz firme,"
" vid’ io in essa luce altre lucerne muoversi in giro più e men correnti, al modo, credo, di lor viste interne","Yo vi en ese cielo brillante otras luces, que giraban más o menos veloces, así como, creo, disfrutaban de su visión interior"
" Di fredda nube non disceser venti, o visibili o no, tanto festini, ","De una fría nube nunca bajaron vientos visibles o invisibles tan rápidos,"
" che non paressero impediti e lenti a chi avesse quei lumi divini veduti a noi venir, lasciando il giro pria cominciato in li alti Serafini","que no parecieran frenados y lentos a quien hubiera visto esas luces divinas venir hacia nosotros, dejando la danza que antes habían comenzado en el primer móvil"
" e dentro a quei che più innanzi appariro sonava ‘Osanna’ sì, che unque poi di rïudir non fui sanza disiro","y dentro de las que nos parecían más cercanas, resuena un 'Hosanna' tal que más tarde nunca me faltó el deseo de resentirle"
 Indi si fece l’un più presso a noi e solo incominciò,Entonces un espíritu se acercó más a nosotros y empezó a hablar por sí mismo
" «Tutti sem presti al tuo piacer, perché di noi ti gioi","Todos somos impelidos a satisfacer tu placer, para que te regocijes gracias a nosotros"
" Noi ci volgiam coi principi celesti d’un giro e d’un girare e d’una sete, ai quali tu del mondo già dicesti","Nosotros giramos, compartiendo la misma danza, el mismo movimiento y el mismo deseo de Dios, con los Principados, a los que tú en el mundo una vez dijiste"
 ‘Voi che ’ntendendo il terzo ciel movete’,"""Vosotros que con vuestro intelecto moved el tercer Cielo"""
" e sem sì pien d’amor, che, per piacerti, non fia men dolce un poco di quïete»","y estamos tan llenos de amor que, para complacerte, no habrá menos dulce permanecer quietos por un tiempo."
" Poscia che li occhi miei si fuoro offerti a la mia donna reverenti, ed essa fatti li avea di sé contenti e certi, ","Después de mirar reverentemente a mi mujer y después de haberme tranquilizado,"
" rivolsersi a la luce che promessa tanto s’avea, e «Deh, chi siete?» fue la voce mia di grande affetto impressa","Dirigí mis ojos a la luz de las muchas promesas que me había hecho y dije con la voz llena de gran afecto, ¿quiénes sois?"
" E quanta e quale vid’ io lei far piùe per allegrezza nova che s’accrebbe, quando parlai, a l’allegrezze sue","Cuando hablé, vi cómo la luz se hizo más grande y más brillante, debido al aumento de la alegría que se añadía a la alegría que ya sentía"
" Così fatta, mi disse","Después de haber llegado a ser tal, me dijo"
 «Il mondo m’ebbe giù poco tempo,El mundo me tuvo poco tiempo.
" e se più fosse stato, molto sarà di mal, che non sarebbe","y si hubiera vivido más tiempo, mucho del mal que ocurriría no ocurriría"
 La mia letizia mi ti tien celato che mi raggia dintorno e mi nasconde quasi animal di sua seta fasciato,"Mi alegría que brilla alrededor de mí me oculta a tus ojos, como un animal vendado por la seda"
" Assai m’amasti, e avesti ben onde",Me amaste mucho y tenías razón.
" che s’io fossi giù stato, io ti mostrava di mio amor più oltre che le fronde","De hecho, si yo hubiera vivido otra vez, te habría demostrado no sólo las frondas de mi afecto"
" Quella sinistra riva che si lava di Rodano poi ch’è misto con Sorga, per suo segnore a tempo m’aspettava, ","Aquella orilla izquierda que está mojada por el Ródano después de que el Sorga cayera en ella me esperaba desde hace tiempo como su señor,"
" e quel corno d’Ausonia che s’imborga di Bari e di Gaeta e di Catona, da ove Tronto e Verde in mare sgorga","así como ese cuerno de Italia que tiene como ciudad Bari, Gaeta y Catona, desde donde los ríos Tronto y Liri desembocan en el mar"
 Fulgeami già in fronte la corona di quella terra che ’l Danubio riga poi che le ripe tedesche abbandona,"Ya brillaba en mi frente la corona de aquella tierra que atraviesa el Danubio, después de haber abandonado las tierras alemanas"
" E la bella Trinacria, che caliga tra Pachino e Peloro, sopra ’l golfo che riceve da Euro maggior briga, ","Y la hermosa Sicilia, que está cubierta de tinieblas entre Pachino y Peloro, en el golfo que es golpeado por el Scirocco,"
" non per Tifeo ma per nascente solfo, ","no por el gigante Tifeo, sino por el azufre,"
" attesi avrebbe li suoi regi ancora, nati per me di Carlo e di Ridolfo, ","Él todavía esperaría a sus reyes nacidos a través de mí de Carlos y Rodolfo,"
" se mala segnoria, che sempre accora li popoli suggetti, non avesse mosso Palermo a gridar","Si el mal gobierno que siempre empuja a los pueblos a rebelarse, no hubiera llevado a Palermo a gritar"
" “Mora, mora”","""Muere, muere"""
" E se mio frate questo antivedesse, l’avara povertà di Catalogna già fuggeria, perché non li offendesse","Y si mi hermano Roberto previera esto, ya evitaría la avaricia digna de los Catalanos para que no lo dañe."
" ché veramente proveder bisogna per lui, o per altrui, sì ch’a sua barca carcata più d’incarco non si pogna",Porque es necesario que él o alguien en su lugar haga lo necesario para evitar que su reino sufra más daño
" La sua natura, che di larga parca discese, avria mestier di tal milizia che non curasse di mettere in arca»","Su carácter, que aunque descendía de antepasados liberales es avara, necesitaría soldados que no sólo se preocuparan por ganar dinero."
" «Però ch’i’ credo che l’alta letizia che ’l tuo parlar m’infonde, segnor mio, là ’ve ogne ben si termina e s’inizia, ","Porque creo que la gran alegría que me infunde tu discurso, mi señor, la ves allí donde termina y comienza todo bien"
" per te si veggia come la vegg’ io, grata m’è più","Tú la ves como yo la veo, ella me es aún más agradable"
 e anco quest’ ho caro perché ’l discerni rimirando in Dio,Y aprecio el hecho de que la veas observando en Dios
" Fatto m’hai lieto, e così mi fa chiaro, poi che, parlando, a dubitar m’hai mosso com’ esser può, di dolce seme, amaro»","Tú me has hecho feliz, así que ahora hazme las cosas claras, ya que con tus palabras me has llevado a dudar de cómo es posible que un hijo sea degenerado respecto a su padre."
 Questo io a lui,Eso es lo que le dije a él.
 ed elli a me,Y él me respondió
" «S’io posso mostrarti un vero, a quel che tu dimandi terrai lo viso come tien lo dosso","Si yo puedo mostrarte la verdad, tendrás tu rostro hacia donde te diriges ahora"
" Lo ben che tutto il regno che tu scandi volge e contenta, fa esser virtute sua provedenza in questi corpi grandi","El bien que hace girar y complace a todo el reino que atraviesas, hace que la Providencia se convierta en virtud operativa en estos astros"
" E non pur le nature provedute sono in la mente ch’è da sé perfetta, ma esse insieme con la lor salute","Y en la mente de Dios, que es perfecta en sí misma, no sólo están determinadas las diversas naturalezas, sino que junto con ellas también su fin"
" per che quantunque quest’ arco saetta disposto cade a proveduto fine, sì come cosa in suo segno diretta","De hecho, cualquier cosa dirigida por las influencias celestiales, se lleva a cabo con un fin bien definido y determinado, como una flecha dirigida contra un objetivo"
" Se ciò non fosse, il ciel che tu cammine producerebbe sì li suoi effetti, che non sarebbero arti, ma ruine","Si no fuera así, el Cielo que recorres produciría sus efectos de tal manera que no serían beneficiosas influencias, sino ruinas"
" e ciò esser non può, se li ’ntelletti che muovon queste stelle non son manchi, e manco il primo, che non li ha perfetti","y esto no puede suceder, si las inteligencias angélicas que mueven estas estrellas no son defectuosas, y si ni siquiera lo es el primer intelecto que no las haría perfectas"
 Vuo’ tu che questo ver più ti s’imbianchi?»,¿Quieres más explicaciones sobre esto?
 E io,Y yo
" «Non già ché impossibil veggio che la natura, in quel ch’è uopo, stanchi»","No, porque entiendo que es imposible que la naturaleza fracase en lo que es necesario."
 Ond’ elli ancora,Entonces él continuó
 «Or dì,¿Entonces dime?
" sarebbe il peggio per l’omo in terra, se non fosse cive?»",¿Sería peor para el hombre que vive en la Tierra si no fuera ciudadano?
" «Sì», rispuos’ io","Sí, contesté."
 «e qui ragion non cheggio»,No pido explicaciones para ello.
" «E puot’ elli esser, se giù non si vive diversamente per diversi offici? ",¿Podría suceder esto si en la Tierra no se viviera cada uno una función diferente?
" Non, se ’l maestro vostro ben vi scrive»","No, si tu maestro escribe la verdad."
 Sì venne deducendo infino a quici,Así que vino razonando hasta este punto
 poscia conchiuse,Y luego se acabó.
 «Dunque esser diverse convien di vostri effetti le radici,"Por lo tanto, es necesario que sean diferentes las raíces de sus efectos"
" per ch’un nasce Solone e altro Serse, altro Melchisedèch e altro quello che, volando per l’aere, il figlio perse","Por eso uno nace legislador y otro caudillo, uno sacerdote y otro ingeniero, como el que perdió al hijo que volaba en el cielo"
" La circular natura, ch’è suggello a la cera mortal, fa ben sua arte, ma non distingue l’un da l’altro ostello","La inteligencia angelical, que imprime el sello a la cera mortal, obra su arte pero no distingue a una familia de la otra"
 Quinci addivien ch’Esaù si diparte per seme da Iacòb,Por eso Esaú es diferente del hermano Jacob
" e vien Quirino da sì vil padre, che si rende a Marte",Por eso Rómulo desciende de un padre tan humilde que se lo atribuye a Marte
" Natura generata il suo cammino simil farebbe sempre a’ generanti, se non vincesse il proveder divino","La naturaleza creada recorrería un camino siempre igual al de los engendradores, si la Providencia divina no fuera más fuerte"
 Or quel che t’era dietro t’è davanti,Ahora lo que estaba detrás de ti está delante de ti.
" ma perché sappi che di te mi giova, un corollario voglio che t’ammanti","Pero para que sepas que estoy encantado de estar contigo, quiero darte otra cosa."
" Sempre natura, se fortuna trova discorde a sé, com’ ogne altra semente fuor di sua regïon, fa mala prova","La naturaleza, cada vez que encuentra las condiciones externas discordas, produce malos efectos como una semilla caída en un terreno no adecuado para esa especie"
" E se ’l mondo là giù ponesse mente al fondamento che natura pone, seguendo lui, avria buona la gente","Y si el mundo terrenal cuidara más el fundamento puesto por la naturaleza, seguirlo tendría mejores personas"
" Ma voi torcete a la religïone tal che fia nato a cignersi la spada, e fate re di tal ch’è da sermone","Pero vosotros forzáis a la vida religiosa a uno que nacería para llevar la espada, y haced rey al que llevaría a la religión"
 onde la traccia vostra è fuor di strada»,Por eso vuestro camino está fuera del camino recto.
" Da poi che Carlo tuo, bella Clemenza, m’ebbe chiarito, mi narrò li ’nganni che ricever dovea la sua semenza","Después de que tu carlo, hermosa Clemencia, aclarara mis dudas, me contó los engaños que debía sufrir su descendencia"
 ma disse,Pero dijo:
 «Taci e lascia muover li anni»,Cállate y deja pasar los años.
 sì ch’io non posso dir se non che pianto giusto verrà di retro ai vostri danni,Así que no puedo decir más que que vuestras desgracias serán castigadas con justicia por Dios
 E già la vita di quel lume santo rivolta s’era al Sol che la rïempie come quel ben ch’a ogne cosa è tanto,Y ahora el alma de esa santa luz se había vuelto al Sol que la colma como el bien que es más grande que cualquier cosa
" Ahi anime ingannate e fatture empie, che da sì fatto ben torcete i cuori, drizzando in vanità le vostre tempie","¡Ay, almas engañadas y criaturas inicuas, que apartan los corazones de un bien semejante y dirigen su mente hacia cosas vanas"
" Ed ecco un altro di quelli splendori ver’ me si fece, e ’l suo voler piacermi significava nel chiarir di fori",Y he aquí que otro de aquellos esplendors se acercó a mí y con su resplandor manifestaba la voluntad de responder a mis preguntas
" Li occhi di Bëatrice, ch’eran fermi sovra me, come pria, di caro assenso al mio disio certificato fermi","Los ojos de Beatrice, que estaban fijos en mí, como habían hecho antes, me dieron una señal de asentimiento a mi deseo de hablar"
" «Deh, metti al mio voler tosto compenso, beato spirto», dissi, ","""Ahora, espíritu bienaventurado, pones un contrapeso a mi voluntad,"" dije,"
 «e fammi prova ch’i’ possa in te refletter quel ch’io penso»,y demuéstrame que mis pensamientos pueden reflejarse en tu mente.
" Onde la luce che m’era ancor nova, del suo profondo, ond’ ella pria cantava, seguette come a cui di ben far giova","Entonces aquella luz, que aún no conocía, desde su profundidad en la que antes cantaba, comenzó a hablar como aquel a quien le gusta hacer el bien"
" «In quella parte de la terra prava italica che siede tra Rïalto e le fontane di Brenta e di Piava, ","En aquella parte de la malvada tierra de Italia que está comprendida entre Rialto y las fuentes de Brenta y Piave,"
" si leva un colle, e non surge molt’ alto, là onde scese già una facella che fece a la contrada un grande assalto","se levanta una colina no muy alta, de donde descendió una linterna incendiaria que ejerció una dominación tiránnica sobre la región"
 D’una radice nacqui e io ed ella,Ambos nacimos de los mismos padres
" Cunizza fui chiamata, e qui refulgo perché mi vinse il lume d’esta stella",Fui llamada Cúnez y resplandeciendo en este Cielo porque fui abrumada por la influencia de este planeta
" ma lietamente a me medesma indulgo la cagion di mia sorte, e non mi noia","Pero con gozo me perdono a mí misma la causa de esta suerte, y no me arrepiento"
 che parria forse forte al vostro vulgo,"lo que, tal vez, podría parecer difícil de entender para el vulgo"
" Di questa luculenta e cara gioia del nostro cielo che più m’è propinqua, grande fama rimase","De esta brillante y preciosa gema de nuestro Cielo que más me ha acercado, ha quedado una gran fama"
" e pria che moia, questo centesimo anno ancor s’incinqua","Y antes de que se desvanezca, no pasarán menos de cinco siglos"
" vedi se far si dee l’omo eccellente, sì ch’altra vita la prima relinqua","Vea si el hombre tiene que cuidar de la fama, para dejar tras su vida mortal otra vida gloriosa"
" E ciò non pensa la turba presente che Tagliamento e Adice richiude, né per esser battuta ancor si pente","En cambio, el pueblo que hoy habita la Marca Trevigiana, comprendida entre el Cortado y el Adigio, no piensa en esto, y aunque sufre castigos, no se arrepiente"
" ma tosto fia che Padova al palude cangerà l’acqua che Vincenza bagna, per essere al dover le genti crude","Pero pronto los Padovanes cambiarán con su sangre el agua del pantano que moja Vicenza, cumpliendo el hecho de ser reacios a su deber"
" e dove Sile e Cagnan s’accompagna, tal signoreggia e va con la testa alta, che già per lui carpir si fa la ragna","Y allí donde el Sile y el Cagnano se unen hay un tirano que domina con soberbia, tanto que ya se oye la conspiración que lo eliminará"
" Piangerà Feltro ancora la difalta de l’empio suo pastor, che sarà sconcia sì, che per simil non s’entrò in malta","Además, Feltre se arrepentirá de la traición de su obispo impío , que será tan odioso que nadie fue encarcelado por un acto semejante"
" Troppo sarebbe larga la bigoncia che ricevesse il sangue ferrarese, e stanco chi ’l pesasse a oncia a oncia, ","Demasiado grande debe ser el recipiente que contenga toda la sangre herraresa y estaría cansado quien lo pesara con precisión,"
 che donerà questo prete cortese per mostrarsi di parte,la sangre que este sacerdote cortés derramará para mostrar su fidelidad a su partido
 e cotai doni conformi fieno al viver del paese,y estos dones se ajustarán a las costumbres de aquella tierra
" Sù sono specchi, voi dicete Troni, onde refulge a noi Dio giudicante","En lo alto hay espejos, que ustedes llaman Tronos, desde donde Dios judío resplandece a nosotros"
 sì che questi parlar ne paion buoni»,"Por lo tanto, estos discursos nos parecen justos."
 Qui si tacette,Entonces se calló.
" e fecemi sembiante che fosse ad altro volta, per la rota in che si mise com’ era davante","Y me mostró que se había vuelto a otra cosa, porque volvió a bailar como antes."
" L’altra letizia, che m’era già nota per cara cosa, mi si fece in vista qual fin balasso in che lo sol percuota","El otro espíritu gozoso, que ya me había sido presentado como un alma preciosa, se me mostró como un rubí refinado golpeado por la luz del sol"
" Per letiziar là sù fulgor s’acquista, sì come riso qui","En el Paraíso se adquiere fulgor cuando se está contento, como en la Tierra cuando se ríe"
" ma giù s’abbuia l’ombra di fuor, come la mente è trista","En cambio, en el infierno la sombra se entristece en el exterior, tanto como la mente se entristece"
" «Dio vede tutto, e tuo veder s’inluia», diss’ io, ","""Dios lo ve todo y tu vista se compañera con Él,"" dije yo."
" «beato spirto, sì che nulla voglia di sé a te puot’ esser fuia","oh espíritu bienaventurado, para que ningún deseo pueda escapar de ti"
" Dunque la voce tua, che ’l ciel trastulla sempre col canto di quei fuochi pii che di sei ali facen la coculla, ","Entonces, tu voz, que siempre alegra al Cielo con el canto de aquellos ángeles que se aman de seis alas,"
 perché non satisface a’ miei disii? ,¿Por qué no cumple mis deseos?
" Già non attendere’ io tua dimanda, s’io m’intuassi, come tu t’inmii»","No esperaría a que hablaras, si pudieras entrar en ti como tú puedes hacerlo en mí."
" «La maggior valle in che l’acqua si spanda», incominciaro allor le sue parole, ","La mayor avalancha en la que se extiende el agua, empezó a hablar,"
" «fuor di quel mar che la terra inghirlanda, tra ’ discordanti liti contra ’l sole tanto sen va, ","fuera de ese mar que rodea las tierras, se extiende hacia el este entre los lides opuestos tanto"
 che fa meridïano là dove l’orizzonte pria far suole,que se hace meridiano allí donde primero hace horizonte
" Di quella valle fu’ io litorano tra Ebro e Macra, che per cammin corto parte lo Genovese dal Toscano","Nací en las costas de esa avalancha, entre los ríos Ebro y Magra, que por un breve tramo divide la Liguria de Toscana"
" Ad un occaso quasi e ad un orto Buggea siede e la terra ond’ io fui, che fé del sangue suo già caldo il porto","La ciudad de Buggea y la ciudad donde nací, que derramó tanta sangre en el puerto, tienen casi el mismo amanecer y el mismo horizonte"
 Folco mi disse quella gente a cui fu noto il nome mio,Los que me conocieron me llamaron Folco.
" e questo cielo di me s’imprenta, com’ io fe’ di lui",Y este cielo resplandece de mi luz como yo resplandecí de la suya
" ché più non arse la figlia di Belo, noiando e a Sicheo e a Creusa, di me, infin che si convenne al pelo","Porque la hija de Belo, que ofendió a Creusa y a Siqueo, no ardió más de amor que yo, hasta que yo era joven"
" né quella Rodopëa che delusa fu da Demofoonte, né Alcide quando Iole nel core ebbe rinchiusa","ni quemaron de amor la rodopea Fillide, que fue abandonada por Demofoonte, ni el Alcide cuando estuvo enamorado de Jolí"
" Non però qui si pente, ma si ride, ","Sin embargo, aquí uno no se arrepiente de esto, sino que se regocija"
" non de la colpa, ch’a mente non torna, ma del valor ch’ordinò e provide","no de la culpa, cuyo recuerdo es borrado en nosotros, sino de la virtud divina que determinó y puso esto"
" Qui si rimira ne l’arte ch’addorna cotanto affetto, e discernesi ’l bene per che ’l mondo di sù quel di giù torna",Aquí en el Paraíso se contempla el arte divino de la creación que el amor de Dios embellece y se distingue el fin providencial por el cual los cielos dan forma al mundo terrenal
" Ma perché tutte le tue voglie piene ten porti che son nate in questa spera, proceder ancor oltre mi convene","Pero para que todos los deseos de conocimiento que han nacido en ti en este Cielo estén plenamente satisfechos, debo decirte algo más"
 Tu vuo’ saper chi è in questa lumera che qui appresso me così scintilla come raggio di sole in acqua mera,"Quieres saber quién es en esta luz que brilla aquí a mi lado, de tal manera que parece un rayo de sol en un agua cristalina"
 Or sappi che là entro si tranquilla Raab,Ahora debes saber que allí dentro disfruta de la paz Rahab
" e a nostr’ ordine congiunta, di lei nel sommo grado si sigilla","y, unida a nuestro Cielo, él recibe la huella de ella al máximo grado"
" Da questo cielo, in cui l’ombra s’appunta che ’l vostro mondo face, pria ch’altr’ alma del trïunfo di Cristo fu assunta","Ella fue contratada por este Cielo, en el que termina el cono de sombra proyectado por la Tierra, antes que cualquier otra alma por el triunfo de Cristo"
" Ben si convenne lei lasciar per palma in alcun cielo de l’alta vittoria che s’acquistò con l’una e l’altra palma, ","Fue justo dejarla en un cielo como símbolo de la gran victoria que se obtuvo con la crucifixión de Cristo,"
" perch’ ella favorò la prima gloria di Iosüè in su la Terra Santa, che poco tocca al papa la memoria","porque ella hizo la primera victoria militar de Josué en Tierra Santa , de la que hoy el Papa se acuerda demasiado poco"
" La tua città, che di colui è pianta che pria volse le spalle al suo fattore e di cui è la ’nvidia tanto pianta, ","tu ciudad que es producto de aquel que primero se rebeló contra Dios, y cuya envidia es fuente de tanto sufrimiento,"
" produce e spande il maladetto fiore c’ha disvïate le pecore e li agni, però che fatto ha lupo del pastore","conya y difunde el maldito florín que ha extraviado a todo el pueblo cristiano, ya que ha transformado al pastor en un lobo"
" Per questo l’Evangelio e i dottor magni son derelitti, e solo ai Decretali si studia, sì che pare a’ lor vivagni","Por eso el Evangelio y los libros de los Padres de la Iglesia son descuidados, y sólo se leen los Decretales, como aparece de sus márgenes arrugados"
 A questo intende il papa e ’ cardinali,El Papa y los cardenales piensan sólo en esto
" non vanno i lor pensieri a Nazarette, là dove Gabrïello aperse l’ali","Sus pensamientos no van a Nazaret, donde el arcángel Gabriel abrió sus alas"
" Ma Vaticano e l’altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette, ","Sin embargo, el Vaticano y los otros lugares sagrados de Roma, que vieron el martirio de los primeros cristianos que siguieron a Pedro,"
 tosto libere fien de l’avoltero»,Pronto estarán libres de esta profanación.
" Guardando nel suo Figlio con l’Amore che l’uno e l’altro etternalmente spira, lo primo e ineffabile Valore quanto per mente e per loco si gira con tant’ ordine fé, ","La primera e indecible Potencia , mirando al Hijo con el Espíritu Santo que respira eternamente de ambos, creó el armonioso movimiento de los cielos de una manera tan perfecta"
 ch’esser non puote sanza gustar di lui chi ciò rimira,que no es posible admirarlo sin disfrutar de la imagen divina
" Leva dunque, lettore, a l’alte rote meco la vista, dritto a quella parte dove l’un moto e l’altro si percuote","Entonces, oh lector, levanta la mirada conmigo a las esferas celestiales, justo en ese punto en el que los dos movimientos opuestos se intersectan"
" e lì comincia a vagheggiar ne l’arte di quel maestro che dentro a sé l’ama, tanto che mai da lei l’occhio non parte","y comienza a admirar allí la obra de arte de ese artífice que la ama dentro de sí, hasta el punto de que nunca aparta la mirada de ella"
" Vedi come da indi si dirama l’oblico cerchio che i pianeti porta, per sodisfare al mondo che li chiama","Ver cómo de ahí se aparta el Zodiaco que lleva consigo los planetas, para satisfacer las exigencias de la Tierra que los invoca"
" Che se la strada lor non fosse torta, molta virtù nel ciel sarebbe in vano, e quasi ogne potenza qua giù morta","De hecho, si su trayectoria no fuera oblicua con respecto al ecuador celestial, muchas influencias astrales serían inútiles y aquí, en la Tierra, cualquier potencial de la naturaleza quedaría inactivo."
" e se dal dritto più o men lontano fosse ’l partire, assai sarebbe manco e giù e sù de l’ordine mondano","y si la divergencia fuera mayor o menor, el orden del mundo sería muy deficiente en ambos hemisferios"
" Or ti riman, lettor, sovra ’l tuo banco, dietro pensando a ciò che si preliba, s’esser vuoi lieto assai prima che stanco","Ahora quédate, lector, sobre tu escritorio, pensando en lo que te digo y que se anuncia, si quieres alegrarte antes de estar cansado"
 Messo t’ho innanzi,Te he puesto los alimentos enfrente.
 omai per te ti ciba,"Ahora tienes que comer solo,"
 ché a sé torce tutta la mia cura quella materia ond’ io son fatto scriba,porque esa materia que estoy llamado a transcribir atrae toda mi atención a sí misma
" Lo ministro maggior de la natura, che del valor del ciel lo mondo imprenta e col suo lume il tempo ne misura, ","El mayor ministro de la naturaleza, que difunde su influencia beneficiosa en la Tierra y con su luz mide el tiempo,"
" con quella parte che sù si rammenta congiunto, si girava per le spire in che più tosto ognora s’appresenta","Junto con el punto que dije antes, giraba en esa espiral en la que cada día sale un poco antes."
 e io era con lui,Y yo estaba con él.
" ma del salire non m’accors’ io, se non com’ uom s’accorge, anzi ’l primo pensier, del suo venire","Pero no me di cuenta de que había ascendido, sino como aquel que se da cuenta de un pensamiento repentino sólo después de que esto ha aparecido"
" È Bëatrice quella che sì scorge di bene in meglio, sì subitamente che l’atto suo per tempo non si sporge","Beatrice guía desde un cielo hasta el superior tan rápidamente, que su acto es prácticamente instantáneo"
" Quant’ esser convenia da sé lucente quel ch’era dentro al sol dov’ io entra’mi, non per color, ma per lume parvente","Las luces de los bienaventurados que estaban dentro del Cielo del Sol tenían que ser realmente brillantes, porque yo las distinguía aunque no eran de diferente color."
" Perch’ io lo ’ngegno e l’arte e l’uso chiami, sì nol direi che mai s’imaginasse","Por mucho que invoque mi ingenio, el arte y la experiencia, no podría describir todo esto para hacer una idea completa de ello."
 ma creder puossi e di veder si brami,"Sin embargo, se puede creer y, por lo tanto, hay que desear verlo"
" E se le fantasie nostre son basse a tanta altezza, non è maraviglia","Y si nuestro lenguaje es tan inadecuado para una materia tan alta, no es de extrañar"
 ché sopra ’l sol non fu occhio ch’andasse,"De hecho, ningún ojo humano ha visto nunca una luz más intensa que la del Sol."
" Tal era quivi la quarta famiglia de l’alto Padre, che sempre la sazia, mostrando come spira e come figlia","Aquí se presentaba así el cuarto grupo de los bienaventurados, que el Padre sacia continuamente mostrándole el misterio de la Trinidad"
 E Bëatrice cominciò,Y Beatrice comenzó
" «Ringrazia, ringrazia il Sol de li angeli, ch’a questo sensibil t’ha levato per sua grazia»","Agradecido, da gracias al Sol de los ángeles que por su gracia te ha levantado a este Sol material."
" Cor di mortal non fu mai sì digesto a divozione e a rendersi a Dio con tutto ’l suo gradir cotanto presto, ","El corazón de un hombre nunca estuvo tan dispuesto a la devoción y tan dispuesto a rendirse a Dios con toda su gratitud,"
 come a quelle parole mi fec’ io,como yo lo hice en esas palabras
" e sì tutto ’l mio amore in lui si mise, che Bëatrice eclissò ne l’oblio",Y mi amor se volvió hacia él hasta el punto en que se olvidó completamente de Beatrice
 Non le dispiacque,A ella no le importó.
" ma sì se ne rise, che lo splendor de li occhi suoi ridenti mia mente unita in più cose divise","De hecho, sonrió, hasta el punto de que el esplendor de sus ojos gozosos hizo que mi mente se dividiera entre más cosas"
" Io vidi più folgór vivi e vincenti far di noi centro e di sé far corona, più dolci in voce che in vista lucenti","Vi varias luces vívidas y resplandecientes más que el Sol rodearnos como una corona, de la que éramos el centro, que cantaban más dulcemente de lo que eran brillantes"
" così cinger la figlia di Latona vedem talvolta, quando l’aere è pregno, sì che ritenga il fil che fa la zona","Así, a veces, vemos la Luna rodeada de un halo, cuando el aire está húmedo y retiene el rayo lunar que forma una banda"
" Ne la corte del cielo, ond’ io rivegno, si trovan molte gioie care e belle tanto che non si posson trar del regno","En la corte del Paraíso, de donde regresé, se encuentran muchas joyas hermosas y preciosas, de modo que no se pueden sacar de ese reino"
 e ’l canto di quei lumi era di quelle,Y el canto de esas luces era una de estas joyas
" chi non s’impenna sì che là sù voli, dal muto aspetti quindi le novelle","Quien no pueda volar hasta allí no espere que lo describa, como un mudo no puede traer las noticias"
