Original,Translate_de_1
"  e s’i’ fui, dianzi, a la risposta muto, fate i saper che ’l fei perché pensava già ne l’error che m’avete soluto""","Und wenn ich ihm vorhin nicht sofort geantwortet habe, so sage ihm, daß ich es getan habe; denn ich war in dem Irrtum, den ihr mir erklärt habt."
  E già ’l maestro mio mi richiamava,Und jetzt ruft Virgilio mich zurück
 per ch’i’ pregai lo spirto più avaccio che mi dicesse chi con lu’ istava,"Und ich betete schnell zu dem Geist, der mir sagte, wer seine Mitstreiter waren."
"  Dissemi: ""Qui con più di mille giaccio: qua dentro è ’l secondo Federico e ’l Cardinale",Er sprach zu mir: Hier liege ich mit mehr als tausend Verdammten: Hier drin ist Friedrich II. von Svevia und Kardinal Oktavian der Ubaldiner.
" e de li altri mi taccio""",Ich erzähle dir nichts von den anderen.
  Indi s’ascose,Dann kehrte er ins Grab zurück
" e io inver’ l’antico poeta volsi i passi, ripensando a quel parlar che mi parea nemico","Und ich ging zu dem alten Dichter und dachte an die Worte, die mir feindlich erschienen."
  Elli si mosse,Virgilio bewegte sich
" e poi, così andando, mi disse: ""Perché se’ tu sì smarrito?""","Und als er ging, sprach er zu mir: Warum bist du so verärgert?"
 E io li sodisfeci al suo dimando,Und ich erklärte es ihm.
"  ""La mente tua conservi quel ch’udito hai contra te"", mi comandò quel saggio","Und der Weise gebot mir und sprach: Dein Verstand weiß, was du wider dich gespürt hast."
" ""e ora attendi qui"", e drizzò ’l dito:  ""quando sarai dinanzi al dolce raggio di quella il cui bell’occhio tutto vede, da lei saprai di tua vita il vïaggio""","Und nun höre zu und schaue auf den Finger: Wenn du vor dem süßen Strahl derer stehst, die mit ihren schönen Augen alles sieht, wirst du von ihr erfahren, was dir bevorsteht."
"  Appresso mosse a man sinistra il piede: lasciammo il muro e gimmo inver’ lo mezzo per un sentier ch’a una valle fiede,  che ’nfin là sù facea spiacer suo lezzo","Und er wandte sich nach links und wandte sich von der Mauer und wandte sich an den äußeren Rand des Kreises, auf einem Pfad, der in ein Tal führte, von dem da oben ein großer Gestank kam."
" In su l’estremità d’un’alta ripa che facevan gran pietre rotte in cerchio, venimmo sopra più crudele stipa","Am Rande eines hohen Ufers, wo viele Felsen in einem Kreis lagen, kamen wir in die Nähe des nächsten Kreises."
" e quivi, per l’orribile soperchio del puzzo che ’l profondo abisso gitta, ci raccostammo, in dietro, ad un coperchio  d’un grand’avello, ","und hier, wegen des schrecklichen Gestanks, den der Abgrund der Hölle ausstrahlt, haben wir uns hinter dem Deckel eines großen Grabes versteckt,"
" ov’io vidi una scritta che dicea: ’Anastasio papa guardo, lo qual trasse Fotin de la via dritta’","Da las ich eine Schrift, die sagte: ""Ich hüte Papst Anastasius, der von der geraden Straße von Fotino irregeführt wurde."""
"""Lo nostro scender conviene esser tardo, sì che s’ausi un poco in prima il senso al tristo fiato","Es ist besser, kurz zu warten, bis wir runterkommen, damit sich unser Geruchssinn an den schlechten Geruch gewöhnt,"
" e poi no i fia riguardo""",dann wird nichts mehr über mich nützen.
  Così ’l maestro,Das sagte Virgilio.
" e io ""Alcun compenso"", dissi lui, ""trova che ’l tempo non passi perduto""","Und ich sprach zu ihm: Finde die Weise, daß du die Zeit nicht umsonst verbringest!"
" Ed elli: ""Vedi ch’a ciò penso""","Er sagte: ""Ich denke genau daran."""
"  ""Figliuol mio, dentro da cotesti sassi"", cominciò poi a dir, ""son tre cerchietti di grado in grado, come que’ che lassi","Und er fing an zu sagen: Mein Sohn, unter diesen Steinen sind drei Kreise, einer unter dem andern wie die andern, die du gesehen hast."
  Tutti son pien di spirti maladetti,Sie sind alle voller verdammter Geister.
" ma perché poi ti basti pur la vista, intendi come e perché son costretti","aber auf daß du sie nachher nur noch sehen kannst, höre, wie und warum sie zusammen sind."
"  D'ogne malizia, ch'odio in cielo acquista, ingiuria è 'l fine, ed ogne fin cotale o con forza o con frode altrui contrista","Das Ende aller Bosheit, die den Hass des Himmels anlockt, ist Bösewicht, und dies wird durch Gewalttat oder Betrug erreicht."
"  Ma perché frode è de l’uom proprio male, più spiace a Dio","Und da Betrug eine Sünde ist, die dem Menschen eigen ist, ist sie Gott unliebsamer."
" e però stan di sotto li frodolenti, e più dolor li assale",Und die Betrüger sind tiefer und werden mehr bestraft.
  Di vïolenti il primo cerchio è tutto,Der erste Kreis ist den Gewalttätigen vorbehalten
" ma perché si fa forza a tre persone, in tre gironi è distinto e costrutto","und weil man drei verschiedenen Zielen Gewalt antun kann, so ist es in drei Kreise unterteilt."
"  A Dio, a sé, al prossimo si pòne far forza, dico in loro e in lor cose, come udirai con aperta ragione","Man kann Gewalt an Gott, an sich selbst, an seinen Mitmenschen, an Menschen und an ihren Dingen gebrauchen, wie ich dir vernunftvoll erklären werde."
"  Morte per forza e ferute dogliose nel prossimo si danno, e nel suo avere ruine, incendi e tollette dannose","Man kann dem nächsten Tod durch Gewalt und schmerzhafte Wunden und durch Ruinen, Brände und Raubüberfälle zum Opfer fallen."
"  onde omicide e ciascun che mal fiere, guastatori e predon, tutti tormenta lo giron primo per diverse schiere","Darum werden die Mörder und die Verwundeten, die Verderber und die Räuber sind, gequält in verschiedenen Heerscharen in der ersten Runde."
  Puote omo avere in sé man vïolenta e ne’ suoi beni,Der Mensch kann gegen sich selbst und sein Erbe gewalttätig sein
" e però nel secondo giron convien che sanza pro si penta  qualunque priva sé del vostro mondo, biscazza e fonde la sua facultade, e piange là dov’esser de’ giocondo","und bereut in der zweiten Runde umsonst, wer sich umgebracht hat und wer sein Geld vergeudet und verschwendet hat, und bereut sein Vermögen auf Erden, wenn er fröhlich sein sollte."
"  Puossi far forza ne la deïtade, col cor negando e bestemmiando quella, e spregiando natura e sua bontade","Man kann gegen Gott gewalttätig sein, indem man ihn im Herzen leugnet und seinen Namen lästert oder die Natur und seine Güte verachtet."
"  e però lo minor giron suggella del segno suo e Soddoma e Caorsa e chi, spregiando Dio col cor, favella","Darum straft der dritte Kreis die Sodomiter und die Wucherer und die, die reden, indem sie Gott verachten in ihrem Herzen."
"  La frode, ond'ogne coscïenza è morsa, può l'omo usare in colui che 'n lui fida e in quel che fidanza non imborsa","Der Betrug, von dem jedes Gewissen reumütig ist, kann von Menschen begangen werden, wem sie vertrauen und wen sie nicht vertrauen."
  Questo modo di retro par ch’incida pur lo vinco d’amor che fa natura,"Auf diese zweite Weise scheint nur das Band der Liebe zu übertreten, das die Natur festhält."
" onde nel cerchio secondo s’annida  ipocresia, lusinghe e chi affattura, falsità, ladroneccio e simonia, ruffian, baratti e simile lordura","Darum werden im zweiten Kreis Heuchler, Schmachstifter, Zauberer, Fälscher, Diebe, Symoniker, Räuber, Schmachstifter und ähnliche Sünder bestraft."
"  Per l’altro modo quell’amor s’oblia che fa natura, e quel ch’è poi aggiunto, di che la fede spezïal si cria",Auf die andere Weise vergisst man die natürliche Liebe und auch das besondere Band der Treue zwischen den Menschen.
"  onde nel cerchio minore, ov’è ’l punto de l’universo in su che Dite siede, qualunque trade in etterno è consunto""","Darum wird im Kreis, wo Luzifer seinen Sitz hat, der Verrat ewiglich bestraft."
"  E io: ""Maestro, assai chiara procede la tua ragione, e assai ben distingue questo baràtro e ’l popol ch’e’ possiede","Und ich sprach: Meister, dein Denken ist sehr klar und unterscheidet sehr gut diesen Abgrund und die Verdammten, die euch bestrafen."
"  Ma dimmi: quei de la palude pingue, che mena il vento, e che batte la pioggia, e che s’incontran con sì aspre lingue,  ","Aber sag mir: die vom schlammigen Sumpf, die anderen, die vom Sturm gezogen werden, die, die vom Regen geschlagen werden und sich lästerliche Worte zuwenden,"
"  perché non dentro da la città roggia sono ei puniti, se Dio li ha in ira? e se non li ha, perché sono a tal foggia?""","Warum werden sie nicht in der Stadt Saiten bestraft, wenn Gott sie hasst? Und wenn nicht, warum sind sie in der Hölle?"
"  Ed elli a me ""Perché tanto delira"", disse, ""lo ’ngegno tuo da quel che sòle? ","Und er sprach zu mir: Weil dein Verstand von dem Weg abwich, den er normalerweise geht,"
  o ver la mente dove altrove mira?  ,Oder wo sonst schaut er auf deinen Verstand?
"  Non ti rimembra di quelle parole con le quai la tua Etica pertratta le tre disposizion che ’l ciel non vole,  ","Du erinnerst dich nicht an die Worte, mit denen die Ethik von Aristoteles die drei Sünden behandelt, die der Himmel verurteilt,"
"  incontenenza, malizia e la matta bestialitade? ","Übertreibung, Bosheit und verrückte Bestie?"
  e come incontenenza men Dio offende e men biasimo accatta?  ,und wie beleidigt Übertreibung Gott weniger und wird daher weniger hart verurteilt?
"  Se tu riguardi ben questa sentenza, e rechiti a la mente chi son quelli che sù di fuor sostegnon penitenza,  tu vedrai ben perché da questi felli sien dipartiti, e perché men crucciata la divina vendetta li martelli""","Wenn du über diese Aussage nachdenkst und an jene Verdammten denkst, die außerhalb dieser Stadt bestraft werden, dann wirst du sehen, warum sie von diesen Sündern getrennt sind und warum sie weniger von der göttlichen Gerechtigkeit bestraft werden."
"  ""O sol che sani ogne vista turbata, tu mi contenti sì quando tu solvi, che, non men che saver, dubbiar m'aggrata","Und ich sprach: Es ist die Sonne, die jeden verstörten Blick heilt, und du hast mich gesegnet, wenn du meine Zweifel löstest, daß mir das Zweifeln Freude bereitet wie Weisheit."
"  Ancora in dietro un poco ti rivolvi"", diss’io, ""là dove di’ ch’usura offende la divina bontade, e ’l groppo solvi""","Geh noch ein wenig zurück, wo du gesagt hast, dass der Verschleiß die göttliche Güte verletzt, und löse mir diese Ungewissheit."
"  ""Filosofia"", mi disse, ""a chi la ’ntende, nota, non pure in una sola parte, come natura lo suo corso prende  dal divino ’ntelletto e da sua arte","Er sagte zu mir: ""Die Philosophie, für diejenigen, die sie verstehen, erklärt in mehr Büchern, dass die Natur seinen Lauf nimmt aus dem göttlichen Verstand und seine Fleiß"
" e se tu ben la tua Fisica note, tu troverai, non dopo molte carte,  che l’arte vostra quella, quanto pote, segue, come ’l maestro fa ’l discente","Und wenn du die Physik gut liest, wirst du fast am Anfang finden, daß eure Fleißigkeit dem Gottes folgt, wie er kann, wie der Jünger dem Meister folgt."
 sì che vostr’arte a Dio quasi è nepote,so daß eure Fleißigkeit fast von Gott abstammt.
"  Da queste due, se tu ti rechi a mente lo Genesì dal principio, convene prender sua vita e avanzar la gente","Und wenn du denkst an das, was in dem Buche Genesis steht, so wirst du sehen, daß die Menschen ihren Lebensunterhalt verdienen und aus diesen beiden Fleißigkeiten vorankommen sollen."
"  e perché l’usuriere altra via tene, per sé natura e per la sua seguace dispregia, poi ch’in altro pon la spene","und weil der Wucherer einen anderen Weg geht, verachtet er die Natur als solches und die Fleißigkeit, denn er setzt seine Hoffnung auf andere Weise."
  Ma seguimi oramai che ’l gir mi piace,"Aber jetzt folge mir, denn ich denke, wir müssen gehen"
" ché i Pesci guizzan su per l’orizzonta, e ’l Carro tutto sovra ’l Coro giace,  e ’l balzo via là oltra si dismonta""","Denn die Fische fahren über den Horizont, und der Wagen liegt alles über dem Chor, und wir müssen einen anderen Weg gehen, bevor wir zum Kreis darunter schreiten."
"Era lo loco ov’a scender la riva venimmo, alpestro e, per quel che v’er’anco, tal, ch’ogne vista ne sarebbe schiva","Der Ort, an dem wir zum nächsten Kreis hinabstiegen, war unerbittlich, und auch für das, was da war, so daß niemand ihn sehen wollte."
"Qual è quella ruina che nel fianco di qua da Trento l’Adice percosse, o per tremoto o per sostegno manco,  ","Wie der Erdrutsch, der das Etschbett südlich von Trient traf, wegen eines Erdbebens oder wegen mangelnder Unterstützung,"
"che da cima del monte, onde si mosse, al piano è sì la roccia discoscesa, ch’alcuna via darebbe a chi sù fosse:  ","so daß von dem Gipfel des Berges, von dem er sich hinaufzieht, bis zur Ebene der Felsen zerrissen ist, daß er aber jemanden, der von oben herabsteigt, betreten würde:"
cotal di quel burrato era la scesa,Also war es der Abstieg dieser Höllenschlucht.
e ’n su la punta de la rotta lacca l’infamïa di Creti era distesa  che fu concetta ne la falsa vacca,"Und am Anfang der Klippe lag die Scham Kretas, die in der falschen Kuh gezeugt wurde."
"e quando vide noi, sé stesso morse, sì come quei cui l’ira dentro fiacca","Und als er uns sah, biss er wie der, der von Zorn überwältigt ist."
"Lo savio mio inver’ lui gridò: ""Forse tu credi che qui sia ’l duca d’Atene, che sù nel mondo la morte ti porse?  ","Mein Meister rief zu ihm: ""Glaubst du, daß hier der Herzog von Athen ist, der dir in der Welt den Tod gebracht hat?"
"Pàrtiti, bestia, ché questi non vene ammaestrato da la tua sorella, ma vassi per veder le vostre pene""","Geh weg, du Tier; denn dieser kommt nicht nach den Anweisungen deiner Schwester, sondern gehe hin, um eure Schmerzen zu sehen."
"  Qual è quel toro che si slaccia in quella c’ ha ricevuto già ’l colpo mortale, che gir non sa, ma qua e là saltella,  vid’io lo Minotauro far cotale","Wie der Stier, der sich von den Schnürsenkeln befreite, als er den tödlichen Schlag bekam, und nicht laufen konnte, sondern hier und da kriechen konnte, so sah ich, wie er den Minotaurus machte."
" e quello accorto gridò: ""Corri al varco",Und der weise Virgilio schrie:
" mentre ch’e’ ’nfuria, è buon che tu ti cale""","Es ist gut, daß du hinabkommst, während das Monster in Wut gerät."
"  Così prendemmo via giù per lo scarco di quelle pietre, che spesso moviensi sotto i miei piedi per lo novo carco","Also gingen wir hinunter auf die Klippe jener Steine, die sich oft unter meinen Füßen bewegten wegen des Gewichts, das sie nicht gewohnt waren."
  Io gia pensando,Ich dachte:
" e quei disse: ""Tu pensi forse a questa ruina, ch’è guardata da quell’ira bestial ch’i’ ora spensi","Und Virgilio sprach: Du denkst vielleicht an diesen Erdrutsch, der von dem zornigen Monster bewacht wird, das ich vor kurzem verlassen habe."
"  Or vo’ che sappi che l’altra fïata ch’i’ discesi qua giù nel basso inferno, questa roccia non era ancor cascata","Jetzt will ich, dass du weißt, dass das letzte Mal, als ich hier unten in die Hölle kam, dieser Fels noch nicht zusammengebrochen ist."
"  Ma certo poco pria, se ben discerno, che venisse colui che la gran preda levò a Dite del cerchio superno,  da tutte parti l’alta valle feda tremò sì, ch’i’ pensai che l’universo sentisse amor, per lo qual è chi creda  più volte il mondo in caòsso converso","Doch kurz zuvor, wenn ich es richtig verstehe, daß der kam, der die Geister der Patriarchen aus dem I. Kreis zog, erbebte das tiefe Fetischtal überall, so daß ich dachte, das Universum habe Liebe gefühlt, und manche glauben, daß die Welt sich immer wieder ins Chaos verwandelt hat."
" e in quel punto questa vecchia roccia, qui e altrove, tal fece riverso",Und in diesem Augenblick stürzte dieser alte Felsen hier und anderswo.
"  Ma ficca li occhi a valle, ché s’approccia la riviera del sangue in la qual bolle qual che per vïolenza in altrui noccia""","Drücke aber den Blick nach unten, denn der Blutstrom naht, in welchem jemand bläst, der anderen durch Gewalttat Schaden zufügt."
"  Oh cieca cupidigia e ira folle, che sì ci sproni ne la vita corta, e ne l’etterna poi sì mal c’immolle","O blinde Gier und verrückter Zorn, der uns so sehr in unser kurzes Leben treibt und dann in das ewige Leben hineintaucht."
"  Io vidi un’ampia fossa in arco torta, come quella che tutto ’l piano abbraccia, secondo ch’avea detto la mia scorta","Und ich sah einen großen, halbkreisförmigen Brunnen; denn er rings um die ganze Ebene, wie mir mein Führer gesagt hatte."
"  e tra ’l piè de la ripa ed essa, in traccia corrien centauri, armati di saette, come solien nel mondo andare a caccia","Und zwischen dem Felsgrund und dem Graben liefen die Zentaurier, mit Bogen und Pfeilen bewaffnet, so wie sie es in der Welt gewohnt waren zu jagen."
"  Veggendoci calar, ciascun ristette, e de la schiera tre si dipartiro con archi e asticciuole prima elette","Und da sie sahen, daß wir hinabkamen, stand ein jeglicher auf und gingen aus dem Heer heraus drei mit den Bogen und Pfeilen, die sie zuvor erwählt hatten."
"  e l’un gridò da lungi: ""A qual martiro venite voi che scendete la costa? Ditel costinci se non, l’arco tiro""","Und ein Mann rief aus der Ferne und sprach: Wie ärgert ihr euch, daß ihr hinabgehet? Sagt es uns von da, sonst schieße ich einen Pfeil."
"  Lo mio maestro disse: ""La risposta farem noi a Chirón costà di presso: mal fu la voglia tua sempre sì tosta""","Und mein Lehrer sprach zu ihm: Wir wollen dem Chiron antworten, wenn wir ihm nahe sind; denn dein Begehren war immer so impulsiv und zu deinem Schaden."
"  Poi mi tentò, e disse: ""Quelli è Nesso, che morì per la bella Deianira, e fé di sé la vendetta elli stesso","Und Virgilio nahm mich an einem Arm und sprach: Das ist Nesso, der für die schöne Dejanira starb und sich selbst gerächt hat."
"  E quel di mezzo, ch’al petto si mira, è il gran Chirón, il qual nodrì Achille","Und der in der Mitte, der auf die Brust blickt, ist der große Chiron, der Achilles Vorsteher war."
" quell’altro è Folo, che fu sì pien d’ira","der andere ist Folo, der so voller Zorn war."
"  Dintorno al fosso vanno a mille a mille, saettando qual anima si svelle del sangue più che sua colpa sortille""","rings um den Fluß gehen Tausende und schlagen mit Pfeilen jede Seele, die aus dem Blut kommt, mehr, als ihre Schuld ihr gegeben hat."
"  Noi ci appressammo a quelle fiere isnelle: Chirón prese uno strale, e con la cocca fece la barba in dietro a le mascelle",Und wir kamen zu den wendigen Tieren. Und Chiron nahm einen Pfeil und schubste den Bart mit dem Küken auf den Kiefer.
"  Quando s’ebbe scoperta la gran bocca, disse a’ compagni: ""Siete voi accorti che quel di retro move ciò ch’el tocca?  Così non soglion far li piè d’i morti""","Nachdem er seinen großen Mund entdeckt hatte, sprach er zu seinen Gefährten: Seht ihr, daß der, der dahinter ist, das bewegt, was er berührt?Die Füße der Toten tun gewöhnlich nicht so."
" E ’l mio buon duca, che già li er’al petto, dove le due nature son consorti,  rispuose: ""Ben è vivo, e sì soletto mostrar li mi convien la valle buia","Und mein guter Lehrer, der schon nahe bei seiner Brust war, wo die zwei Naturen miteinander verbunden sind, sprach: Gewiß, Dante ist am Leben, und ich muß ihm nur das dunkle Tal zeigen."
" necessità ’l ci ’nduce, e non diletto","die Notwendigkeit drängt ihn hier, nicht das Vergnügen"
"  Tal si partì da cantare alleluia che mi commise quest’officio novo: non è ladron, né io anima fuia","Und ein Mensch, der sein Banner im Paradies verließ, gab mir diese neue Aufgabe: Er ist kein Räuber, und ich bin kein Übeltäter."
"  Ma per quella virtù per cu’ io movo li passi miei per sì selvaggia strada, danne un de’ tuoi, a cui noi siamo a provo,  ","Aber für die Kraft, für die ich meine Schritte auf einen so schwierigen Weg bewege, gib uns einen deiner Zentauren, denen wir nahe stehen können,"
"  e che ne mostri là dove si guada, e che porti costui in su la groppa, ché non è spirto che per l’aere vada""","auf daß du uns zeigest, wo der Fluß hingeht, und daß du Dante auf den Kranz bringst, denn er ist kein Geist, der mit einer halben Luft fliegen kann."
"  Chirón si volse in su la destra poppa, e disse a Nesso: ""Torna, e sì li guida, e fa cansar s’altra schiera v’intoppa""","Und Chiron wandte sich zu seiner Rechten und sprach zu Nesso: Gehe um und führe sie und führe die, die euch im Weg stehen."
"  Or ci movemmo con la scorta fida lungo la proda del bollor vermiglio, dove i bolliti facieno alte strida","Da zogen wir hinauf nach dem treuen Führer am Ufer des Blutstroms, wo die Verdammten laut schrieen."
  Io vidi gente sotto infino al ciglio,Ich sah Seelen bis an die Wimpern getaucht
" e ’l gran centauro disse: ""E’ son tiranni che dier nel sangue e ne l’aver di piglio","Und der große Zentauer sprach: Es sind Tyrannen, die die andern beleidigten in der Person und in der Habe."
  Quivi si piangon li spietati danni,Hier bereut man den unbarmherzigen Schaden
" quivi è Alessandro, e Dïonisio fero che fé Cicilia aver dolorosi anni","Hier ist Alexander, und der wilde Dionysius, der schmerzvolle Jahre auf Sizilien gab"
"  E quella fronte c’ ha ’l pel così nero, è Azzolino",Und dieser verdammte Schwarzhaarige ist Ezzelino.
" e quell’altro ch’è biondo, è Opizzo da Esti, il qual per vero  fu spento dal figliastro sù nel mondo""","Der andere aber, der blond ist, ist Esther's Bizzo, der von seinem Stieftochter in der irdischen Welt erschlagen wurde."
" Allor mi volsi al poeta, e quei disse: ""Questi ti sia or primo, e io secondo""","Da wandte ich mich an den Dichter und sprach: Dies sei dein erster Führer, ich werde der zweite sein."
  Poco più oltre il centauro s’affisse sovr’una gente che ’nfino a la gola parea che di quel bulicame uscisse,"Bald darauf stand der Zentaur bei den Verdammten, die aus dem Bulikamen bis in die Kehle hinausgingen."
"  Mostrocci un’ombra da l’un canto sola, dicendo: ""Colui fesse in grembo a Dio lo cor che ’n su Tamisi ancor si cola""","Er zeigte uns einen abgesonderten Schatten auf der einen Seite und sprach: Er durchbohrte in der Kirche das Herz, das noch heute auf der Themse verehrt wird."
  Poi vidi gente che di fuor del rio tenean la testa e ancor tutto ’l casso,"Und ich sah verdammte Männer, die den Kopf und die ganze Brust aus dem Fluß hielten."
 e di costoro assai riconobb’io,und von ihnen erkannte ich wie viele
"  Così a più a più si facea basso quel sangue, sì che cocea pur li piedi","Da wurde das Blut immer tiefer, so daß nur die Füße der Verdammten kochten."
 e quindi fu del fosso il nostro passo,Und wir haben den Strom da drüben gewonnen.
"  ""Sì come tu da questa parte vedi lo bulicame che sempre si scema"", disse ’l centauro, ","Der Zentaur sagte: ""So, wie du hier siehst, daß der Bulikam sich von Hand senkt,"
"  ""voglio che tu credi  che da quest’altra a più a più giù prema lo fondo suo, infin ch’el si raggiunge ove la tirannia convien che gema","Ich will, dass du glaubst, dass der Fluß auf der anderen Seite die Tiefe nach und nach senkt, bis er den Punkt erreicht, an dem die Tyrannen stöhnen."
"  La divina giustizia di qua punge quell’Attila che fu flagello in terra, e Pirro e Sesto","Die göttliche Gerechtigkeit auf dieser Seite bestraft Attila, die Plage auf der Erde, und Pyrrhus und Sextus"
" e in etterno munge  le lagrime, che col bollor diserra, a Rinier da Corneto, a Rinier Pazzo, che fecero a le strade tanta guerra""","Und in Ewigkeit quetschte er die Tränen aus, von Rinieri aus Cornet, von Rinieri aus den Verrückten, die so viel Krieg auf den Gassen führten."
  Poi si rivolse e ripassossi ’l guazzo,Und er drehte sich um und ging den Sumpf weiter.
" Non era ancor di là Nesso arrivato, quando noi ci mettemmo per un bosco che da neun sentiero era segnato","Nesso war noch nicht auf dem anderen Ufer angekommen, als wir durch einen Wald gingen, in dem kein Pfad war."
" Non fronda verde, ma di color fosco","Die Blätter waren nicht grün, sondern dunkel gefärbt."
" non rami schietti, ma nodosi e ’nvolti","die Äste waren nicht glatt, sondern knotig und verdreht."
" non pomi v’eran, ma stecchi con tòsco","Es gab keine Früchte, sondern giftige Dornen."
  Non han sì aspri sterpi né sì folti quelle fiere selvagge che ’n odio hanno tra Cecina e Corneto i luoghi cólti,"Die wilden Tiere, die in der Maremma, zwischen Cecina und Corneto, die bewohnten Orte meiden, haben weder so rau noch so verstrickt"
"  Quivi le brutte Arpie lor nidi fanno, che cacciar de le Strofade i Troiani con tristo annunzio di futuro danno","Hier nisten sie die dreckigen Arpies, die die Trojaner aus den Strophaden jagten und ihnen Unglück verkündigten."
"  Ali hanno late, e colli e visi umani, piè con artigli, e pennuto ’l gran ventre","Sie haben große Flügel, Hälse und menschliche Gesichter, Beine und einen großen gefiederten Bauch."
 fanno lamenti in su li alberi strani,Sie klagen über seltsame Bäume
"  E ’l buon maestro ""Prima che più entre, sappi che se’ nel secondo girone"", mi cominciò a dire, ""e sarai mentre  che tu verrai ne l’orribil sabbione","Und der gute Lehrer fing an zu mir zu sagen: Bevor du in den Wald gehst, sollst du wissen, daß du in der zweiten Runde bist, und du wirst bleiben, bis wir in den feurigen Sand kommen."
" Però riguarda ben sì vederai cose che torrien fede al mio sermone""","Darum sieh genau hin, denn du wirst Dinge sehen, die nicht glauben würden, wenn du mich nur sagen würdest."
  Io sentia d’ogne parte trarre guai e non vedea persona che ’l facesse,"Ich spürte jammern von allen Seiten, aber ich sah niemanden, der sie aussendete."
 per ch’io tutto smarrito m’arrestai,"Da blieb ich stehen, verwirrt."
"  Cred’ïo ch’ei credette ch’io credesse che tante voci uscisser, tra quei bronchi, da gente che per noi si nascondesse","Ich glaube, Virgil glaubte, dass ich glaubte, dass in den Büschen viele Gerüchte ausgingen, die von Seelen ausgingen, die sich vor uns versteckten."
"  Però disse ’l maestro: ""Se tu tronchi qualche fraschetta d’una d’este piante, li pensier c’ hai si faran tutti monchi""","Darum sprach der Lehrer: Wenn du irgendeinen Zweig von einer dieser Pflanzen zerbrichst, so werden deine Gedanken keinen Sinn mehr haben, es zu sein."
  Allor porsi la mano un poco avante e colsi un ramicel da un gran pruno,Und ich streckte meine Hand aus und riß einen Zweig von einem großen Dornbusch.
" e ’l tronco suo gridò: ""Perché mi schiante?""","Und sein Stamm rief: ""Warum zerbrichst du mich?"""
"  Da che fatto fu poi di sangue bruno, ricominciò a dir: ""Perché mi scerpi? non hai tu spirto di pietade alcuno?  ","Nachdem er schwarzes Blut verloren hatte, fing er wieder an zu sagen: ""Warum zerreißt du mich? Hast du keinen Geist der Barmherzigkeit?"
"Uomini fummo, e or siam fatti sterpi: ben dovrebb’esser la tua man più pia, se state fossimo anime di serpi""","Und wir waren Männer, und nun sind wir Büsche geworden. Deine Hand wäre bestimmt gnädiger, wenn wir Seelen von Schlangen gewesen wären."
"  Come d’un stizzo verde ch’arso sia da l’un de’ capi, che da l’altro geme e cigola per vento che va via,  ","Wie wenn man einen grünen Zweig von einem Ende aus verbrennt, und von dem anderen fließt der Saft, und man spürt ein Schwätzer, wie Luft ausgeht,"
  sì de la scheggia rotta usciva insieme parole e sangue,Also gingen aus dem zerbrochenen Ast Worte und Blut hervor.
" ond’io lasciai la cima cadere, e stetti come l’uom che teme",Da ließ ich den zerbrochenen Zweig fallen und fürchtete mich daselbst.
"  ""S’elli avesse potuto creder prima"", rispuose ’l savio mio, ""anima lesa, ciò c’ ha veduto pur con la mia rima,  non averebbe in te la man distesa","Mein Lehrer antwortete und sprach: Hätte er glauben können, was er nur in meinen Versen gelesen hat, so hätte er seine Hand nicht wider dich erhoben."
 ma la cosa incredibile mi fece indurlo ad ovra ch’a me stesso pesa,"Aber das Unglaubliche zwang mich, ihn zu einer Tat zu verleiten, die mich auch belastete."
"  Ma dilli chi tu fosti, sì che ’n vece d’alcun’ammenda tua fama rinfreschi nel mondo sù, dove tornar li lece""","Sag ihm aber, wer du am Leben warst, damit er deinen Ruhm wiedererlangen kann in der irdischen Welt, wohin er zurückkehren kann."
"  E ’l tronco: ""Sì col dolce dir m’adeschi, ch’i’ non posso tacere","Und der Stamm: ""Mit deinen süßen Worten lockst du mich, damit ich nicht still sein kann."""
 e voi non gravi perch’ïo un poco a ragionar m’inveschi,"Und es ist nicht ärgerlich für euch, wenn ich ein bisschen über mich rede."
"  Io son colui che tenni ambo le chiavi del cor di Federigo, e che le volsi, serrando e diserrando, sì soavi,  che dal secreto suo quasi ogn’uom tolsi","Ich bin derjenige, der beide Schlüssel des Herzens Friedrichs II. hielt und sie so gut benutzte, um zu schließen und zu öffnen, dass fast alle von seinen Geheimnissen ausgeschlossen waren:"
" fede portai al glorïoso offizio, tanto ch’i’ ne perde’ li sonni e ’ polsi","Und ich treu ward meinem hohen Amt, bis ich den Frieden und das Leben verlor."
"  La meretrice che mai da l’ospizio di Cesare non torse li occhi putti, morte comune e de le corti vizio,  infiammò contra me li animi tutti","Und die Hure, die ihre unehrlichen Augen nie von dem Königshause abwendete, und die allesamt gestorben ist und vor den Gerichten gesündigt hat, brannte alle Seelen wider mich."
" e li ’nfiammati infiammar sì Augusto, che ’ lieti onor tornaro in tristi lutti","Und sie entzündeten den Kaiser, so daß meine Ehre sich verwandelte zu Trauernden."
"  L’animo mio, per disdegnoso gusto, credendo col morir fuggir disdegno, ingiusto fece me contra me giusto","Und meine Seele, angetrieben von bitterer Freude, da sie glaubte, der Unehre durch den Tod zu entgehen, machte mich ungerecht gegen mich selbst, die ich auch nicht getäuscht hatte."
