Original,Translate_de_1
" non v’accorgete voi che noi siam vermi nati a formar l’angelica farfalla, ","Du verstehst nicht, dass wir wie Würmer sind, die dazu bestimmt sind, ein Engel zu werden, ein Schmetterlingsinsekt."
" che vola a la giustizia sanza schermi? Di che l’animo vostro in alto galla, ","ohne Angst davor zu haben, sich vor Gott zu beflecken?"
" poi siete quasi antomata in difetto, sì come vermo in cui formazion falla? ","Als ob ihr schlechte Insekten wärt, wie ein Wurm, der noch nicht ganz aufgewachsen ist?"
" Come per sostentar solaio o tetto, per mensola talvolta una figura si vede giugner le ginocchia al petto, ","Manchmal sieht man eine Figur, die sich niederkniet und ihre Knie in die Brust trägt, als ob sie ein Regal wäre, um eine Decke oder ein Dach zu halten."
 la qual fa del non ver vera rancura nascere ’n chi la vede,"Wer sich die Fiktion ansieht, wird von einem Wirbel voller Sorgen überwältigt."
" così fatti vid’ io color, quando puosi ben cura","Als ich sie genau beobachtete, bemerkte ich, wie diese Bußetäter waren."
 Vero è che più e meno eran contratti secondo ch’avien più e meno a dosso,"In der Tat, ihr Gang war leicht gekrümmt nach dem Stein, den sie auf den Schultern trugen."
" e qual più pazïenza avea ne li atti, piangendo parea dicer",Was schien der geduldigste in Bezug auf die Haltung schien zu schluchzen.
 ‘Più non posso’,Ich kann das nicht mehr.
" «O Padre nostro, che ne’ cieli stai, non circunscritto, ma per più amore ch’ai primi effetti di là sù tu hai, ","Sei stets gegenwärtig mit deiner Hilfe und Barmherzigkeit O unser Vater, der im Himmel wohnt, aber nicht durch eine Einschränkung gebunden ist; durch deine große Liebe zu deinen ersten Geschöpfen, stehst du beständig an ihrer Seite und bietest ihnen deine Hilfe und Barmherzigkeit an."
" laudato sia ’l tuo nome e ’l tuo valore da ogne creatura, com’ è degno di render grazie al tuo dolce vapore","Alle Geschöpfe sollten deinen Namen und deine Größe verherrlichen, wie es angebracht war, deinem weisen Wohlwollen Lob zu zollen."
" Vegna ver’ noi la pace del tuo regno, ché noi ad essa non potem da noi, s’ella non vien, con tutto nostro ingegno","Wir werden alles tun, um den Frieden deines Königreiches zu erreichen, aber ohne deine Hilfe könnten wir nicht dorthin kommen."
" Come del suo voler li angeli tuoi fan sacrificio a te, cantando osanna, così facciano li uomini de’ suoi","Wie sich deine Engel dir freiwillig mit ihrem Lobpreis opfern, indem sie ""Osanna"" singen, so tun auch die Männer ihrer."
" Dà oggi a noi la cotidiana manna, sanza la qual per questo aspro diserto a retro va chi più di gir s’affanna","Geben Sie uns unsere tägliche Nahrung, die notwendig ist, um an diesem trockenen und extremen Ort voranzukommen, wo jeder Schritt eine Verurteilung der Rückkehr ist."
" E come noi lo mal ch’avem sofferto perdoniamo a ciascuno, e tu perdona benigno, e non guardar lo nostro merto","Vergib uns, gütig, wie wir vergeben jedem die Lästerungen, die wir empfangen haben, und nicht betrachten unsere Verderbten."
" Nostra virtù che di legger s’adona, non spermentar con l’antico avversaro, ma libera da lui che sì la sprona","Fordere unsere Schwachheit nicht mit dem Bösen heraus, sondern wehre sie ab, damit sie uns nicht versucht."
" Quest’ ultima preghiera, segnor caro, già non si fa per noi, ché non bisogna, ma per color che dietro a noi restaro»","Beten wir, lieber Herr, für diejenigen, die noch am Leben sind und dieses Gebet nicht brauchen."
" Così a sé e noi buona ramogna quell’ ombre orando, andavan sotto ’l pondo, simile a quel che talvolta si sogna, ","Es wird gesagt, dass Schatten, in der Hoffnung auf eine strahlende Zukunft für uns, langsam vorangingen, wie Alpträume von Zeit zu Zeit uns quälen."
" disparmente angosciate tutte a tondo e lasse su per la prima cornice, purgando la caligine del mondo","Alle im Kreis, die Seelen werden entlang des Primärrahmens verteilt und unterworfen in verschiedenen Grade der Qual, waschen weg ihre Sünden der Erde."
" Se di là sempre ben per noi si dice, di qua che dire e far per lor si puote da quei c’hanno al voler buona radice? ","Was können diejenigen tun, die am Guten festhalten, um den Seelen des Fegefeuers, die an unserer Statt beten, Ehre zu erweisen?"
" Ben si de’ loro atar lavar le note che portar quinci, sì che, mondi e lievi, possano uscire a le stellate ruote","Wir müssen ihnen helfen, ihre Sünden von der Erde zu beseitigen, damit sie, sobald sie gereinigt und gewaschen sind, in den Himmel aufsteigen können."
" «Deh, se giustizia e pietà vi disgrievi tosto, sì che possiate muover l’ala, che secondo il disio vostro vi lievi, ","■ Möge Gerechtigkeit und Liebe euch helfen, damit ihr fliehen und eure Begierden befriedigen könnt."
 mostrate da qual mano inver’ la scala si va più corto,"Zeigen Sie uns die schnellste Richtung, um die Treppe zu erreichen"
" e se c’è più d’un varco, quel ne ’nsegnate che men erto cala","Wir bringen den Weg, der die sanfteste Steigung aufweist, wenn es mehr Alternativen gibt."
" ché questi che vien meco, per lo ’ncarco de la carne d’Adamo onde si veste, al montar sù, contra sua voglia, è parco»","Trotz des Wunsches, schnell zu steigen, wird der Mann, der mir folgt, durch das Gewicht der Last, die er bei sich hat, verlangsamt."
" Le lor parole, che rendero a queste che dette avea colui cu’ io seguiva, non fur da cui venisser manifeste","Die Worte, die mein Meister als Antwort auf meine Ansprachen gab, waren nicht klar, woher sie kamen."
 ma fu detto,"Es wurde uns gesagt,"
" «A man destra per la riva con noi venite, e troverete il passo possibile a salir persona viva","Kommen Sie mit uns zur rechten Seite entlang der Wand, und Sie werden einen passenden Punkt für jemanden finden, der geht."
" E s’io non fossi impedito dal sasso che la cervice mia superba doma, onde portar convienmi il viso basso, ","Wenn es nicht dieser Stein wäre, der mich zerquetscht, um mich zu zwingen, meinen Kopf niedrig zu halten, wäre ich frei, mein Gesicht mit Stolz aufzurichten."
" cotesti, ch’ancor vive e non si noma, guardere’ io, per veder s’i’ ’l conosco, e per farlo pietoso a questa soma","Ich würde diese lebende Person untersuchen, die anonym bleibt, in der Hoffnung, sie zu erkennen und mein Leid zu beenden."
 Io fui latino e nato d’un gran Tosco,"Ich wurde aus einem großen Toskana geboren, mit italienischen Ursprüngen."
 Guiglielmo Aldobrandesco fu mio padre,Wilhelm Aldobrandeschi war der Vater von mir.
 non so se ’l nome suo già mai fu vosco,Kennen Sie seinen Namen nicht?
" L’antico sangue e l’opere leggiadre d’i miei maggior mi fer sì arrogante, ","Das große Erbe meiner Abstammung, bestehend aus früheren berühmten Leistungen, machte mich zu stolz."
" che, non pensando a la comune madre, ogn’ uomo ebbi in despetto tanto avante, ch’io ne mori’, ","Ich starb an meiner verabscheuungswürdigen Einstellung gegenüber jedem einzelnen, ohne unsere gemeinsame Herkunft in Betracht zu ziehen."
" come i Sanesi sanno, e sallo in Campagnatico ogne fante","Die Kinder von Campagnatico wissen, wie alle Seneser, dass..."
 Io sono Omberto,"Ich bin Omberto, ein stolzer Name."
" e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno",Mein Stolz hat niemanden meiner Familie verschont und ihnen einen großen Schaden zugefügt.
" E qui convien ch’io questo peso porti per lei, tanto che a Dio si sodisfaccia, poi ch’io nol fe’ tra ’ vivi, qui tra ’ morti»","Es ist notwendig, dass ich diese Last um seinetwillen trage, bis Gott es für angebracht hält, hier inmitten der Toten, weil ich es unter den Lebenden nicht konnte."
 Ascoltando chinai in giù la faccia,"Ich schaute leiser zu, als ich zuhörte."
" e un di lor, non questi che parlava, si torse sotto il peso che li ’mpaccia, e videmi e conobbemi e chiamava, ","Einer von ihnen, anders als der, der mit mir redete, neigte sich unter den schweren Fels, der sie in seinem Griff festhielt, und starrte mir in die Augen und rief: ""Kennst du ihn?"" Das ist er!"
 tenendo li occhi con fatica fisi a me che tutto chin con loro andava,"Mit großer Anstrengung schaute ich mich an, als ich zwischen ihnen hin und her gebeugt war."
" «Oh», diss’ io lui, ",Es war wunderschön! Es war wunderschön! Ich rief begeistert aus.
" «non se’ tu Oderisi, l’onor d’Agobbio e l’onor di quell’ arte ch’alluminar chiamata è in Parisi?»","Würdest du nicht Oderisi sein, Gubbios Ruhm und die Art von Kunst, die in Paris als ""Miniatur"" bezeichnet wird?"
" «Frate», diss’ elli, «più ridon le carte che pennelleggia Franco Bolognese",Sind die von Franco Bolognese dekorierten Codes besser zu schätzen?
" l’onore è tutto or suo, e mio in parte","Die Ehre liegt in erster Linie bei Ihnen, aber auch nur teilweise bei mir."
" Ben non sare’ io stato sì cortese mentre ch’io vissi, per lo gran disio de l’eccellenza ove mio core intese","In meinem Leben, wegen der großen Sehnsucht nach Exzellenz, die mein Herz nährte, wäre ich nicht so höflich gewesen."
 Di tal superbia qui si paga il fio,Diese Arroganz wird hier bestraft.
" e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio","Hätte ich den Blick nicht auf Gott gerichtet, als ich noch Sünden begehen konnte, wäre ich jetzt nicht hier."
 Oh vana gloria de l’umane posse,Das ist die Eleganz und Macht der menschlichen Fähigkeiten.
" com’ poco verde in su la cima dura, se non è giunta da l’etati grosse","Wie wenig Grün ist auf diesem Zweig geblieben, jetzt, da die Jahrzehnte vergangen sind."
" Credette Cimabue ne la pittura tener lo campo, e ora ha Giotto il grido, sì che la fama di colui è scura","Cimabue dachte, er wäre der beste in der Malerei, aber jetzt Giotto übertroffen seine Popularität."
 Così ha tolto l’uno a l’altro Guido la gloria de la lingua,Guido hat einem anderen namens Guido sein Lob für seine Sprachkenntnisse weggenommen.
 e forse è nato chi l’uno e l’altro caccerà del nido,Und vielleicht ist der Gewinner von uns beiden schon da.
" Non è il mondan romore altro ch’un fiato di vento, ch’or vien quinci e or vien quindi, e muta nome perché muta lato","Der irdische Ruhm ist wie ein Windhauch, der nach dem Land, aus dem er stammt, Richtung und Namen ändert."
" Che voce avrai tu più, se vecchia scindi da te la carne, che se fossi morto anzi che tu lasciassi il ‘pappo’ e ’l ‘dindi’, pria che passin mill’ anni? ch’è più corto spazio a l’etterno, ch’un muover di ciglia al cerchio che più tardi in cielo è torto","Denkst du, wenn du im ehrwürdigen Alter eines Ältesten stirbst, wäre dein Ruhm größer als der, den du hättest, wenn du als Kind gestorben wärst? Tausend Jahre ist ein unbedeutender Zeitabschnitt im Vergleich zur Ewigkeit und ist weniger dauerhaft als der Blitz eines Flügelschlags im Vergleich zu dem langsamen Himmelsmotorrad?"
" Colui che del cammin sì poco piglia dinanzi a me, Toscana sonò tutta","Er war nicht in jedem Zaun der Toskana unbekannt, dass der Mann vor mir stand und sich mit einem unsicheren Schritt bewegte."
" e ora a pena in Siena sen pispiglia, ond’ era sire quando fu distrutta la rabbia fiorentina, che superba fu a quel tempo sì com’ ora è putta","Es ist lange her, seit der Name des Herrn in Siena mit Autorität erklang, als Florenz in seiner Herrlichkeit war und noch nicht so korrupt war wie heute."
" La vostra nominanza è color d’erba, che viene e va, e quei la discolora per cui ella esce de la terra acerba»","Euer Ruhm ist wie eine Blume, die erscheint und verschwindet, wenn die Sonne die neuen Hoffnungen ans Licht bringt."
 E io a lui,Ich aber ihm.
" «Tuo vero dir m’incora bona umiltà, e gran tumor m’appiani","Deine aufrichtigen Worte geben mir eine wohltuende Demut, während sie meinen übermäßigen Stolz verringern."
 ma chi è quei di cui tu parlavi ora?»,Wen hast du vorhin gesprochen?
" «Quelli è», rispuose, «Provenzan Salvani","Er sagte: ""Provenzan Salvani ist der da."""
 ed è qui perché fu presuntüoso a recar Siena tutta a le sue mani,"Er war hier, um zu versuchen, Siena unter seine eigene Kontrolle mit Kühnheit zu stellen."
" Ito è così e va, sanza riposo, poi che morì","Seit er weg ist, ist er unaufhaltsam weitergefahren und hat nie aufgehört."
 cotal moneta rende a sodisfar chi è di là troppo oso»,"Wer zu viel auf der Erde gewagt hat, wird mit einer Strafe bestraft werden."
 E io,Ich hatte Angst vor ihm.
" «Se quello spirito ch’attende, pria che si penta, l’orlo de la vita, qua giù dimora e qua sù non ascende, ","Wenn diese Zeit groß ist, wird sie nie den Ruf eines seligen Mannes haben. Wär eine Seele, die für ihre Sünden Buße tun muss, bis zum Augenblick des Todes, dem Antipurgatorium überlassen, statt während der gesamten Dauer ihres Lebens in das Fegefeuer zu gelangen, und diese wird lange dauern, so wird ihr die Betrachtung des ""Glücklichen"" nie verliehen werden."
" se buona orazïon lui non aita, prima che passi tempo quanto visse, come fu la venuta lui largita?»","Wie wurde ihm außer einem inbrünstigen Gebet gestattet, hierher zu kommen?"
" «Quando vivea più glorïoso», disse, «liberamente nel Campo di Siena, ogne vergogna diposta, s’affisse","Er sagte, dass er am Höhepunkt seiner Größe jedes Gefühl der Verlegenheit beiseite lege und sich entschließe, den Platz des Campus in Siena zu betreten."
" e lì, per trar l’amico suo di pena, ch’e’ sostenea ne la prigion di Carlo, si condusse a tremar per ogne vena","Um seinen Freund, den Gefangenen von Carlo d'Anjou, zu befreien, unterwarf er sich einer unehrlichen Demütigung."
" Più non dirò, e scuro so che parlo","Ich werde meine Ausstellung nicht weiter verschieben, und ich weiß, dass ich nicht klar war."
" ma poco tempo andrà, che ’ tuoi vicini faranno sì che tu potrai chiosarlo","Ihre Mitbürger werden nicht lange brauchen, bis Sie die Möglichkeit haben, es selbst zu erleben."
 Quest’ opera li tolse quei confini»,Dank dieser Aktion hatte er sofort Zugang zum Rahmen.
" Di pari, come buoi che vanno a giogo, m’andava io con quell’ anima carca, fin che ’l sofferse il dolce pedagogo","Ich ging neben dieser Seele, die mit dem Gewicht des Felsbrockens beladen war, wie zwei Rinder, die am Joch befestigt waren, bis Virgil es zuließ."
 Ma quando disse,...in diesem Moment sagte er ...
 «Lascia lui e varca,Mach weiter und lass los.
" ché qui è buono con l’ali e coi remi, quantunque può, ciascun pinger sua barca»","An diesem Ort sollte jeder sein Bestes tun, um sein Boot so weit wie möglich mit Segeln und Rudern zu navigieren."
" dritto sì come andar vuolsi rife’mi con la persona, avvegna che i pensieri mi rimanessero e chinati e scemi","Ich stellte meine Haltung wieder her, als würde ich gehen, aber meine Gefühle blieben demütig und gehorsam."
" Io m’era mosso, e seguia volontieri del mio maestro i passi, e amendue già mostravam com’ eravam leggeri","Ich ging mit meinem Mentor und wir waren beide entschlossen, in unsere Richtung zu gehen."
 ed el mi disse,Er erzählte mir
 «Volgi li occhi in giùe,Sieh nach unten.
" buon ti sarà, per tranquillar la via, veder lo letto de le piante tue»","Um deine Zukunft klarer zu sehen, solltest du dir Zeit nehmen, deine aktuelle Situation zu untersuchen."
" Come, perché di lor memoria sia, sovra i sepolti le tombe terragne portan segnato quel ch’elli eran pria, ","Wie sich ein Grabstein an einen Verstorbenen erinnert, tragen Tomberellas, wie die auf dem Boden ausgegrabenen Grabsteine auf ihren Deckeln das Bild der verstorbenen Lieben tragen."
" onde lì molte volte si ripiagne per la puntura de la rimembranza, che solo a’ pïi dà de le calcagne","Gewöhnlich ist die Sehnsucht der Geliebten ein schmerzliches Gefühl für gottesfürchtige Menschen, die Erinnerungen beschwören."
" sì vid’ io lì, ma di miglior sembianza secondo l’artificio, figurato quanto per via di fuor del monte avanza","So sah ich den eingravierten Steinrahmen, der von der Seite des Berges ausragte, ein Werk von großer Präzision, das auf die Hände des Herrn zurückzuführen ist."
" Vedea colui che fu nobil creato più ch’altra creatura, giù dal cielo folgoreggiando scender, da l’un lato","Auf der anderen Seite des Zimmers konnte ich das Erhabenste von allen sehen, von himmlischen Höhen unter dem Blitzschlag stürzen."
" Vedëa Brïareo fitto dal telo celestïal giacer, da l’altra parte, grave a la terra per lo mortal gelo","Auf der anderen Seite konnte ich Briareus sehen, der vom Blitz des Jupiters getroffen und vom Tod erschüttert wurde, mit seinem unbewegten Körper."
" Vedea Timbreo, vedea Pallade e Marte, armati ancora, intorno al padre loro, mirar le membra d’i Giganti sparte","Ich beobachtete Apollo, Athene und Mars noch um ihren Vater Jupiter bewaffnet, während sie die verstreuten Glieder der Riesen betrachteten."
" Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che ’n Sennaàr con lui superbi fuoro","Nembrod, der in seinen Gedanken verloren war, stand am Rande der gewaltigen Arbeit, die er in Sennaar geleistet hatte; und er blickte auf die Menge, die ihn umgab und mit der er einst die Herrlichkeit genossen hatte."
" O Nïobè, con che occhi dolenti vedea io te segnata in su la strada, tra sette e sette tuoi figliuoli spenti","O Niobe, mit Traurigkeit sah ich dich in den Weg gemeißelt, umgeben von deinen vierzehn getöteten Kindern."
" O Saùl, come in su la propria spada quivi parevi morto in Gelboè, che poi non sentì pioggia né rugiada","O Saul, als ob du aus einem tödlichen Schlaf herausgekommen wärst, daselbst in der Bildhauerei, und dein Schwert zu Gilboah gehalten hättest; da fiel nichts mehr als ein absolutes Schweigen."
" O folle Aragne, sì vedea io te già mezza ragna, trista in su li stracci de l’opera che mal per te si fé","Die traurige Aracne, teilweise verwandelt in Spinne, war verwirrt, um den Lumpen der Leinwand zu sehen, die sie erstellt hatte und mit der sie sich selbst-beschädigt hatte."
" O Roboàm, già non par che minacci quivi ’l tuo segno","Rehabeam, deine Anwesenheit ist hier nicht einschüchternd."
" ma pien di spavento nel porta un carro, sanza ch’altri il cacci","Sie sah verängstigt aus, wurde von einem Wagen geschleppt und es war, als würde niemand sie verfolgen."
 Mostrava ancor lo duro pavimento come Almeon a sua madre fé caro parer lo sventurato addornamento,"Der scharfe Boden bezeugte immer noch, wie Alcmeon seiner Mutter die unglückliche Halskette als von großem Wert erscheinen ließ."
" Mostrava come i figli si gittaro sovra Sennacherìb dentro dal tempio, e come, morto lui, quivi il lasciaro","Die Söhne Sanheribs waren für seinen Tod verantwortlich, als sie in den Tempel kamen und ihn angriffen; danach verließen sie seinen Leib."
" Mostrava la ruina e ’l crudo scempio che fé Tamiri, quando disse a Ciro","Dass Tamiri ihn verlassen würde, enthüllte die Verwüstung und das schreckliche Schicksal, zu dem er Cyrus verurteilt hatte, als er ihm mitteilte, dass er ihn verlassen wolle."
" «Sangue sitisti, e io di sangue t’empio»","""Du hast nach Blut gesehnt und ich habe dich gesättigt."""
" Mostrava come in rotta si fuggiro li Assiri, poi che fu morto Oloferne, e anche le reliquie del martiro","Die Assyrer offenbarten, wie sie in Unordnung flohen, nachdem Holoferne getötet wurde, und auch sein Stamm, der vom Haupt abgeschnitten war, blieb."
 Vedeva Troia in cenere e in caverne,"Ich sah, wie Troja von Asche und Ruinen zerstört wurde."
" o Ilïón, come te basso e vile mostrava il segno che lì si discerne","offIlio, die Skulptur, die Sie da draußen sehen, wird mit Demütigung und Feigheit gezeigt."
 Qual di pennel fu maestro o di stile che ritraesse l’ombre e ’ tratti ch’ivi mirar farieno uno ingegno sottile? ,"Gab es jemals einen Meister der Kunst, der Figuren und Szenen erschaffen konnte, die auch den anspruchsvollsten Kritiker hier im Jenseits verzaubern würden?"
 Morti li morti e i vivi parean vivi,"Die Verstorbenen sahen so aus, und die Lebenden schienen am Leben zu sein."
" non vide mei di me chi vide il vero, quant’ io calcai, fin che chinato givi","Wer die Realität gesehen hat, hat sie nicht besser wahrgenommen als ich, bis ich die geschnitzten Szenen, die ich mit Füßen getreten habe, genau beobachtet habe."
" Or superbite, e via col viso altero, figliuoli d’Eva, e non chinate il volto sì che veggiate il vostro mal sentero","Dann seid stolz, Töchter Evas, und fahrt mit eurem hohen Kopf fort, ohne die Augen zu verneigen, um euer böses Gewand zu bewundern."
" Più era già per noi del monte vòlto e del cammin del sole assai più speso che non stimava l’animo non sciolto, ","Wir hatten mehr Zeit auf dem Berg gewandert und mehr Stunden gebraucht, als ich erwartet hatte, konzentriert wie ich war."
" quando colui che sempre innanzi atteso andava, cominciò","Der, der mit wachsamen Augen voranging, sagte zu mir:"
 «Drizza la testa,"Um den Himmel zu sehen, hüpft er seine Augen an der Festung hoch."
 non è più tempo di gir sì sospeso,nicht mehr mit dem unteren Kopf fortfahren
 Vedi colà un angel che s’appresta per venir verso noi,Dort nähert sich uns ein Engel.
 vedi che torna dal servigio del dì l’ancella sesta,"Die sechste Stunde kehrt zurück, nachdem sie ihre Aufgabe während des Tages erfüllt hat."
" Di reverenza il viso e li atti addorna, sì che i diletti lo ’nvïarci in suso","Bewahre eine würdige und ehrbare Einstellung in deinem Gesicht und in deinen Bewegungen, damit wir uns erheben."
 pensa che questo dì mai non raggiorna»,"Stell dir vor, dieser Tag sei einzigartig und unwiederholbar."
" Io era ben del suo ammonir uso pur di non perder tempo, sì che ’n quella materia non potea parlarmi chiuso","Ich war an diese Empfehlungen gewöhnt, um keine Zeit zu verschwenden, also konnte er zu diesem Thema keine kryptische Sprache mit mir verwenden."
" A noi venìa la creatura bella, biancovestito e ne la faccia quale par tremolando mattutina stella","Die wunderschöne Kreatur ging auf uns zu, in ein kahles Kleid eingewickelt, und ihr Gesicht funkelte wie ein Stern am Morgen."
" Le braccia aperse, e indi aperse l’ale",Er streckte seine Arme aus und breitete seine Flügel aus.
 disse,Sie sagte:
 «Venite,"Hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier, hier!"
" qui son presso i gradi, e agevolemente omai si sale","Die Stufen sind sehr nah, und es ist einfach, hinaufzugehen"
 A questo invito vegnon molto radi,Nur wenige Menschen nehmen diese Bitte an.
" o gente umana, per volar sù nata, perché a poco vento così cadi?»","""Männer, warum wollt ihr durch jeden Windhauch nach unten fallen, anstatt mit euren mächtigen Flügeln hoch zu fliegen?"""
 Menocci ove la roccia era tagliata,"Er brachte uns dorthin, wo das Felsplateau gegraben worden war."
 quivi mi batté l’ali per la fronte,Er schlug mich mit seinen Flügeln an die Stirn
 poi mi promise sicura l’andata,Dann versprach er mir einen sicheren Weg.
" Come a man destra, per salire al monte dove siede la chiesa che soggioga la ben guidata sopra Rubaconte, ","Folgen Sie der rechten Seite, um den Gipfel zu erreichen, wo er steht, majestätisch und feierlich, die Kirche, die die charmante Stadt unter Rubaconte überragt."
 si rompe del montar l’ardita foga per le scalee che si fero ad etade ch’era sicuro il quaderno e la doga,"Dank des Baus einer Treppe in Zeiten, in denen die Fahrt mit dem Heft und dem Zoll sicherer war, als die steile Wand zu klettern, wurde die Treppe zugänglicher."
 così s’allenta la ripa che cade quivi ben ratta da l’altro girone,"Auf diese Weise wird die Bergwand, die steil vom anderen Rahmen abstürzt, zuvorkommender."
 ma quinci e quindi l’alta pietra rade,der majestätische Felsen ist von beiden Seiten umgeben
" Noi volgendo ivi le nostre persone, ‘Beati pauperes spiritu’ voci cantaron sì, che nol diria sermone","In dem Moment, als wir anfingen, unseren Aufstieg zu beginnen, haben einige Stimmen ""Selig die armen Geister"" getönt, mit einer Melodie, die so wunderbar ist, dass es unmöglich ist, sie mit Worten gerecht zu werden."
 Ahi quanto son diverse quelle foci da l’infernali,Welch ein Gegensatz zwischen diesen Passagen und denen der Hölle!
" ché quivi per canti s’entra, e là giù per lamenti feroci","Anstatt fröhliche Lieder zu singen, hört man hier unten nur verzweifelte Klagen."
" Già montavam su per li scaglion santi, ed esser mi parea troppo più lieve che per lo pian non mi parea davanti","Ich fühlte mich, als ob ich fliegen würde, während wir die heilige Treppe hinaufstiegen, und ich fühlte mich, als wäre ich viel leichter, als wenn ich noch in der Ebene war."
 Ond’ io,:Als nächstes sagte ich:
" «Maestro, dì, ","Maestro, teile deine Gedanken mit mir."
" qual cosa greve levata s’è da me, che nulla quasi per me fatica, andando, si riceve?»","Welche Last habe ich losgelassen, so daß ich leicht vorankommen kann?"
 Rispuose,Er hat geantwortet.
" «Quando i P che son rimasi ancor nel volto tuo presso che stinti, saranno, com’ è l’un, del tutto rasi, ","dann wird auch dein Herz befreit werden, wenn die P, die auf deiner Stirn überschwemmt bleiben, jetzt still sind, wie die erste verschwindet, so wird auch dein Herz die Ruhe wiedererlangen."
" fier li tuoi piè dal buon voler sì vinti, che non pur non fatica sentiranno, ma fia diletto loro esser sù pinti»","Dein guter Wille wird dir beim Klettern eine große Hilfe sein, so daß deine Füße nicht müde werden, sondern Freude daran, neue Höhen zu erreichen."
" Allor fec’ io come color che vanno con cosa in capo non da lor saputa, se non che ’ cenni altrui sospecciar fanno","Ich ahmte diejenigen nach, die mit einem Ziel vorgingen, das sie nicht erkannten, es sei denn, andere taten Gesten, um ihnen die Bedeutung vorzustellen."
" per che la mano ad accertar s’aiuta, e cerca e truova e quello officio adempie che non si può fornir per la veduta","Die Hand geht zu überprüfen, was nicht gesehen werden kann, und erfüllt die notwendige Aufgabe."
 e con le dita de la destra scempie trovai pur sei le lettere che ’ncise quel da le chiavi a me sovra le tempie,"Mit der rechten Hand streckte ich meine Finger aus und entdeckte nur sechs Briefe, die über beiden Bügeln eingraviert waren, die der Schutzengel hinterlassen hatte."
" a che guardando, il mio duca sorrise","Als mein Meister all das betrachtete, lächelte er mit Freuden."
" Noi eravamo al sommo de la scala, dove secondamente si risega lo monte che salendo altrui dismala",".Wir waren auf dem Gipfel des Berges, der sich von den Sünden befreit mit einer zweiten Unterbrechung in der vertikalen Flucht."
" Ivi così una cornice lega dintorno il poggio, come la primaia",Ein Rahmenring umgürtet den Berg wie der erste.
 se non che l’arco suo più tosto piega,Sein Umfang ist kleiner.
 Ombra non lì è né segno che si paia,"Es gibt kein Gemälde, keine Skulptur."
 parsi la ripa e parsi la via schietta col livido color de la petraia,"Die Wand des Berges und die Straße sind poliert, mit einem blauen Farbton des Felsens."
" «Se qui per dimandar gente s’aspetta», ragionava il poeta, «io temo forse che troppo avrà d’indugio nostra eletta»","Virgilio dachte: ""Ich fürchte, wenn ich zu lange bei unserer Wahl bleibe, könnte es nutzlos sein, jemanden zu warten, um die Frage zu stellen."""
 Poi fisamente al sole li occhi porse,Er fing die Sonne mit Intensität an.
" fece del destro lato a muover centro, e la sinistra parte di sé torse",und machte Stifte an seinem rechten Bein und drehte die linke Seite seines Leibes.
" «O dolce lume a cui fidanza i’ entro per lo novo cammin, tu ne conduci», dicea, «come condur si vuol quinc’ entro","Wenn ich mich diesem süßen Licht anvertraue, gehe ich in die Dunkelheit dieses Ortes und fahre mich richtig, sagte er."
" Tu scaldi il mondo, tu sovr’ esso luci",Du bringst Wärme und Licht in die Welt.
" s’altra ragione in contrario non ponta, esser dien sempre li tuoi raggi duci»","Wenn es keine gute Motivation gibt, in eine andere Richtung zu gehen, müssen deine Vorsätze befolgt werden."
" Quanto di qua per un migliaio si conta, tanto di là eravam noi già iti, con poco tempo, per la voglia pronta","zu besuchen Wir hatten uns bewegt, was eine Meile auf der Erde entspricht, mit Eifer, um in kurzer Zeit zu erkunden."
" e verso noi volar furon sentiti, non però visti, spiriti parlando a la mensa d’amor cortesi inviti","Ohne sie zu sehen, hörten wir Gespenster, die vor Ort geflogen waren, und sie luden freundlicherweise ein, am Wohltätigkeitstisch teilzunehmen."
" La prima voce che passò volando ‘Vinum non habent’ altamente disse, ","""Es gibt keinen Wein!"" rief die erste Stimme, die in den Himmel fiel."
 e dietro a noi l’andò reïterando,Er folgte uns und wiederholte dieselben Worte.
" E prima che del tutto non si udisse per allungarsi, un’altra ‘I’ sono Oreste’ passò gridando, ","Bevor Oreste aus der Entfernung verschlungen wurde, ging ein anderer vorbei und schrie: ""Ich bin's, Oreste!"""
 e anco non s’affisse,Und das ging auch weiter.
" «Oh», diss’ io, ","Ich rief aus: ""Oh!"""
" «padre, che voci son queste?»","Dad, was sind das für Geräusche?"
" E com’ io domandai, ecco la terza dicendo","SeineSobald ich eine Frage stellte, siehe, da ging auch der dritte Teil mit seinen Ideen ein."
 ‘Amate da cui male aveste’,"Erinnert euch an die, die euch Unrecht getan haben, und zeigt ihnen Liebe."
 E ’l buon maestro,:Der nette Meister sagte:
" «Questo cinghio sferza la colpa de la invidia, e però sono tratte d’amor le corde de la ferza","Dieser Rahmen stellt die Strafe des Neids dar, und die Mittel zur Bestrafung stammen aus Liebe."
 Lo fren vuol esser del contrario suono,Die Bremse hat eine entgegengesetzte Richtung.
