id,Original,Translate
597," non stringer, ma rallarga ogne vigore"," non frenare, ma anzi rafforza ogni tua energia"
598," Tu se’ omai al purgatorio giunto",Sei giunto ormai al Purgatorio
599," vedi là il balzo che ’l chiude dintorno"," vedi là la parete rocciosa che lo cinge tutt'attorno"
600," vedi l’entrata là ’ve par digiunto"," vedi l'ingresso, nel punto in cui essa sembra spaccata"
601," Dianzi, ne l’alba che procede al giorno, quando l’anima tua dentro dormia, sovra li fiori ond’ è là giù addorno venne una donna, -","Poco fa, sul far dell'alba che precede il giorno, quando eri profondamente addormentato, una donna venne in quel luogo laggiù adornato di fiori "
602," e disse",e disse
603," “I’ son Lucia"," ""Io sono Lucia"
604," lasciatemi pigliar costui che dorme"," lasciate che io prenda costui che dorme"
605," sì l’agevolerò per la sua via”"," lo aiuterò a compiere il suo cammino"""
606," Sordel rimase e l’altre genti forme",Sordello e le altre nobili anime rimasero là
607," ella ti tolse, e come ’l dì fu chiaro, sen venne suso"," ella ti prese e, non appena fu giorno, venne quassù"
608," e io per le sue orme"," e io la seguii"
609," Qui ti posò, ma pria mi dimostraro li occhi suoi belli quella intrata aperta","Ti depose qui, ma prima i suoi begli occhi mi mostrarono quell'ingresso"
610," poi ella e ’l sonno ad una se n’andaro»"," poi se ne andò insieme al tuo sonno»"
611," A guisa d’uom che ’n dubbio si raccerta e che muta in conforto sua paura, poi che la verità li è discoperta, mi cambia’ io","Come un uomo che, nel dubbio, si rassicura e muta la sua paura in conforto, dopo che gli è stata svelata la verità, così divenni io"
612," e come sanza cura vide me ’l duca mio, su per lo balzo si mosse, e io di rietro inver’ l’altura"," e non appena il maestro mi vide senza preoccupazioni, si avviò verso la parete rocciosa e io lo seguii in alto"
613," Lettor, tu vedi ben com’ io innalzo la mia matera, e però con più arte non ti maravigliar s’io la rincalzo","O lettore, tu vedi bene come io innalzo la materia del mio canto, perciò non stupirti se io la rafforzo con un'arte più raffinata"
614," Noi ci appressammo, ed eravamo in parte che là dove pareami prima rotto, ","Noi ci avvicinammo ed eravamo al punto in cui là dove prima mi sembrava che la parete fosse rotta, "
615," pur come un fesso che muro diparte, vidi una porta, e tre gradi di sotto per gire ad essa, di color diversi, ","proprio come un muro attraversato da una crepa, vidi una porta, e sotto di essa tre gradini per salire ad essa, di diversi colori, "
616," e un portier ch’ancor non facea motto",e un angelo guardiano che non diceva nulla
617," E come l’occhio più e più v’apersi, vidil seder sovra ’l grado sovrano, tal ne la faccia ch’io non lo soffersi","E spingendo in là lo sguardo, vidi che l'angelo sedeva sopra l'ultimo gradino, con un volto tale che non potei guardarlo"
618," e una spada nuda avëa in mano, che reflettëa i raggi sì ver’ noi, ch’io drizzava spesso il viso in vano","aveva in mano una spada sguainata, che rifletteva i raggi verso di noi al punto che io, spesso, guardavo senza vedere nulla"
619," «Dite costinci che volete voi?», cominciò elli a dire, ","Egli iniziò a dire «Dite da lì cosa volete voi? "
620," «ov’ è la scorta? Guardate che ’l venir sù non vi nòi»"," chi vi ha condotti qui? Badate che il salire non vi arrechi danno»"
621," «Donna del ciel, di queste cose accorta», rispuose ’l mio maestro a lui, «pur dianzi ne disse","Il mio maestro gli rispose «Una donna del cielo, esperta di queste cose, poco fa ci disse"
622," “Andate là quivi è la porta”»"," ""Andate, là c'è la porta""»"
623," «Ed ella i passi vostri in bene avanzi», ricominciò il cortese portinaio",Il cortese guardiano riprese «Ed ella possa aiutarvi a proseguire felicemente
624," «Venite dunque a’ nostri gradi innanzi»"," venite dunque avanti lungo i gradini»"
625," Là ne venimmo",Andammo là
626," e lo scaglion primaio bianco marmo era sì pulito e terso, ch’io mi specchiai in esso qual io paio"," il primo gradino era di marmo bianco, così pulito e lucido che io mi ci specchiai tale quale io appaio"
627," Era il secondo tinto più che perso, d’una petrina ruvida e arsiccia, crepata per lo lungo e per traverso","Il secondo era di colore assai scuro, fatto di pietra ruvida e riarsa, screpolata nel senso della lunghezza e della larghezza"
628," Lo terzo, che di sopra s’ammassiccia, porfido mi parea, sì fiammeggiante come sangue che fuor di vena spiccia","Il terzo, che è più alto di tutti, mi sembrava di porfido ed era così fiammeggiante  che sembrava sangue che zampilla da una vena"
629," Sovra questo tenëa ambo le piante l’angel di Dio sedendo in su la soglia che mi sembiava pietra di diamante","L'angelo di Dio teneva su questo gradino entrambi i piedi, sedendo sulla soglia che mi sembrava fatta di diamante"
630," Per li tre gradi sù di buona voglia mi trasse il duca mio, dicendo","Il mio maestro mi spinse su per i tre gradini, cosa che accettai volentieri, dicendo"
631," «Chiedi umilemente che ’l serrame scioglia»"," «Chiedi umilmente che ti apra la porta»"
632," Divoto mi gittai a’ santi piedi",Io mi gettai con devozione davanti ai santi piedi dell'angelo
633," misericordia chiesi e ch’el m’aprisse, ma tre volte nel petto pria mi diedi"," chiesi misericordia e che mi aprisse, ma prima mi colpii tre volte il petto"
634," Sette P ne la fronte mi descrisse col punton de la spada, ","Con la punta della spada mi incise sette P sulla fronte, "
635," e «Fa che lavi, quando se’ dentro, queste piaghe» disse","e «Fa' in modo di cancellare queste piaghe, quando sarai dentro» disse"
636," Cenere, o terra che secca si cavi, d’un color fora col suo vestimento",La sua veste era di colore identico alla cenere o alla terra secca appena scavata
637," e di sotto da quel trasse due chiavi"," di sotto ad essa tirò fuori due chiavi"
638," L’una era d’oro e l’altra era d’argento",Una era d'oro e l'altra d'argento
639," pria con la bianca e poscia con la gialla fece a la porta sì, ch’i’ fu’ contento"," usò prima quella argentea e poi quella dorata per aprire la porta, accontentandomi"
640," «Quandunque l’una d’este chiavi falla, che non si volga dritta per la toppa», diss’ elli a noi, ","Egli ci disse «Ogni qual volta una di queste chiavi non funziona e non si gira come si deve nella toppa, "
641," «non s’apre questa calla",questa porta non si apre
642," Più cara è l’una",Quella d'oro è più preziosa
643," ma l’altra vuol troppa d’arte e d’ingegno avanti che diserri, perch’ ella è quella che ’l nodo digroppa"," ma l'altra richiede molta arte e ingegno per aprire, perché è quella che scioglie il nodo"
644," Da Pier le tegno",Le ho ricevute da san Pietro
645," e dissemi ch’i’ erri anzi ad aprir ch’a tenerla serrata, pur che la gente a’ piedi mi s’atterri»"," e lui mi disse che dovevo sbagliare ad aprire la porta, piuttosto che a tenerla chiusa, purché i penitenti mi si gettino ai piedi»"
646," Poi pinse l’uscio a la porta sacrata, dicendo","Poi spinse il battente della sacra porta, dicendo"
647," «Intrate"," «Entrate"
648," ma facciovi accorti che di fuor torna chi ’n dietro si guata»"," ma vi avverto che chi si volta a guardare indietro, torna fuori»"
649," E quando fuor ne’ cardini distorti li spigoli di quella regge sacra, che di metallo son sonanti e forti, ","E quando gli spigoli di quella porta sacra, fatti di metallo massiccio, furono girati nei loro cardini, "
650," non rugghiò sì né si mostrò sì acra Tarpëa, come tolto le fu il buono Metello, per che poi rimase macra","emisero uno stridore più forte  della rupe Tarpea, non appena le fu sottratto il buon Metello, per cui poi fu privata del suo tesoro"
651," Io mi rivolsi attento al primo tuono, e ‘Te Deum laudamus’ mi parea udire in voce mista al dolce suono","Io mi feci attento al primo suono e mi sembrava di udire l'inno Te Deum laudamus, con una voce mista a un dolce suono"
652," Tale imagine a punto mi rendea ciò ch’io udiva, qual prender si suole quando a cantar con organi si stea","Ciò che udivo mi dava la stessa impressione che si ha di solito quando si eseguono canti alternati alla musica dell'organo, "
653," ch’or sì or no s’intendon le parole","quando le parole si sentono ora sì, ora no"
655," Poi fummo dentro al soglio de la porta che ’l mal amor de l’anime disusa, ","Dopo aver varcato la soglia della porta che l'amore male indirizzato delle anime fa cadere in disuso, "
656," perché fa parer dritta la via torta, sonando la senti’ esser richiusa","perché fa sembrare dritta la via tortuosa del peccato, sentii che si richiuse per lo stridore"
657," e s’io avesse li occhi vòlti ad essa, qual fora stata al fallo degna scusa? "," e se io mi fossi voltato a guardarla, quale scusa sarebbe stata degna di un tale errore?"
658," Noi salavam per una pietra fessa, che si moveva e d’una e d’altra parte, sì come l’onda che fugge e s’appressa"," Noi salivamo lungo una via scavata nella roccia, che procedeva tortuosamente come un'onda che si avvicina e si allontana"
659," «Qui si conviene usare un poco d’arte», cominciò ’l duca mio, «in accostarsi or quinci, or quindi al lato che si parte»","Il mio maestro disse «Qui dobbiamo usare un po' di ingegno, avvicinandoci ora da una parte, ora dall'altra, alle rientranze»"
660," E questo fece i nostri passi scarsi, tanto che pria lo scemo de la luna rigiunse al letto suo per ricorcarsi, ","E questo ci costrinse a procedere con tale lentezza, che la parte in ombra della luna toccò l'orizzonte per tramontare, "
661," che noi fossimo fuor di quella cruna",prima che noi fossimo fuori da quella via
662," ma quando fummo liberi e aperti sù dove il monte in dietro si rauna, ","ma quando ci trovammo liberi da ogni impaccio, là dove il monte si allarga a formare la prima Cornice, "
663," ïo stancato e amendue incerti di nostra via, ","io affaticato ed entrambi incerti sul cammino da intraprendere, "
664," restammo in su un piano solingo più che strade per diserti",restammo su quel ripiano solitario come una strada nel deserto
665," Da la sua sponda, ove confina il vano, al piè de l’alta ripa che pur sale, misurrebbe in tre volte un corpo umano","Dal margine esterno della Cornice, dove c'è il vuoto, fino ai piedi della parete rocciosa del monte, c'è una larghezza che corrisponde a tre corpi umani"
666," e quanto l’occhio mio potea trar d’ale, or dal sinistro e or dal destro fianco, questa cornice mi parea cotale","e per quanto io gettassi lo sguardo a destra e a sinistra, fin dove esso arrivava, la Cornice mi sembrava identica"
667," Là sù non eran mossi i piè nostri anco, quand’ io conobbi quella ripa intorno che dritto di salita aveva manco, ","Noi non avevamo ancora mosso i piedi, quando mi accorsi che tutt'intorno alla parete, nel punto  in cui essa era meno ripida, "
668," esser di marmo candido e addorno d’intagli sì, che non pur Policleto, ma la natura lì avrebbe scorno","c'erano delle sculture di marmo bianco e finemente intagliato, in modo tale che non solo Policleto, ma la stessa natura ne sarebbe vinta"
669," L’angel che venne in terra col decreto de la molt’ anni lagrimata pace, ch’aperse il ciel del suo lungo divieto, ","L'angelo  che venne in Terra col decreto della pace  sospirata per tanti anni, e che aprì il Cielo dopo un lungo divieto, "
670," dinanzi a noi pareva sì verace quivi intagliato in un atto soave, che non sembiava imagine che tace","sembrava così reale davanti a noi, scolpito in un gesto soave, che non sembrava un'immagine silenziosa"
671," Giurato si saria ch’el dicesse ‘Ave’","Si sarebbe giurato che egli dicesse Ave, "
672," perché iv’ era imaginata quella ch’ad aprir l’alto amor volse la chiave",perché era raffigurata anche colei  che girò la chiave per aprire l'alto amore di Dio
673," e avea in atto impressa esta favella ‘Ecce ancilla Deï’, propriamente come figura in cera si suggella","e nel suo atteggiamento sembrava che dicesse Ecce ancilla Dei, in modo così veritiero come una figura impressa sulla cera"
674," «Non tener pur ad un loco la mente», disse ’l dolce maestro, che m’avea da quella parte onde ’l cuore ha la gente","«Non guardare solo in un punto», mi disse il dolce maestro che mi aveva dalla parte dove le persone hanno il cuore"
675," Per ch’i’ mi mossi col viso, e vedea di retro da Maria, da quella costa onde m’era colui che mi movea, un’altra storia ne la roccia imposta","Allora io mossi lo sguardo e vidi che oltre Maria, sul lato della parete dove avevo Virgilio , era scolpita un'altra storia"
676," per ch’io varcai Virgilio, e fe’mi presso, acciò che fosse a li occhi miei disposta"," allora io superai Virgilio e mi accostai, per vederla meglio con i miei occhi"
677," Era intagliato lì nel marmo stesso lo carro e ’ buoi, traendo l’arca santa, per che si teme officio non commesso","Lì nel marmo era intagliato il carro e i buoi che portavano l'Arca Santa, per la quale si ha timore di svolgere un compito non affidato"
678," Dinanzi parea gente","Davanti c'era della gente "
679," e tutta quanta, partita in sette cori, a’ due mie’ sensi faceva dir l’un ‘No’, l’altro ‘Sì, canta’","e tutta quanta, divisa in sette cori, induceva il mio udito a dire «Non canta», mentre la mia vista diceva «Sì, canta»"
680," Similemente al fummo de li ’ncensi che v’era imaginato, li occhi e ’l naso e al sì e al no discordi fensi","In modo analogo, il fumo dell'incenso lì raffigurato rendeva discordi i miei occhi  e il mio naso "
681," Lì precedeva al benedetto vaso, trescando alzato, l’umile salmista, e più e men che re era in quel caso","L'Arca Santa era preceduta dall'umile autore di Salmi , che danzava con la veste alzata, e in quell'occasione era più e meno che un re"
682," Di contra, effigïata ad una vista d’un gran palazzo, Micòl ammirava sì come donna dispettosa e trista","Di fronte a lui, affacciata alla finestra di un gran palazzo, Micòl osservava stupita, come una donna indispettita e corrucciata"
683," I’ mossi i piè del loco dov’ io stava, per avvisar da presso un’altra istoria, che di dietro a Micòl mi biancheggiava","Io mi mossi dal punto dove mi trovavo, per guardare da vicino un'altra storia che oltre Micòl biancheggiava nel marmo"
684," Quiv’ era storïata l’alta gloria del roman principato, il cui valore mosse Gregorio a la sua gran vittoria","Qui era raffigurata l'alta gloria dell'imperatore romano, la cui virtù spinse Gregorio a ottenere la grande vittoria"
685," i’ dico di Traiano imperadore",mi riferisco all'imperatore Traiano
686," e una vedovella li era al freno, di lagrime atteggiata e di dolore"," e una vedova era accanto al suo cavallo, in lacrime e addolorata nel suo aspetto"
687," Intorno a lui parea calcato e pieno di cavalieri, e l’aguglie ne l’oro sovr’ essi in vista al vento si movieno","Intorno a lui sembrava pieno di cavalieri, e le aquile imperiali in campo d'oro, su di essi, si muovevano al vento"
688," La miserella intra tutti costoro pareva dir","La povera donna, tra tutti questi, sembrava dire"
689," «Segnor, fammi vendetta di mio figliuol ch’è morto, ond’ io m’accoro»"," «Signore, rendimi giustizia per mio figlio che è stato ucciso, cosa per cui soffro»"
690," ed elli a lei rispondere",e lui rispose a lei
691," «Or aspetta tanto ch’i’ torni»"," «Aspetta fin quando sarò tornato»"
692," e quella"," e quella,"
693," «Segnor mio», "," «Mio signore,"
694," come persona in cui dolor s’affretta, "," come una persona in cui il dolore incalza"
695," «se tu non torni?»",e se tu non dovessi tornare?»
696," ed ei"," e lui"
697," «Chi fia dov’ io, la ti farà»"," «Chi sarà al mio posto, esaudirà la tua richiesta»"
698," ed ella"," e lei"
699," «L’altrui bene a te che fia, se ’l tuo metti in oblio?»"," «Il bene fatto da un altro che gioverà a te, se dimentichi il tuo dovere?»"
700," ond’ elli",allora lui
701," «Or ti conforta"," «Ora stai tranquilla"
702," ch’ei convene ch’i’ solva il mio dovere anzi ch’i’ mova"," infatti, è necessario che io faccia il mio dovere prima di partire"
703," giustizia vuole e pietà mi ritene»"," lo vuole la giustizia e la pietà mi trattiene qui»"
704," Colui che mai non vide cosa nova produsse esto visibile parlare, novello a noi perché qui non si trova","Dio, che non vide mai qualcosa di nuovo, produsse questi dialoghi percepibili con la vista, che ci sembra incredibile in quanto qui, sulla Terra, non esiste"
705," Mentr’ io mi dilettava di guardare l’imagini di tante umilitadi, e per lo fabbro loro a veder care, ","Mentre io traevo piacere a osservare l'immagine di tanti esempi di umiltà, preziosi per l'artista che li ha prodotti,"
706," «Ecco di qua, ma fanno i passi radi», "," «Ecco che arrivano di qua molte anime, che però camminano a passi lenti"
707," mormorava il poeta, "," il poeta mormorava"
708," «molte genti questi ne ’nvïeranno a li alti gradi»"," questi ci indirizzeranno alle altre Cornici»"
709," Li occhi miei, ch’a mirare eran contenti per veder novitadi ond’ e’ son vaghi, volgendosi ver’ lui non furon lenti","I miei occhi, che erano contenti di osservare per vedere cose nuove di cui erano desiderosi, non furono lenti a volgersi verso di lui"
710," Non vo’ però, lettor, che tu ti smaghi di buon proponimento per udire come Dio vuol che ’l debito si paghi","Non voglio però, o lettore, che tu ti distolga dal tuo buon proposito sentendo in che modo Dio vuole che si sconti la colpa"
711," Non attender la forma del martìre",Non concentrare l'attenzione sulla forma della pena
712," pensa la succession"," pensa a ciò che la seguirà "
713," pensa ch’al peggio oltre la gran sentenza non può ire"," pensa che, nel peggiore dei casi, non può protrarsi oltre il Giudizio Finale"
714," Io cominciai",Io iniziai
715," «Maestro, quel ch’io veggio muovere a noi, non mi sembian persone, e non so che, sì nel veder vaneggio»"," «Maestro, ciò che vedo muovere verso di noi non mi sembrano anime umane, e non so cosa sia, a tal punto non distinguo bene con la vista»"
716," Ed elli a me",E lui a me
717," «La grave condizione di lor tormento a terra li rannicchia, sì che ’ miei occhi pria n’ebber tencione"," «La grave condizione della loro pena li fa curvare a terra, così che anche il mio sguardo prima era incerto"
718," Ma guarda fiso là, e disviticchia col viso quel che vien sotto a quei sassi","Ma guarda attentamente in là, e con gli occhi separa ciò che sta sotto dai massi che stanno sopra"
719," già scorger puoi come ciascun si picchia»"," già puoi vedere come ciascuno di loro si batte il petto»"
720," O superbi cristian, miseri lassi, che, de la vista de la mente infermi, fidanza avete ne’ retrosi passi, ","O superbi cristiani, poveri infelici con la mente ottenebrata, che avete fiducia nei vostri passi rivolti all'indietro, "
721," non v’accorgete voi che noi siam vermi nati a formar l’angelica farfalla, ","non vi accorgete che noi siamo dei vermi, destinati a formare una farfalla angelica "
722," che vola a la giustizia sanza schermi? Di che l’animo vostro in alto galla, ","che vola senza intralci alla giustizia divina?A che titolo il vostro animo insuperbisce, "
723," poi siete quasi antomata in difetto, sì come vermo in cui formazion falla? ","e poi siete simili ad insetti mal formati, proprio come un verme che non si è del tutto sviluppato?"
724," Come per sostentar solaio o tetto, per mensola talvolta una figura si vede giugner le ginocchia al petto, ","Come talvolta si vede una figura  che unisce la ginocchia al petto, per sostenere un soffitto o un tetto a mo' di mensola, "
725," la qual fa del non ver vera rancura nascere ’n chi la vede","la quale attraverso la finzione fa nascere un vero affanno a chi la vede, "
726," così fatti vid’ io color, quando puosi ben cura","fatti così vidi io quei penitenti, quando li osservai attentamente"
727," Vero è che più e meno eran contratti secondo ch’avien più e meno a dosso","A dire il vero, erano più o meno curvati a seconda del macigno che avevano sulle spalle"
728," e qual più pazïenza avea ne li atti, piangendo parea dicer","e quello che nell'atteggiamento sembrava più paziente, pareva dire piangendo"
729," ‘Più non posso’",'Non posso sopportare oltre'
731," «O Padre nostro, che ne’ cieli stai, non circunscritto, ma per più amore ch’ai primi effetti di là sù tu hai, ","«O Padre nostro, che sei nei Cieli, non limitato da essi, ma per il maggiore amore che provi per le tue prime creature,"
732," laudato sia ’l tuo nome e ’l tuo valore da ogne creatura, com’ è degno di render grazie al tuo dolce vapore","sia lodato il tuo nome e la tua potenza da ogni creatura, come è giusto rendere grazie alla tua dolce sapienza"
733," Vegna ver’ noi la pace del tuo regno, ché noi ad essa non potem da noi, s’ella non vien, con tutto nostro ingegno","Venga per noi la pace del tuo regno, poiché noi non possiamo salire ad essa con le nostre forze, se non ci viene data, anche se ci impegniamo in ogni modo"
734," Come del suo voler li angeli tuoi fan sacrificio a te, cantando osanna, così facciano li uomini de’ suoi","Come i tuoi angeli fanno sacrificio a te della loro volontà, cantando 'osanna', così facciano gli uomini della loro"
735," Dà oggi a noi la cotidiana manna, sanza la qual per questo aspro diserto a retro va chi più di gir s’affanna","Dacci oggi la nostra manna quotidiana, senza la quale in questo aspro deserto  chi più cerca di avanzare, tanto più cammina a ritroso"
736," E come noi lo mal ch’avem sofferto perdoniamo a ciascuno, e tu perdona benigno, e non guardar lo nostro merto","E come noi perdoniamo a ciascuno le offese subìte, anche tu perdona a noi, benevolo, e non guardare i nostri meriti"
737," Nostra virtù che di legger s’adona, non spermentar con l’antico avversaro, ma libera da lui che sì la sprona","Non mettere alla prova con il demonio la nostra virtù, che si abbatte facilmente, ma liberaci da lui che la stimola in tal modo"
738," Quest’ ultima preghiera, segnor caro, già non si fa per noi, ché non bisogna, ma per color che dietro a noi restaro»","Quest'ultima preghiera, Signore caro, non la facciamo per noi, che non ne abbiamo bisogno, ma per coloro che abbiamo lasciato tra i vivi»"
739," Così a sé e noi buona ramogna quell’ ombre orando, andavan sotto ’l pondo, simile a quel che talvolta si sogna, ","Così quelle ombre, pregando per noi un buon augurio, andavano sotto il peso , simile a quello che a volte si sogna, "
740," disparmente angosciate tutte a tondo e lasse su per la prima cornice, purgando la caligine del mondo","tormentate in misura diversa, tutte in tondo e prostrate lungo la I Cornice, purgando le tracce dei loro peccati terreni"
741," Se di là sempre ben per noi si dice, di qua che dire e far per lor si puote da quei c’hanno al voler buona radice? ","Se in Purgatorio quelle anime dicono sempre bene per noi, sulla Terra cosa si può dire e fare per loro da parte di quelli che sono disposti al bene?"
742," Ben si de’ loro atar lavar le note che portar quinci, sì che, mondi e lievi, possano uscire a le stellate ruote","Certo bisogna aiutarli a lavare i loro peccati che portano dalla Terra, cosicché, purificati e lavati, possano salire al Cielo"
743," «Deh, se giustizia e pietà vi disgrievi tosto, sì che possiate muover l’ala, che secondo il disio vostro vi lievi, ","«Orsù, possa la giustizia e la pietà sgravarvi presto, così che possiate muovere le ali e sollevarvi secondo il vostro desiderio"
744," mostrate da qual mano inver’ la scala si va più corto","mostrateci da quale parte si va più rapidamente alla scala "
745," e se c’è più d’un varco, quel ne ’nsegnate che men erto cala"," e se c'è più di un accesso, mostrateci quello che sale meno ripido"
746," ché questi che vien meco, per lo ’ncarco de la carne d’Adamo onde si veste, al montar sù, contra sua voglia, è parco»","infatti questi che mi segue, a causa del peso del corpo che ha con sé, è lento a salire pur contro il suo volere»"
747," Le lor parole, che rendero a queste che dette avea colui cu’ io seguiva, non fur da cui venisser manifeste",Non fu chiaro da chi venissero le parole che furono date in risposta a queste dette dal mio maestro
748," ma fu detto",ma ci fu detto
749," «A man destra per la riva con noi venite, e troverete il passo possibile a salir persona viva"," «Venite con noi verso destra lungo la parete, e troverete il varco percorribile a una persona viva"
750," E s’io non fossi impedito dal sasso che la cervice mia superba doma, onde portar convienmi il viso basso, ","E se io non fossi impedito dal sasso che piega il mio collo superbo, per cui sono costretto a tenere il viso basso, "
751," cotesti, ch’ancor vive e non si noma, guardere’ io, per veder s’i’ ’l conosco, e per farlo pietoso a questa soma","guarderei costui che è ancora vivo e non dice il proprio nome, per vedere se lo conosco e renderlo pietoso del mio tormento"
752," Io fui latino e nato d’un gran Tosco",Io fui italiano e nacqui da un grande Toscano
753," Guiglielmo Aldobrandesco fu mio padre"," mio padre fu Guglielmo Aldobrandeschi"
754," non so se ’l nome suo già mai fu vosco"," non so se avete mai sentito il suo nome"
755," L’antico sangue e l’opere leggiadre d’i miei maggior mi fer sì arrogante, ","L'antico lignaggio e le grandi opere dei miei antenati mi resero così arrogante, "
756," che, non pensando a la comune madre, ogn’ uomo ebbi in despetto tanto avante, ch’io ne mori’, ","che, non pensando alla comune origine, disprezzai ogni uomo a tal punto che io morii, "
757," come i Sanesi sanno, e sallo in Campagnatico ogne fante","come ben sanno i Senesi, e come sa ogni bambino a Campagnatico"
758," Io sono Omberto",Io sono Omberto
759," e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno"," e la superbia non reca danno solo a me, in quanto ha coinvolto nel suo male tutti i miei congiunti"
760," E qui convien ch’io questo peso porti per lei, tanto che a Dio si sodisfaccia, poi ch’io nol fe’ tra ’ vivi, qui tra ’ morti»","Ed è necessario che porti questo peso a causa sua, finché a Dio piacerà, qui tra i morti, poiché non lo feci tra vivi»"
761," Ascoltando chinai in giù la faccia",Mentre ascoltavo chinai in giù il viso
762," e un di lor, non questi che parlava, si torse sotto il peso che li ’mpaccia, e videmi e conobbemi e chiamava, "," e uno di loro, non questo che mi parlava, si piegò sotto il macigno che li opprime, e mi guardò, mi riconobbe e mi chiamò, "
763," tenendo li occhi con fatica fisi a me che tutto chin con loro andava"," tenendo con fatica gli occhi fissi su di me, che andavo con loro tutto chinato"
764," «Oh», diss’ io lui, "," «Oh» gli dissi,"
765," «non se’ tu Oderisi, l’onor d’Agobbio e l’onor di quell’ arte ch’alluminar chiamata è in Parisi?»"," «non sei forse Oderisi, l'onore di Gubbio e di quell'arte che a Parigi è chiamata 'enluminer'?»"
766," «Frate», diss’ elli, «più ridon le carte che pennelleggia Franco Bolognese"," «Fratello», disse «sono più apprezzati i codici che decora Franco Bolognese"
767," l’onore è tutto or suo, e mio in parte"," l'onore è tutto suo e mio solo in parte"
768," Ben non sare’ io stato sì cortese mentre ch’io vissi, per lo gran disio de l’eccellenza ove mio core intese","Certo io non sarei stato così cortese quand'ero vivo, per il grande desiderio di eccellenza cui era proteso il mio cuore"
769," Di tal superbia qui si paga il fio",Qui si sconta la pena di questa superbia
770," e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio"," e non sarei qui, se quando potevo ancora peccare non mi fossi rivolto a Dio"
771," Oh vana gloria de l’umane posse",Oh gloria vana delle capacità umane
772," com’ poco verde in su la cima dura, se non è giunta da l’etati grosse"," quanto poco rimane verde sul ramo, se non è seguita da età decadenti"
773," Credette Cimabue ne la pittura tener lo campo, e ora ha Giotto il grido, sì che la fama di colui è scura","Cimabue credette di primeggiare nella pittura, mentre ora è Giotto il maestro e ha oscurato la sua fama"
774," Così ha tolto l’uno a l’altro Guido la gloria de la lingua","allo stesso modo Guido  ha tolto all'altro Guido  la gloria della lingua, "
775," e forse è nato chi l’uno e l’altro caccerà del nido",e forse è già nato chi li vincerà entrambi
776," Non è il mondan romore altro ch’un fiato di vento, ch’or vien quinci e or vien quindi, e muta nome perché muta lato","La fama terrena non è altro che un alito di vento, che ora spira da una parte e ora dall'altra, e cambia nome a seconda della direzione"
777," Che voce avrai tu più, se vecchia scindi da te la carne, che se fossi morto anzi che tu lasciassi il ‘pappo’ e ’l ‘dindi’, pria che passin mill’ anni? ch’è più corto spazio a l’etterno, ch’un muover di ciglia al cerchio che più tardi in cielo è torto","Credi di avere una fama maggiore se muori da vecchio, invece di essere morto quando ancora parlavi in modo infantile, prima che siano trascorsi mille anni? Questo è un tempo brevissimo rispetto all'eternità, più breve di un batter di ciglia rispetto al movimento del cielo che si muove più lentamente"
778," Colui che del cammin sì poco piglia dinanzi a me, Toscana sonò tutta","Colui che cammina a passi lenti davanti a me, un tempo era noto in tutta la Toscana"
779," e ora a pena in Siena sen pispiglia, ond’ era sire quando fu distrutta la rabbia fiorentina, che superba fu a quel tempo sì com’ ora è putta"," ora a malapena si sussurra il suo nome a Siena, di cui era signore quando la rabbia fiorentina fu distrutta , che a quel tempo era superba come ora è volta alla corruzione"
780," La vostra nominanza è color d’erba, che viene e va, e quei la discolora per cui ella esce de la terra acerba»","La vostra fama è come il verde dell'erba, che va e viene, ed è cancellato dal sole che fa spuntare l'erba stessa dalla terra»"
781," E io a lui",E io a lui
782," «Tuo vero dir m’incora bona umiltà, e gran tumor m’appiani"," «Le tue vere parole mi ispirano buona umiltà, e abbassano il mio grande orgoglio"
783," ma chi è quei di cui tu parlavi ora?»"," ma chi è quello di cui parlavi poco fa?»"
784," «Quelli è», rispuose, «Provenzan Salvani"," Rispose «Quello è Provenzan Salvani"
785," ed è qui perché fu presuntüoso a recar Siena tutta a le sue mani"," ed è qui perché ebbe la presunzione di ridurre Siena in suo potere"
786," Ito è così e va, sanza riposo, poi che morì",Da quando è morto ha camminato così  e continua senza riposo
787," cotal moneta rende a sodisfar chi è di là troppo oso»"," sconta questa pena colui che sulla Terra ha troppo osato»"
788," E io",E io
789," «Se quello spirito ch’attende, pria che si penta, l’orlo de la vita, qua giù dimora e qua sù non ascende, "," «Se quello spirito che attende a pentirsi in punto di morte, deve sostare nell'Antipurgatorio e non sale in Purgatorio per tutto il tempo che durò la sua vita, "
790," se buona orazïon lui non aita, prima che passi tempo quanto visse, come fu la venuta lui largita?»"," a meno che una buona preghiera non lo aiuti, in che modo gli fu permesso di venire qui?»"
791," «Quando vivea più glorïoso», disse, «liberamente nel Campo di Siena, ogne vergogna diposta, s’affisse"," «Quando era al culmine della potenza», disse, «liberamente si mise in piazza del Campo a Siena , messa da parte ogni vergogna"
792," e lì, per trar l’amico suo di pena, ch’e’ sostenea ne la prigion di Carlo, si condusse a tremar per ogne vena","e lì, per riscattare dalla prigionia il suo amico che era stato catturato da Carlo d'Angiò, si sottopose a una tremenda umiliazione"
793," Più non dirò, e scuro so che parlo",Non dirò di più e so di parlare in modo oscuro
