Original,Translate_es_1
" onde Torquato e Quinzio, che dal cirro negletto fu nomato, i Deci e ’ Fabi ebber la fama che volontier mirro","Torquato y Quinzio Cincinnato, conocidos como llamados a causa de su copa desordenada, así como Deci y Fabi han alcanzado una fama que me complace honrar."
" Esso atterrò l’orgoglio de li Aràbi che di retro ad Anibale passaro l’alpestre rocce, Po, di che tu labi","La humildad sirvió a los cartagineses que, acompañados de Aníbal, cruzaron los Alpes y bajaron hacia ti, o río Po."
 Sott’ esso giovanetti trïunfaro Scipïone e Pompeo,"Escipión y Pompeyo triunfaron, mientras todavía eran jóvenes, debajo de él."
 e a quel colle sotto ’l qual tu nascesti parve amaro,Hubo una dolorosa sensación en la colina bajo la cual naciste.
" Poi, presso al tempo che tutto ’l ciel volle redur lo mondo a suo modo sereno, Cesare per voler di Roma il tolle","Cuando el Cielo decidió ordenar el Universo a Su imagen, César asumió como emblema el águila para dar una señal de la voluntad de Roma."
" E quel che fé da Varo infino a Reno, Isara vide ed Era e vide Senna e ogne valle onde Rodano è pieno","Vio lo que hizo a lo largo del Varo hasta el Rin el Isère, el Loira, el Sena y cada valle del Ródano."
" Quel che fé poi ch’elli uscì di Ravenna e saltò Rubicon, fu di tal volo, che nol seguiteria lingua né penna","Una vez que salió de Ravenna, después de pasar el Rubicón, sus acciones fueron tan rápidas que la lengua y la pluma no podían transmitirlas."
" Inver’ la Spagna rivolse lo stuolo, poi ver’ Durazzo, e Farsalia percosse sì ch’al Nil caldo si sentì del duolo",Movió las tropas desde España hasta Durazzo y atacó a Farsálo de tal manera que también tembló el soleado Nilo.
" Antandro e Simeonta, onde si mosse, rivide e là dov’ Ettore si cuba","El águila volaba sobre el puerto de Antandro, siguiendo el curso del río Simoenta del que había salido anteriormente, y la tumba de Ettore que se levantaba en el campo circundante."
 e mal per Tolomeo poscia si scosse,"Entonces retomó el camino a Egipto, con desastrosas repercusiones en Tolomeo."
 Da indi scese folgorando a Iuba,Juba fue golpeado por un rayo cuando bajó del cielo contra él.
" onde si volse nel vostro occidente, ove sentia la pompeana tuba","Desde allí se dirigió hacia el oeste del planeta, donde podía oír las trompetas de los romanos de Pompeya."
" Di quel che fé col baiulo seguente, Bruto con Cassio ne l’inferno latra, e Modena e Perugia fu dolente",Bruto y Casio siguen gritando en la profundidad del infierno como recuerdo del gesto realizado contra el sucesor de Cesaro. Perugia y Módena han sido probadas dolorosamente.
" Piangene ancor la trista Cleopatra, che, fuggendoli innanzi, dal colubro la morte prese subitana e atra","La triste Cleopatra todavía llora, habiendo huido y puesto fin a su vida con una atroz muerte por medio de una serpiente."
 Con costui corse infino al lito rubro,"El águila, con Ottaviano envuelto, voló hasta el Mar Rojo."
" con costui puose il mondo in tanta pace, che fu serrato a Giano il suo delubro","Junto con él, trajo una gran paz por todo el mundo, lo que determinó el cierre del templo de Giano."
" Ma ciò che ’l segno che parlar mi face fatto avea prima e poi era fatturo per lo regno mortal ch’a lui soggiace, ","Lo que esa señal había hecho antes y luego haría por el reino humano que él sujetó,"
" diventa in apparenza poco e scuro, se in mano al terzo Cesare si mira con occhio chiaro e con affetto puro","Se vuelve insignificante en comparación con lo que hizo con el tercer soberano, si se considera cuidadosamente y honestamente."
" ché la viva giustizia che mi spira, li concedette, in mano a quel ch’i’ dico, gloria di far vendetta a la sua ira","la grandeza de Tiberio fue reconocida cuando, inspirado por el poder divino, fue capaz de restaurar la justicia castigando el pecado primigenio"
 Or qui t’ammira in ciò ch’io ti replìco,Recibe un gran aprecio por lo que añado ahora
 poscia con Tito a far vendetta corse de la vendetta del peccato antico,"Después, Tito se movió rápidamente para exigir la pena del viejo error."
" E quando il dente longobardo morse la Santa Chiesa, sotto le sue ali Carlo Magno, vincendo, la soccorse","Carlomagno salvó a la Santa Iglesia gracias a la ayuda del águila, venciendo a los Longobardos en una lucha violenta."
" Omai puoi giudicar di quei cotali ch’io accusai di sopra e di lor falli, che son cagion di tutti vostri mali",Ahora es posible examinar el comportamiento de esas personas que he condenado antes y su responsabilidad por causar todos sus problemas.
" L’uno al pubblico segno i gigli gialli oppone, e l’altro appropria quello a parte, sì ch’è forte a veder chi più si falli","Algunos apoyan los lirios amarillos de la casa de Francia como contrapartida del símbolo imperial, mientras que otros lo reclaman por su facción política; es difícil determinar qué parte comete más un error."
" Faccian li Ghibellin, faccian lor arte sott’ altro segno, ché mal segue quello sempre chi la giustizia e lui diparte","Los Ghibellini deberían emprender una política bajo otro emblema, ya que la división de la justicia a menudo se utiliza incorrectamente."
" e non l’abbatta esto Carlo novello coi Guelfi suoi, ma tema de li artigli ch’a più alto leon trasser lo vello","Carlos II de Anjou puede no tener miedo de los Guelfos, pero tenga cuidado de temer sus garras que han demostrado tener la fuerza suficiente para desollar leones más salvajes y poderosos que él."
" Molte fïate già pianser li figli per la colpa del padre, e non si creda che Dio trasmuti l’armi per suoi gigli","Los hijos a menudo tienen que afrontar por completo las consecuencias de las acciones de sus padres, Carlos no debería esperar que Dios transmute sus lirios en otra marca."
 Questa picciola stella si correda d’i buoni spirti che son stati attivi perché onore e fama li succeda,En este diminuto globo terrestre se reúnen colores que han trabajado duro para demostrar su valor y adquirir una consideración familiar.
" e quando li disiri poggian quivi, sì disvïando, pur convien che i raggi del vero amore in sù poggin men vivi","Cuando las aspiraciones se alejan de su propósito, es inevitable que el amor a Dios disminuya."
" Ma nel commensurar d’i nostri gaggi col merto è parte di nostra letizia, perché non li vedem minor né maggi","Si comparamos nuestros premios con nuestro mérito, podemos estar contentos porque no parecen ni insuficientes ni excesivos."
" Quindi addolcisce la viva giustizia in noi l’affetto sì, che non si puote torcer già mai ad alcuna nequizia","De este modo, la Providencia Divina se demora en hacer que nuestro espíritu nunca se dirija a desear cosas malas."
 Diverse voci fanno dolci note,Varias notas crean armonías dulces.
 così diversi scanni in nostra vita rendon dolce armonia tra queste rote,Nuestra felicidad variada crea una melodía encantadora en los cielos.
" E dentro a la presente margarita luce la luce di Romeo, di cui fu l’ovra grande e bella mal gradita","Romeo de Villanova, cuyo trabajo extraordinario ha sido descuidado, ilumina con su luz esta estrella."
 Ma i Provenzai che fecer contra lui non hanno riso,"Los provenzales, que se opusieron a él, no mostraron ninguna señal de gozo."
 e però mal cammina qual si fa danno del ben fare altrui,El que considera el daño propio las buenas acciones de los demás y se deja llevar por la envidia sigue el camino de la maldad.
" Quattro figlie ebbe, e ciascuna reina, Ramondo Beringhiere, e ciò li fece Romeo, persona umìle e peregrina","Gracias a la determinación de Romeo, un extranjero humildemente nacido, Raimondo Berengario tuvo cuatro hijas que todas se casarían con reyes."
" E poi il mosser le parole biece a dimandar ragione a questo giusto, ",Los chismes cortesanos le hicieron sentir la necesidad de poner de relieve el proceder de aquel justo.
" che li assegnò sette e cinque per diece, indi partissi povero e vetusto","Como Romeo aumentó los ingresos del estado, partió pobre y anciano."
" e se ’l mondo sapesse il cor ch’elli ebbe mendicando sua vita a frusto a frusto, assai lo loda, e più lo loderebbe»","Si el mundo supiera la grandeza de ánimo al aceptar corregir la necesidad pidiéndole limosna, lo ensalzaría aún más de lo que ahora hace."
" «Osanna, sanctus Deus sabaòth, superillustrans claritate tua felices ignes horum malacòth»","Alabado seas tú, oh santo Dios de los reinos, que arraigues desde arriba tu luz bendita sobre estas tierras."
" Così, volgendosi a la nota sua, fu viso a me cantare essa sustanza, sopra la qual doppio lume s’addua","Bailando al ritmo de su voz, me sentí como si estuviera cantando el alma de alguien, que brillaba con un esplendor doble."
" ed essa e l’altre mossero a sua danza, e quasi velocissime faville mi si velar di sùbita distanza","Se movían al unísono a ese ritmo, como chispas que se desvanecían rápidamente de mi vista por la distancia."
" Io dubitava e dicea ‘Dille, dille’ fra me, ","Me puse unas preguntas y me decía a mí misma: ""¡Habla, habla, habla!"""
"‘dille’ dicea, ‘a la mia donna che mi diseta con le dolci stille’","""Habla,"" exhortó, ""a mi dama, que refresca con las agradables gotas de sabiduría."""
" Ma quella reverenza che s’indonna di tutto me, pur per Be e per ice, mi richinava come l’uom ch’assonna","Sólo escuchando las palabras ""Bebé y ice,"" sentí tanta reverencia que me incliné la cabeza, como si estuviera dormido."
" Poco sofferse me cotal Beatrice e cominciò, raggiandomi d’un riso tal, che nel foco faria l’uom felice","Beatrice apenas aguantó mi condición y, con una sonrisa tan brillante que hizo que un hombre se alegrara en las llamas, empezó a hablar."
" «Secondo mio infallibile avviso, come giusta vendetta giustamente punita fosse, t’ha in pensier miso","Según mi opinión incuestionable, eres escéptico en cuanto a la posibilidad de que una venganza merecida sea debidamente castigada."
 ma io ti solverò tosto la mente,Creo que esta cuestión se resolverá en breve.
" e tu ascolta, ché le mie parole di gran sentenza ti faran presente","Escucha atentamente, porque mis palabras te revelarán una gran verdad."
" Per non soffrire a la virtù che vole freno a suo prode, quell’ uom che non nacque, dannando sé, dannò tutta sua prole","Aquel que, al no haber nacido, habría evitado a su voluntad un límite para su propio beneficio y al condenarse a sí mismo ha infligido un castigo a toda la raza humana."
" onde l’umana specie inferma giacque giù per secoli molti in grande errore, ","Durante tantos siglos, la humanidad permaneció en la Tierra bajo un grave error."
" fin ch’al Verbo di Dio discender piacque u’ la natura, che dal suo fattore s’era allungata, ","Hasta que el Hijo de Dios decidió descender a la Tierra y unir su naturaleza a la humanidad, que se había separado de su Creador."
 unì a sé in persona con l’atto sol del suo etterno amore,"Con la intervención única del Espíritu Santo, en una sola persona."
 Or drizza il viso a quel ch’or si ragiona,Escucha atentamente lo que tengo que decir.
" questa natura al suo fattore unita, qual fu creata, fu sincera e buona","Inicialmente, esta naturaleza humana era pura y sin pecado, teniendo una conexión con su Creador en el momento de la creación."
" ma per sé stessa pur fu ella sbandita di paradiso, però che si torse da via di verità e da sua vita","Debido al pecado original, se vio obligada a abandonar el Edén, abandonando el camino de la rectitud."
" La pena dunque che la croce porse s’a la natura assunta si misura, nulla già mai sì giustamente morse","Se puede decir que la cruz, como castigo, era estrictamente apropiada si se tienen en cuenta las tendencias intrínsecas de la naturaleza humana."
" e così nulla fu di tanta ingiura, guardando a la persona che sofferse, in che era contratta tal natura","Si uno se centra en la persona que tuvo que aguantar la situación y que estaba relacionada con la humanidad natural, fue verdaderamente injusto."
 Però d’un atto uscir cose diverse,Como consecuencia del mismo gesto se produjeron diversos resultados.
 ch’a Dio e a’ Giudei piacque una morte,Dios y los judíos tenían una misma opinión sobre la idea de la muerte.
 per lei tremò la terra e ’l ciel s’aperse,Un terremoto sacudió la Tierra y el cielo se abrió.
" Non ti dee oramai parer più forte, quando si dice che giusta vendetta poscia vengiata fu da giusta corte",Hay una razón clara por la cual se puede afirmar que una venganza razonable fue absuelta de justicia más tarde.
" Ma io veggi’ or la tua mente ristretta di pensiero in pensier dentro ad un nodo, del qual con gran disio solver s’aspetta","Observo que tu mente ahora es prisionera de un intrincado entrelazado, a quien expresa un gran deseo de liberarse."
 Tu dici,Tú afirmas
 “Ben discerno ciò ch’i’ odo,"""He entendido claramente lo que he oído."
" ma perché Dio volesse, m’è occulto, a nostra redenzion pur questo modo”",No entiendo por qué Dios escogió este camino para salvarnos.
" Questo decreto, frate, sta sepulto a li occhi di ciascuno il cui ingegno ne la fiamma d’amor non è adulto","Este principio, hermano, está oculto a los más que aún no han sido iluminados por el fuego del amor."
" Veramente, però ch’a questo segno molto si mira e poco si discerne, dirò perché tal modo fu più degno","Dadas las dificultades relacionadas con este tema, te explicaré por qué ese camino fue el más apropiado."
" La divina bontà, che da sé sperne ogne livore, ardendo in sé, sfavilla sì che dispiega le bellezze etterne","La bondad divina, que considera cada sentimiento de odio con repugnancia, resplandece dentro y expresa bellezas eternas."
" Ciò che da lei sanza mezzo distilla non ha poi fine, perché non si move la sua imprenta quand’ ella sigilla","Lo que es hecho por ella directamente no tiene límites, ya que su influencia, una vez que se ha impuesto el signo, no puede cambiar."
" Ciò che da essa sanza mezzo piove libero è tutto, perché non soggiace a la virtute de le cose nove","Lo que se deriva de ella es absolutamente no influenciado por las fuerzas celestiales, porque no sufre su virtud."
" Più l’è conforme, e però più le piace","Cuanto más encaja una criatura, más le gusta."
" ché l’ardor santo ch’ogne cosa raggia, ne la più somigliante è più vivace",La incandescencia divina que impregna todas las cosas es más fuerte en aquellas criaturas que le son más parecidas.
" Di tutte queste dote s’avvantaggia l’umana creatura, ",El ser humano posee todas estas cualidades.
" e s’una manca, di sua nobilità convien che caggia","Si una está ausente, inevitablemente falla su señoría."
" Solo il peccato è quel che la disfranca e falla dissimìle al sommo bene, per che del lume suo poco s’imbianca","El pecado es lo único que la aparta del bien supremo, perdiendo brillo a su luz y esclavizándola."
" e in sua dignità mai non rivene, se non rïempie, dove colpa vòta, contra mal dilettar con giuste pene","No puede arreglar sus culpas al encontrar lo que desea, sino que más bien debe mitigar su falta de dignidad con una condena apropiada por sus malos propósitos."
" Vostra natura, quando peccò tota nel seme suo, da queste dignitadi, come di paradiso, fu remota","La integridad de la humanidad se vio comprometida por el pecado original de Adán, privándonos así de la gloriosa dignidad y exilio del Edén."
" né ricovrar potiensi, se tu badi ben sottilmente, per alcuna via, sanza passar per un di questi guadi","No era posible restablecer tal rango, teniendo en cuenta la situación con prudencia, sino a través de una de las siguientes vías."
" o che Dio solo per sua cortesia dimesso avesse, o che l’uom per sé isso avesse sodisfatto a sua follia","Dios, en su benevolencia, podía conceder el perdón, o el hombre podía hacer las paces por su iniquidad."
" Ficca mo l’occhio per entro l’abisso de l’etterno consiglio, quanto puoi al mio parlar distrettamente fisso","Mantiene tu mirada en la eternidad de la justicia divina, agarrando con fuerza mi palabra."
" Non potea l’uomo ne’ termini suoi mai sodisfar, ","El hombre, por su naturaleza, nunca podía subir solo."
" per non potere ir giuso con umiltate obedïendo poi, quanto disobediendo intese ir suso","Puesto que no podía aceptar dócilmente las consecuencias del pecado, se hizo arrogante."
 e questa è la cagion per che l’uom fue da poter sodisfar per sé dischiuso,"Debido a esto, al hombre se le impidió intentar una reparación por sí mismo."
" Dunque a Dio convenia con le vie sue riparar l’omo a sua intera vita, dico con l’una, o ver con amendue","Por lo tanto, era indispensable que Dios apoyara al hombre en su existencia, de una manera u otra, o ambos."
" Ma perché l’ovra tanto è più gradita da l’operante, quanto più appresenta de la bontà del core ond’ ell’ è uscita, ",La obra le agrada mucho a quien la realiza cuando se expresa del bien que proviene de su corazón.
" la divina bontà che ’l mondo imprenta, di proceder per tutte le sue vie, a rilevarvi suso, fu contenta","el Señor, modelando el mundo a su semejanza, quiso usar ambos caminos para redimir."
" Né tra l’ultima notte e ’l primo die sì alto o sì magnifico processo, o per l’una o per l’altra, fu o fie",Nunca en la historia de la humanidad se ha visto tal gesto de grandeza o nunca lo será tanto en un sentido como en el otro.
" ché più largo fu Dio a dar sé stesso per far l’uom sufficiente a rilevarsi, che s’elli avesse sol da sé dimesso","Sus pecados Dios demostró mayor bondad al dar su vida para redimirse, en vez de simplemente perdonar sus pecados."
" e tutti li altri modi erano scarsi a la giustizia, se ’l Figliuol di Dio non fosse umilïato ad incarnarsi","Si el Hijo de Dios no hubiera bajado tomando un cuerpo humano, todos los demás medios habrían sido insuficientes para satisfacer la justicia divina."
" Or per empierti bene ogne disio, ritorno a dichiararti in alcun loco, perché tu veggi lì così com’ io","Para asegurarte de que entiendas con la misma claridad que yo, quiero aclarar cuidadosamente un detalle para cumplir tus deseos."
 Tu dici,lo que piensasExplica tus pensamientos
" “Io veggio l’acqua, io veggio il foco, l’aere e la terra e tutte lor misture venire a corruzione, e durar poco","""Constato que el agua, el fuego, el aire y la tierra - además de sus compuestos - están sujetos a la corrupción y no tienen una duración infinita."
 e queste cose pur furon creature,Estas criaturas son cosas de todos modos.
" per che, se ciò ch’è detto è stato vero, esser dovrien da corruzion sicure”","Si lo que se me ha dicho es correcto, entonces estas personas deben ser inmunes a la corrupción."
" Li angeli, frate, e ’l paese sincero nel qual tu se’, dir si posson creati, sì come sono, in loro essere intero","Los ángeles y el Cielo en el que tú, hermano, te encuentras existen en su totalidad."
 ma li alimenti che tu hai nomati e quelle cose che di lor si fanno da creata virtù sono informati,el aspecto exterior de lo que has mencionado y los componentes de los objetos han sido plasmados por la influencia del Cielo.
 Creata fu la materia ch’elli hanno,de DiosLos elementos de los cuales están compuestos fueron creados directamente por Dios.
 creata fu la virtù informante in queste stelle che ’ntorno a lor vanno,En estos astros orbitantes hay una virtud informativa que se ha creado.
 L’anima d’ogne bruto e de le piante di complession potenzïata tira lo raggio e ’l moto de le luci sante,El motor celestial que mueve las astros despierta el alma vegetativa y sensitiva en la materia capaz de tomar forma.
" ma vostra vita sanza mezzo spira la somma beninanza, e la innamora di sé sì che poi sempre la disira","En lugar de ser creada por la bondad divina, vuestra alma intelectual está enamorada de sí misma hasta el punto de desear ardientemente el regreso a este amor."
" E quinci puoi argomentare ancora vostra resurrezion, se tu ripensi come l’umana carne fessi allora che li primi parenti intrambo fensi»",Usted puede entender mejor su renacimiento carnal si considera que Dios creó el cuerpo humano junto con los primeros antepasados.
" Solea creder lo mondo in suo periclo che la bella Ciprigna il folle amore raggiasse, volta nel terzo epiciclo","Muchas culturas de la antigüedad tomaban el riesgo de considerar Venus, que movía en el espacio nevado del tercer Cielo, la responsable de la difusión de los sentimientos amorosos."
 per che non pur a lei faceano onore di sacrificio e di votivo grido le genti antiche ne l’antico errore,"En consecuencia, los pueblos antiguos, en la creencia errante del paganismo, no la honraban exclusivamente con ofrenda de sacrificios y promesas."
" ma Dïone onoravano e Cupido, quella per madre sua, questo per figlio, e dicean ch’el sedette in grembo a Dido","Pero también honraron a la madre Dión y a su hijo Cupido, afirmando que éste se había sentado en el reino de Didon."
 e da costei ond’ io principio piglio pigliavano il vocabol de la stella che ’l sol vagheggia or da coppa or da ciglio,"Por esta entidad venerada, por la que el nombre se utilizaba para describir el planeta que sigue o precede a la luz del sol en el horizonte."
 Io non m’accorsi del salire in ella,No me di cuenta de que subía al cielo.
 ma d’esservi entro mi fé assai fede la donna mia ch’i’ vidi far più bella,Me di cuenta de que estaba enamorado de ella cuando vi lo maravillosa que se había vuelto.
" E come in fiamma favilla si vede, e come in voce voce si discerne, quand’ una è ferma e altra va e riede, ","Como una chispa que brilla entre las llamas, o como la voz de un cantante levantada sobre la de otro,"
" vid’ io in essa luce altre lucerne muoversi in giro più e men correnti, al modo, credo, di lor viste interne","Al mirar en ese brillante cielo, noté otras luces que giraban a la misma velocidad, como si estuvieran disfrutando de un agradable momento interior."
" Di fredda nube non disceser venti, o visibili o no, tanto festini, ","Nunca de una fría nube habían bajado vientos tan rápidos, visibles o invisibles."
" che non paressero impediti e lenti a chi avesse quei lumi divini veduti a noi venir, lasciando il giro pria cominciato in li alti Serafini","que no parecieran frenados y lentos, a cualquiera que hubiera observado esos rayos de luz divinos dirigirse hacia nosotros, la danza que habían sido obligados a principio en el Primer Mobile era ahora sólo un recuerdo."
" e dentro a quei che più innanzi appariro sonava ‘Osanna’ sì, che unque poi di rïudir non fui sanza disiro","Cuando llegamos a las que parecían las más próximas, resuena un 'Hosanna' tan fuerte e intenso que me dejaba quedarme con el deseo de oírlo otra vez."
 Indi si fece l’un più presso a noi e solo incominciò,Un espíritu se acercó y empezó a discursar por sí mismo.
" «Tutti sem presti al tuo piacer, perché di noi ti gioi",Estamos encantados de satisfacer tus deseos para que puedas alegrarte con nuestra compañía.
" Noi ci volgiam coi principi celesti d’un giro e d’un girare e d’una sete, ai quali tu del mondo già dicesti","Nos movemos juntos, compartiendo la misma danza y el mismo movimiento deseado por Dios mientras bailamos con los Principados, como dijiste al mundo una vez."
 ‘Voi che ’ntendendo il terzo ciel movete’,"Con vuestra inteligencia, cread un acceso al Tercer Cielo."
" e sem sì pien d’amor, che, per piacerti, non fia men dolce un poco di quïete»","Estamos tan llenos de amor que, para complacerte, renunciamos con gusto a permanecer quietos por un tiempo más."
" Poscia che li occhi miei si fuoro offerti a la mia donna reverenti, ed essa fatti li avea di sé contenti e certi, ","Después de dar un saludo respetuoso a mi mujer y después de haberme dado una señal de aliento,"
" rivolsersi a la luce che promessa tanto s’avea, e «Deh, chi siete?» fue la voce mia di grande affetto impressa",Lamí con la mirada la luz que me había despertado tantas expectativas y pregunté con gran emoción ¿Quién eres?
" E quanta e quale vid’ io lei far piùe per allegrezza nova che s’accrebbe, quando parlai, a l’allegrezze sue","?Cómo noté que la luz se expandía y se hacía más brillante mientras hablaba, debido a la expansión de la felicidad añadida a la alegría preexistente?"
" Così fatta, mi disse","Después de convertirse en tal, me dijo"
 «Il mondo m’ebbe giù poco tempo,No he podido disfrutar durante mucho tiempo de la belleza del mundo.
" e se più fosse stato, molto sarà di mal, che non sarebbe","Si hubiera vivido más tiempo, mucho del mal que ocurriría no habría sucedido."
 La mia letizia mi ti tien celato che mi raggia dintorno e mi nasconde quasi animal di sua seta fasciato,"Mi felicidad que brilla a mi alrededor está escondida a tus ojos, como un animal envuelto en seda."
" Assai m’amasti, e avesti ben onde",Me has amado mucho y ha sido una gran elección.
" che s’io fossi giù stato, io ti mostrava di mio amor più oltre che le fronde","Si hubiera estado vivo, te habría revelado no sólo las señales de mi devoción."
" Quella sinistra riva che si lava di Rodano poi ch’è misto con Sorga, per suo segnore a tempo m’aspettava, ","He esperado mucho tiempo para gobernar esa orilla izquierda del Ródano, bañada por las aguas del Surga."
" e quel corno d’Ausonia che s’imborga di Bari e di Gaeta e di Catona, da ove Tronto e Verde in mare sgorga","El 'cuerno de Italia', con sus ciudades Bari, Gaeta y Catona, es una península en la que los ríos Tronto y Liri desembocan en el mar."
 Fulgeami già in fronte la corona di quella terra che ’l Danubio riga poi che le ripe tedesche abbandona,Ya llevaba orgullosamente la corona de la tierra que el Danubio lambó después de invadir las tierras alemanas.
" E la bella Trinacria, che caliga tra Pachino e Peloro, sopra ’l golfo che riceve da Euro maggior briga, ","La encantadora Sicilia, con sus velos de niebla que se extienden entre Pachino y Peloro, es besada por las perfumadas brisas del Scirocco en el Golfo."
" non per Tifeo ma per nascente solfo, ","En vez de por culpa de Tifeo, el gigante, el azufre fue la causa."
" attesi avrebbe li suoi regi ancora, nati per me di Carlo e di Ridolfo, ",Ella seguiría esperando a sus monarcas engendrados por mí a través de Carlos y Rodolfo.
" se mala segnoria, che sempre accora li popoli suggetti, non avesse mosso Palermo a gridar",dueloPalermo fue empujado a un grito de duelo debido al mal gobierno que provoca levantamientos populares.
" “Mora, mora”","Déjame ir, déjame ir."
" E se mio frate questo antivedesse, l’avara povertà di Catalogna già fuggeria, perché non li offendesse","?Si Roberto hubiera intuido esto, ¿habría evitado la avaricia típica de los catalanes para no hacerse daño?"
" ché veramente proveder bisogna per lui, o per altrui, sì ch’a sua barca carcata più d’incarco non si pogna","Es necesario que él u otra persona tome las riendas, de tal manera que evite más daño a su reino."
" La sua natura, che di larga parca discese, avria mestier di tal milizia che non curasse di mettere in arca»","El espíritu noble de sus antepasados liberales está contradicho por una naturaleza avara, pero su necesidad de tener soldados no sólo interesados en la ganancia requiere fuerzas adecuadas."
" «Però ch’i’ credo che l’alta letizia che ’l tuo parlar m’infonde, segnor mio, là ’ve ogne ben si termina e s’inizia, ","Creo que la gran satisfacción que me transmite tu discurso, mi señor, comienza y termina con todo bien."
" per te si veggia come la vegg’ io, grata m’è più","Los dos la compartimos, y tiene un significado especial para mí."
 e anco quest’ ho caro perché ’l discerni rimirando in Dio,Es una alegría para mí ver que miras a Dios.
" Fatto m’hai lieto, e così mi fa chiaro, poi che, parlando, a dubitar m’hai mosso com’ esser può, di dolce seme, amaro»","Me has hecho feliz, así que por favor deja las cosas claras, considerando que tus palabras me han hecho dudar de cómo puede suceder que un hijo sea menos dotado que su padre."
 Questo io a lui,Le dije eso.
 ed elli a me,Él me dio una respuesta.
" «S’io posso mostrarti un vero, a quel che tu dimandi terrai lo viso come tien lo dosso","Si yo te mostrara la verdad, tu duda se habría disipado y tú mirarías donde antes habías dado la espalda."
" Lo ben che tutto il regno che tu scandi volge e contenta, fa esser virtute sua provedenza in questi corpi grandi",".La Providencia, que crea beneficios reinando sobre todos los reinos que atraviesas, se hace fuerza operativa para iluminar estas estrellas."
" E non pur le nature provedute sono in la mente ch’è da sé perfetta, ma esse insieme con la lor salute","En la perfecta Mentalidad de Dios, no son sólo las diferentes esencias que se establecen, sino también su propósito."
" per che quantunque quest’ arco saetta disposto cade a proveduto fine, sì come cosa in suo segno diretta","Las influencias celestiales, como una flecha disparada por el arco de un cazador, tienen el objetivo exacto y exacto de su destino."
" Se ciò non fosse, il ciel che tu cammine producerebbe sì li suoi effetti, che non sarebbero arti, ma ruine",".Si no fuera así, el camino que realizas en el Cielo sería perjudicial en lugar de producir efectos beneficiosos."
" e ciò esser non può, se li ’ntelletti che muovon queste stelle non son manchi, e manco il primo, che non li ha perfetti","Si las inteligencias angélicas que mueven estas estrellas no fueran defectuosas y si ni siquiera el primer intelecto lo fuera, nada podría impedir que esto suceda."
 Vuo’ tu che questo ver più ti s’imbianchi?»,¿Necesitas más información sobre esto?
 E io,Me negué. Decliné la oferta.
" «Non già ché impossibil veggio che la natura, in quel ch’è uopo, stanchi»",Reconozco que la naturaleza no puede fallar en el cumplimiento de lo que es indispensable.
 Ond’ elli ancora,"Entonces, siguió adelante."
 «Or dì,Dime qué está pasando realmente.
" sarebbe il peggio per l’omo in terra, se non fosse cive?»",¿ Sería la existencia en la Tierra más difícil para el hombre si no tuviera ciudadanía?
" «Sì», rispuos’ io","Yo dije: ""Afirmativo."""
 «e qui ragion non cheggio»,No espero explicaciones al respecto.
" «E puot’ elli esser, se giù non si vive diversamente per diversi offici? ",¿Qué pasaría si en la Tierra cada uno no tuviera una función específica que desempeñar?
" Non, se ’l maestro vostro ben vi scrive»","No, si su maestro dice la verdad."
 Sì venne deducendo infino a quici,Estaba pensando en esto hasta aquí.
 poscia conchiuse,y luego conceruse
 «Dunque esser diverse convien di vostri effetti le radici,De ello se desprende que el origen de sus resultados es diferente.
" per ch’un nasce Solone e altro Serse, altro Melchisedèch e altro quello che, volando per l’aere, il figlio perse","He aquí la razón por la que algunos nacen como legisladores, otros como líderes, sacerdotes o ingenieros; al igual que el que perdió a un hijo mientras volaba en el cielo."
" La circular natura, ch’è suggello a la cera mortal, fa ben sua arte, ma non distingue l’un da l’altro ostello","La inteligencia divina, que da forma a la fragilidad de la vida humana, ejerce su capacidad pero no hace distinciones entre un núcleo familiar y otro."
 Quinci addivien ch’Esaù si diparte per seme da Iacòb,"Esaú es diferente de Jacob, su hermano, por esta razón."
" e vien Quirino da sì vil padre, che si rende a Marte","Así es como Rómulo, considerado hijo de Marte, puede ser descendiente de un padre tan modesto."
" Natura generata il suo cammino simil farebbe sempre a’ generanti, se non vincesse il proveder divino",".Si la divina Providencia no fuera más fuerte, la naturaleza producida seguiría un camino idéntico a los creadores."
 Or quel che t’era dietro t’è davanti,Lo que antes estaba a tus espaldas ahora está delante de ti.
" ma perché sappi che di te mi giova, un corollario voglio che t’ammanti","Para mostrarte lo feliz que estoy de estar contigo, quiero hacerte otro homenaje."
" Sempre natura, se fortuna trova discorde a sé, com’ ogne altra semente fuor di sua regïon, fa mala prova","Cada vez que las circunstancias externas no son favorables, la naturaleza da resultados negativos como una semilla que crece en condiciones desfavorables a su especie."
" E se ’l mondo là giù ponesse mente al fondamento che natura pone, seguendo lui, avria buona la gente","Si el mundo terrestre se apegara más a los principios de la naturaleza, nos enfrentaríamos a personas más excelentes."
" Ma voi torcete a la religïone tal che fia nato a cignersi la spada, e fate re di tal ch’è da sermone","Secuestrad a la vida religiosa a quien predestinaría a llevar la espada, y coronad al que hubiera venido llamado para dedicarse a la religión."
 onde la traccia vostra è fuor di strada»,Es por eso que su camino se aparta del camino correcto.
