Original,Translate_de_1
" Per questo l’Evangelio e i dottor magni son derelitti, e solo ai Decretali si studia, sì che pare a’ lor vivagni","Aus ihrer höhnischen Erscheinung geht hervor, dass die Decretals auf Kosten der Evangelien und Bücher der Kirchenväter gelesen werden."
 A questo intende il papa e ’ cardinali,Die hohen Würdenträger der katholischen Kirche betrachten diese Frage.
" non vanno i lor pensieri a Nazarette, là dove Gabrïello aperse l’ali","Ihr Verstand wandert nicht, bis in Nazareth, wo der Erzengel Gabriel seine Flügel erklärte."
" Ma Vaticano e l’altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette, ","Der Vatikan und die anderen heiligen Stätten Roms, denen das Martyrium der ersten Christen, die dem hl. Petrus folgten, beigestanden hat, bleiben jedoch bestehen."
 tosto libere fien de l’avoltero»,Sie werden bald von dieser Entweihung befreit sein.
" Guardando nel suo Figlio con l’Amore che l’uno e l’altro etternalmente spira, lo primo e ineffabile Valore quanto per mente e per loco si gira con tant’ ordine fé, ","Die erste und unerforschliche Kraft mit dem Heiligen Geist, der ihr und dem Sohn ewiges Leben schenkt, hat die Himmel mit extremer Vollkommenheit harmonisch bewegt."
 ch’esser non puote sanza gustar di lui chi ciò rimira,"Jede Vision von ihm bedeutet, Seine göttliche Pracht zu schätzen."
" Leva dunque, lettore, a l’alte rote meco la vista, dritto a quella parte dove l’un moto e l’altro si percuote","Erhebe deine Augen, Leser, mit mir in die Tiefen des unendlichen Raums und schaue, wo sich die beiden entgegengesetzten Bewegungen treffen."
" e lì comincia a vagheggiar ne l’arte di quel maestro che dentro a sé l’ama, tanto che mai da lei l’occhio non parte","Er fängt an, mit Bewunderung das Meisterwerk dieses Künstlers zu betrachten, so sehr, daß er seinen Blick nie abwenden kann."
" Vedi come da indi si dirama l’oblico cerchio che i pianeti porta, per sodisfare al mondo che li chiama","Sehen Sie, wie die Umlaufbahn des Zodiakus, der die Planeten zieht, den Bedürfnissen der Erde entspricht, genannt zu werden."
" Che se la strada lor non fosse torta, molta virtù nel ciel sarebbe in vano, e quasi ogne potenza qua giù morta","Wenn seine Bahn nicht zum himmlischen Äquator geneigt wäre, wären viele astrale Einflüsse unwirksam, und hier auf der Erde würde jedes Potenzial der Natur nicht genutzt werden."
" e se dal dritto più o men lontano fosse ’l partire, assai sarebbe manco e giù e sù de l’ordine mondano","Wenn der Unterschied größer oder kleiner wäre, würde das Gleichgewicht zwischen den beiden Hemisphären ernsthaft beeinträchtigt."
" Or ti riman, lettor, sovra ’l tuo banco, dietro pensando a ciò che si preliba, s’esser vuoi lieto assai prima che stanco",". Bleiben Sie an Ihrem Platz sitzen, Leser, denken Sie darüber nach, was ich Ihnen gesagt habe und was auf dem Weg ist; wenn Sie sich besser fühlen wollen, bevor Sie müde sind."
 Messo t’ho innanzi,Ich habe dir die Speisen vor deinen Augen gestellt.
 omai per te ti ciba,Du musst dich jetzt selbst ernähren.
 ché a sé torce tutta la mia cura quella materia ond’ io son fatto scriba,"Da diese Materie meine ganze Konzentration weckt, werde ich gebeten, sie zu überschreiben."
" Lo ministro maggior de la natura, che del valor del ciel lo mondo imprenta e col suo lume il tempo ne misura, ","Der größte Herrscher der Natur, der die Erde mit ihrer Machtvorteile erfüllt und die Stunden mit ihrer Helligkeit reguliert."
" con quella parte che sù si rammenta congiunto, si girava per le spire in che più tosto ognora s’appresenta","Zusammen mit dem oben genannten Punkt drehte er sich in der Spirale, wo er jeden Tag etwas früher aufstand."
 e io era con lui,Ich war an seiner Seite.
" ma del salire non m’accors’ io, se non com’ uom s’accorge, anzi ’l primo pensier, del suo venire","Ich wusste nicht, dass ich da hinaufgestiegen bin, es sei denn, man wusste, dass ein unerwarteter Gedanke bereits aufgetaucht ist."
" È Bëatrice quella che sì scorge di bene in meglio, sì subitamente che l’atto suo per tempo non si sporge","Beatrice bewegt sich zwischen den Himmeln mit extremer Geschwindigkeit, fast sofort."
" Quant’ esser convenia da sé lucente quel ch’era dentro al sol dov’ io entra’mi, non per color, ma per lume parvente","Die Seligen das LICHT, das im Himmel der Sonne schwimmte, sollte brillant sein, weil ich sie erkannt hatte, obwohl alle von der gleichen Farbe waren."
" Perch’ io lo ’ngegno e l’arte e l’uso chiami, sì nol direi che mai s’imaginasse","Trotz meines Bemühens, Einsicht, Geschicklichkeit und Wissen dafür zu nutzen, kann ich keine vollständige Beschreibung der Objekte erstellen."
 ma creder puossi e di veder si brami,"Es muss gehofft werden, das Ereignis zu besuchen, auch wenn es schwer zu glauben ist."
" E se le fantasie nostre son basse a tanta altezza, non è maraviglia","Es ist nicht verwunderlich, dass viele unterschiedliche ""Methoden"" geschaffen wurden, um etwas so Kompliziertes in einer eingeschränkten Sprache zu vermitteln."
 ché sopra ’l sol non fu occhio ch’andasse,Kein Mensch hat je eine stärkere Helligkeit als die der Sonne gesehen.
" Tal era quivi la quarta famiglia de l’alto Padre, che sempre la sazia, mostrando come spira e come figlia","Die vierte Schar der Seligen befand sich hier und wurde von dem Vater gesättigt, der ihnen das Geheimnis der Dreieinigkeit offenbarte."
 E Bëatrice cominciò,zu lachen Beatrice brach in einem Lachen aus.
" «Ringrazia, ringrazia il Sol de li angeli, ch’a questo sensibil t’ha levato per sua grazia»","Die Gnade der Engelsonne sei gepriesen, denn sie hat dich zu dieser Welt materieller Offenbarung erhoben."
" Cor di mortal non fu mai sì digesto a divozione e a rendersi a Dio con tutto ’l suo gradir cotanto presto, ","Ein Mann hatte noch nie ein Herz, das so bereit war, mit den Worten seiner Dankbarkeit Gebete zum Herrn zu singen."
 come a quelle parole mi fec’ io,wie ich war in Bezug auf diese Worte
" e sì tutto ’l mio amore in lui si mise, che Bëatrice eclissò ne l’oblio","Meine Zuneigung konzentrierte sich auf ihn, so daß wir sogar Beatrice vergessen konnten."
 Non le dispiacque,Es tat ihr nicht leid.
" ma sì se ne rise, che lo splendor de li occhi suoi ridenti mia mente unita in più cose divise","Er lächelte mit so großer Freude, daß mich sein Anblick mit den verwirrendsten Gedanken widerlegte."
" Io vidi più folgór vivi e vincenti far di noi centro e di sé far corona, più dolci in voce che in vista lucenti",". Ich sah Dutzende von hellen und lebendigen Lichtern, heller als die Sonne, uns wie eine Krone umgeben, an der wir in der Mitte waren; das Lied ihrer Helligkeit sang sanfter, als es glänzend war."
" così cinger la figlia di Latona vedem talvolta, quando l’aere è pregno, sì che ritenga il fil che fa la zona","Manchmal beobachten wir einen Lichtstreifen rund um den Mond, wenn die Luft feucht ist und die Strahlen des Mondes reflektiert."
" Ne la corte del cielo, ond’ io rivegno, si trovan molte gioie care e belle tanto che non si posson trar del regno","Am Hof des Paradieses, von dem ich zurückgebracht werde, gibt es viele schöne und kostbare Juwelen, die so strahlend sind, daß sie nicht von diesem Königreich weggenommen werden können."
 e ’l canto di quei lumi era di quelle,der Klang der Straßenlaternen war wie einer der Schätze.
" chi non s’impenna sì che là sù voli, dal muto aspetti quindi le novelle","Wer nicht in der Lage ist, nach oben zu kommen, sollte nicht erwarten, dass ich ihn als Nachrichtenträger bezeichnen würde, wie ein Stummkopf."
" Poi, sì cantando, quelli ardenti soli si fuor girati intorno a noi tre volte, ","Sobald diese strahlenden Sterne ihren Gesang mit drei Runden beendet hatten,"
" come stelle vicine a’ fermi poli, donne mi parver, non da ballo sciolte, ma che s’arrestin tacite, ",Wie zwei Sterne in der Nähe der Firma schienen die Frauen weiterhin in einem ehrfürchtigen Schweigen zu tanzen.
 ascoltando fin che le nove note hanno ricolte,"Zuhören, bis sie die Musik gehört haben, die den Tanz wieder aufgenommen hat"
 E dentro a l’un senti’ cominciar,"Eines dieser Lichter brachte die Stimme, die sagte:"
" «Quando lo raggio de la grazia, onde s’accende verace amore e che poi cresce amando, multiplicato in te tanto resplende, ","Du, selige Seele, bewahre die Ehre, dank der Pracht der göttlichen Gnade, die eine aufrichtige und wachsende Liebe hervorbringt, bist du gesegnet und erhöht in Richtung der immensen Ehren."
 che ti conduce su per quella scala u’ sanza risalir nessun discende,"Er begleitet dich auf dem Weg, den du nicht gehen kannst, ohne zurückzugehen."
" qual ti negasse il vin de la sua fiala per la tua sete, in libertà non fora se non com’ acqua ch’al mar non si cala","Wenn jemand nicht zulassen würde, dass du Wein aus seiner Flasche trinkst, um deinen Durst zu stillen, wäre es so, als würde ein Bach den Wasserfluss von einer Quelle zum Meer blockieren."
 Tu vuo’ saper di quai piante s’infiora questa ghirlanda che ’ntorno vagheggia la bella donna ch’al ciel t’avvalora,"?Welche Blumen bilden den Kranz um die schöne weibliche Figur, die Sie zum Paradies begleitet?"
 Io fui de li agni de la santa greggia che Domenico mena per cammino u’ ben s’impingua se non si vaneggia,"Ich war eines der Lämmer auf dem Weg zum Segen, geführt von St. Dominikus, die nach den geistigen Vorteilen suchen, die durch die Einhaltung der Regeln geboten werden."
" Questi che m’è a destra più vicino, frate e maestro fummi, ","Was rechts von mir platziert ist, war ein Mönch und lehrte mich."
" ed esso Alberto è di Cologna, e io Thomas d’Aquino","Das ist Alberto der Große aus Köln, während ich Thomas von Aquin bin."
" Se sì di tutti li altri esser vuo’ certo, di retro al mio parlar ten vien col viso girando su per lo beato serto","Wenn du die Namen aller anderen kennenlernen möchtest, schau dir genau die Lichter an, die diese wunderschöne Krone schmücken."
" Quell’ altro fiammeggiare esce del riso di Grazïan, che l’uno e l’altro foro aiutò sì che piace in paradiso","Das strahlende Lächeln von Francesco Graziano brachte große Freude sowohl im Paradies als auch auf der Erde, da es die Verkündigung der Gesetze in ausgewogener und gelobter Weise ermöglichte."
" L’altro ch’appresso addorna il nostro coro, quel Pietro fu che con la poverella offerse a Santa Chiesa suo tesoro","Nach ihm trug Petrus Lombardo dazu bei, neun Scharen zu schmücken; er schenkte der Heiligen Kirche seinen ganzen Reichtum, als wäre er die Arme des Evangeliums."
" La quinta luce, ch’è tra noi più bella, spira di tale amor, che tutto ’l mondo là giù ne gola di saper novella","Das fünfte Licht, das von uns allen herrlich ist, strahlt eine solche Liebe aus, daß die ganze Welt wissen möchte, was sie vor sich hat."
" entro v’è l’alta mente u’ sì profondo saver fu messo, che, se ’l vero è vero, a veder tanto non surse il secondo","Sein tiefes Wissen, das in seinen so erleuchteten Geist eingedrungen ist, hat in der ganzen Geschichte keinen Vergleich gehabt, wie die Heilige Schrift berichtet."
 Appresso vedi il lume di quel cero che giù in carne più a dentro vide l’angelica natura e ’l ministero,"In der Nähe sehen Sie das Licht dieses Kerls, der während seines Aufenthaltes auf Erden die Natur und die Aufgaben der Engel tiefer verstand als die meisten anderen."
 Ne l’altra piccioletta luce ride quello avvocato de’ tempi cristiani del cui latino Augustin si provide,"Der Anwalt der christlichen Zeit, der den heiligen Augustinus gebrauchte, lachte im kleinsten Licht über sein Werk in Latein."
" Or se tu l’occhio de la mente trani di luce in luce dietro a le mie lode, già de l’ottava con sete rimani","Wenn du mit dem Auge deines Verstandes meine Worte erforschst, wirst du immer noch herausfinden müssen, was das achte Licht sein wird."
 Per vedere ogne ben dentro vi gode l’anima santa che ’l mondo fallace fa manifesto a chi di lei ben ode,"Wer die Werke der heiligen Seele aufmerksam liest, wird feststellen, daß sie die Eitelkeit der Welt offenbaren und das größte Gute erkennen können."
 Lo corpo ond’ ella fu cacciata giace giuso in Cieldauro,"Der Körper, von dem sie zerrissen wurde, ruht in der Basilika San Pietro in Ciel d'Oro, hier auf der Erde."
 ed essa da martiro e da essilio venne a questa pace,"und seine Seele erreichte einen Zustand der Ruhe, nachdem sie die Mühen des Exils und des Martyriums überquert hatte."
" Vedi oltre fiammeggiar l’ardente spiro d’Isidoro, di Beda e di Riccardo, che a considerar fu più che viro","Der feurige Geist von Isidoro von Sevilla, des ehrwürdigen Beda und Riccardo von San Vittore erhebt sich in der Ferne; diese Männer gingen weiter in die Kontemplation Gottes und hatten eine außergewöhnliche Kraft."
" Questi onde a me ritorna il tuo riguardo, è ’l lume d’uno spirto che ’n pensieri gravi a morir li parve venir tardo","Von dem dein Blick zu mir zurückkehrt, ist es die Helligkeit einer Seele, die von tiefen Sorgen unterdrückt worden war, bis zu dem Punkt, dass der Tod schien nie zu kommen."
" essa è la luce etterna di Sigieri, che, leggendo nel Vico de li Strami, silogizzò invidïosi veri»","Sigiere von Brabante, bekannt für seine ewige Erleuchtung, war ein Meister, der an der ""Strohstraße"" in Paris lehrte. Seine Doktrin weckte Groll von einigen Menschen, weil er grundlegende Wahrheiten bewies."
" Indi, come orologio che ne chiami ne l’ora che la sposa di Dio surge a mattinar lo sposo perché l’ami, ","Wie ein gut geölter Mechanismus lädt er die Menschen ein, Christus weiterhin zu lieben, wenn die Kirche aufsteht, um den Herrn zu preisen."
" che l’una parte e l’altra tira e urge, tin tin sonando con sì dolce nota, che ’l ben disposto spirto d’amor turge","Ein süßes Tönen, das beide neugierig macht, während sie einander anziehen und den Geist mit einer unergründlichen Liebe füllen."
 così vid’ ïo la gloriosa rota muoversi e render voce a voce in tempra e in dolcezza ch’esser non pò nota se non colà dove gioir s’insempra,"So hatte ich die Gelegenheit, diese herrliche Krone von Geistern in Harmonie mit einem so unbeschreiblich sanften Klang zu sehen, daß nur im Paradies ewige Freude entstehen konnte."
" O insensata cura de’ mortali, quanto son difettivi silogismi quei che ti fanno in basso batter l’ali","Die rücksichtslosen Wünsche der Männer, wie irreführend die Reden sind, die dich nach unten falten."
" Chi dietro a iura e chi ad amforismi sen giva, e chi seguendo sacerdozio, e chi regnar per forza o per sofismi, ","Wer sich dem Gesetz hingegeben hat, wer das medizinische Studium verfolgt hat, wer das Priestertum umarmte oder versuchte, die Erde mit Gewalt oder Täuschung zu regieren."
" e chi rubare e chi civil negozio, chi nel diletto de la carne involto s’affaticava e chi si dava a l’ozio, quando, ","Wer auch immer einen Diebstahl begangen hat, wer sich um politische Angelegenheiten gekümmert hat, wer die Freuden des Fleisches genießen wollte und wer sich dem Okel hingegeben hat, als ich..."
" da tutte queste cose sciolto, con Bëatrice m’era suso in cielo cotanto glorïosamente accolto",Trotz des Fehlens von Schmeicheleien und des Willkommens wurden Beatrice und ich so herrlich im Himmel aufgenommen.
" Poi che ciascuno fu tornato ne lo punto del cerchio in che avanti s’era, fermossi, come a candellier candelo","Sobald alle Lichter zu ihren ursprünglichen Positionen zurückkehrten, blieb sie wie eine Kerze auf einem Kerzenhalter still."
" E io senti’ dentro a quella lumera che pria m’avea parlato, sorridendo incominciar, faccendosi più mera","Ich fühlte, daß dieses helle Licht, aus dem ich zuvor eine Stimme gehört hatte, mit einem Lächeln wieder zu sprechen begann und noch heller wurde."
" «Così com’ io del suo raggio resplendo, sì, riguardando ne la luce etterna, li tuoi pensieri onde cagioni apprendo","Wenn ich den Glanz der ewigen Leuchtkraft beobachte, verstehe ich die Quelle deiner Bedenken."
" Tu dubbi, e hai voler che si ricerna in sì aperta e ’n sì distesa lingua lo dicer mio, ch’al tuo sentir si sterna, ove dinanzi dissi","Möchten Sie eine detailliertere Erklärung als das, was zuvor gesagt wurde, um es leicht zu verstehen?"
" “U’ ben s’impingua”, e là u’ dissi",Wir ernten geistige Güter von wo wir sind.
 “Non nacque il secondo”,Niemand anders wurde so geboren wie er.
 e qui è uopo che ben si distingua,"Es ist notwendig, hier eine Unterscheidung zu treffen."
" La provedenza, che governa il mondo con quel consiglio nel quale ogne aspetto creato è vinto pria che vada al fondo, ","Die Vorsehung regiert die Welt mit einer Weisheit, die so groß ist, dass jedes Auge unfähig ist, bis zu seinem tiefen Kern hinabzusteigen."
" però che andasse ver’ lo suo diletto la sposa di colui ch’ad alte grida disposò lei col sangue benedetto, ","Die Braut dessen, der sie heiratete, zog mit ihrem gesegneten Blut in das laute Schreien zu dem Geliebten."
" in sé sicura e anche a lui più fida, due principi ordinò in suo favore, che quinci e quindi le fosser per guida","Mit viel Selbstvertrauen und noch mehr Hingabe an ihn stellte er zwei Herrscher auf der einen und auf der anderen Seite bereit, sie zu leiten."
 L’un fu tutto serafico in ardore,Einer war voller Eifer wie die Seraphim.
 l’altro per sapïenza in terra fue di cherubica luce uno splendore,"Für seine Weisheit war der andere ein Glanz des Lichts auf der Erde, als wäre er einer der Cherubim."
" De l’un dirò, però che d’amendue si dice l’un pregiando, qual ch’om prende, perch’ ad un fine fur l’opere sue","Ich werde nur über den ersten diskutieren, denn das Loben eines Mannes würde bedeuten, beide gleichermaßen zu loben, denn ihre Absicht war dasselbe."
" Intra Tupino e l’acqua che discende del colle eletto dal beato Ubaldo, ","Zwischen dem Lauf des Flusses Topin und des Flusses Chiascio, der durch den Berg Ausciano geht, wo er seine Wohnung des Gebets errichtet hat,"
" fertile costa d’alto monte pende, onde Perugia sente freddo e caldo da Porta Sole","Perugia spürt die Temperaturschwankungen, von der Hitze bis zur Kälte, der Küstenblume des Berges in der Nähe des Sonnentors."
 e di rietro le piange per grave giogo Nocera con Gualdo,"Für Nocera Umbra und Gualdo Tadino, in einer anderen Position, gibt es diejenigen, die auf der anderen Seite weinen, weil sie benachteiligt."
" Di questa costa, là dov’ ella frange più sua rattezza, nacque al mondo un sole, come fa questo talvolta di Gange","Dort, wo die Küste süßer wurde, entstand eine Sonne wie die Sonne auf dem alten Ganges für die Welt."
" Però chi d’esso loco fa parole, non dica Ascesi, ché direbbe corto, ma Orïente, se proprio dir vuole","Also, wer diesen Ort beschreibt, nennt ihn nicht ""Assisi,"" denn er wäre reduzitiv, sondern eher ""Orient,"" wenn er darüber sprechen will."
" Non era ancor molto lontan da l’orto, ch’el cominciò a far sentir la terra de la sua gran virtute alcun conforto","Seit er erst wenige Jahre zuvor geboren wurde, hatte die Tugend des Franziskus begonnen, die Erde zu erleuchten."
" ché per tal donna, giovinetto, in guerra del padre corse, a cui, come a la morte, la porta del piacer nessun diserra","Obwohl er noch jung war, stellte er sich seinem Vater gegenüber für eine Frau, die von allen als Tod betrachtet wurde und es nicht wert ist, mit jemandem verbunden zu sein."
 e dinanzi a la sua spirital corte et coram patre le si fece unito,Sie war vor dem Bischofsgericht und mit dem anwesenden Vater verheiratet.
 poscia di dì in dì l’amò più forte,Im Laufe der Zeit wuchs ihre Leidenschaft für sie jeden Tag.
" Questa, privata del primo marito, millecent’ anni e più dispetta e scura fino a costui si stette sanza invito","Nachdem ihr erster Ehepartner gegangen war, wurde sie mehr als tausendhundert Jahre lang von allen verlassen und verachtet, bis Franziskus sie tröstete."
" né valse udir che la trovò sicura con Amiclate, al suon de la sua voce, colui ch’a tutto ’l mondo fé paura","Es diente ihr nicht, daß die Menschen hörten, daß Cäsar, der den ganzen Erdball inspirierte, die Armut mit dem Echo seiner Stimme und mit dem Hirten Amiclate besänftigen konnte."
" né valse esser costante né feroce, sì che, dove Maria rimase giuso, ella con Cristo pianse in su la croce","Trotz ihrer Treue und ihres Stolzes konnte Maria ihre Tränen nicht zurückhalten, als sie am Fuße des Kreuzes Christi - des trauernden Bräutigams - blieb."
" Ma perch’ io non proceda troppo chiuso, Francesco e Povertà per questi amanti prendi oramai nel mio parlar diffuso","Um nicht zu vage zu sein, meine ich mit dieser Geschichte, dass die Liebe zwischen Francesco und der Armut war."
" La lor concordia e i lor lieti sembianti, amore e maraviglia e dolce sguardo facieno esser cagion di pensier santi","Die anderen waren von ihrer Harmonie, Freude, Zuneigung, Staunen und zarten Ausdruck inspiriert."
" tanto che ’l venerabile Bernardo si scalzò prima, e dietro a tanta pace corse e, correndo, li parve esser tardo","Während er dem Frieden nachjagte, zog sich der ehrwürdige Bernhard von Quintavalle die Schuhe aus und beschleunigte das Rennen, aber jeder seiner Schritte schien zu langsam zu sein."
 Oh ignota ricchezza,Ein unerforschtes Erbe
 oh ben ferace,"oder unfruchtbares Übel, das von positiver oder inerter Frucht in der Negativität produziert wird."
" Scalzasi Egidio, scalzasi Silvestro dietro a lo sposo, sì la sposa piace","Egidio und Silvestro ziehen auch ihre Schuhe aus, fasziniert von der Braut und kommen hinter ihr her."
 Indi sen va quel padre e quel maestro con la sua donna e con quella famiglia che già legava l’umile capestro,"Der Vater und der Lehrer, der einen einfachen Gürtel um seine Hüften trug, ging mit seiner Frau und seinen Familienangehörigen fort."
" Né li gravò viltà di cuor le ciglia per esser fi’ di Pietro Bernardone, né per parer dispetto a maraviglia","Trotz seines Hintergrundes blickte Pietro Bernardone, Sohn, nicht auf die Bequemlichkeit des Geistes herab; im Gegenteil, er bewies, daß er so demütig war, daß er erstaunt war."
" ma regalmente sua dura intenzione ad Innocenzio aperse, e da lui ebbe primo sigillo a sua religïone",Aber er enthüllte Papst Innozenz III. seine strenge Regel mit großer Autorität und erhielt die erste Unterstützung für seinen Orden von ihm.
" Poi che la gente poverella crebbe dietro a costui, la cui mirabil vita meglio in gloria del ciel si canterebbe, ","Franziskus wurde immer berühmter für sein beispielhaftes Leben, das wie eine Hymne im Himmel gesungen werden sollte. Als Folge davon häuften sich viele gottesfürchtige Arme um ihn."
 di seconda corona redimita fu per Onorio da l’Etterno Spiro la santa voglia d’esto archimandrita,"Der Heilige Geist hat den Willen des Hirten mit einer zweiten Krone gekrönt, dank Papst Honorius III."
" E poi che, per la sete del martiro, ne la presenza del Soldan superba predicò Cristo e li altri che ’l seguiro, ","Nachdem er Christus und seine Jünger vor der majestätischen Gegenwart des Sultans von Ägypten gepredigt hatte, weil er sich wünschte, gemartert zu werden,"
" e per trovare a conversione acerba troppo la gente e per non stare indarno, redissi al frutto de l’italica erba, ","Nachdem er diese zögernden Völker gefunden hatte, sich zu bekehren, und beschlossen hatte, nicht unnötig zu bleiben, kehrte er nach Italien zurück."
" nel crudo sasso intra Tevero e Arno da Cristo prese l’ultimo sigillo, che le sue membra due anni portarno","Auf dem Berg der Verna, zwischen den Flüssen Tiber und Arno, hatte der hl. Franziskus den letzten Segen von Christus, der zwei Jahre bei ihm lebte."
" Quando a colui ch’a tanto ben sortillo piacque di trarlo suso a la mercede ch’el meritò nel suo farsi pusillo, ","Als Gott beschloss, die Demut [des Subjekts] zu belohnen, indem er ihn im Paradies nannte, wo er ein großes Gut empfangen sollte, war es für ihn ein Grund zur Zufriedenheit."
" a’ frati suoi, sì com’ a giuste rede, raccomandò la donna sua più cara, e comandò che l’amassero a fede","Er ermahnte seine Brüder als gerechte Nachfolger, ihre geliebte Frau zu lieben und loyal zu sein."
" e del suo grembo l’anima preclara mover si volle, tornando al suo regno, e al suo corpo non volle altra bara",".Mit seiner hellen Seele ging er aus dem Bauch der Indiskretion heraus und fand das Paradies, und der Körper bat nur um Unterschlupf in den Sandboden."
 Pensa oramai qual fu colui che degno collega fu a mantener la barca di Pietro in alto mar per dritto segno,"An diesem Punkt kannst du herausfinden, wer es wert war, Francesco dabei zu unterstützen, das Kirchenschiff auf einem stabilen Kurs mitten im Meer zu halten."
 e questo fu il nostro patrïarca,Das war unsere Ahnenfigur.
" per che qual segue lui, com’ el comanda, discerner puoi che buone merce carca","Wer sich an seine Regel hält, kann mit Sicherheit eine gute Ladung vermieten."
" Ma ’l suo pecuglio di nova vivanda è fatto ghiotto, sì ch’esser non puote che per diversi salti non si spanda","Seine Herde hat eine starke Anziehungskraft für neue Lebensmittel entwickelt, daher ist es unvermeidlich, daß sie sich auf andere Wiesen ausbreitet."
" e quanto le sue pecore remote e vagabunde più da esso vanno, più tornano a l’ovil di latte vòte","Denn je weiter die Schafe umherwandern, desto armer werden sie in den Zaun."
 Ben son di quelle che temono ’l danno e stringonsi al pastor,Gewiss fürchten einige von ihnen die Gefahr und vertrauen auf ihren Hirten.
" ma son sì poche, che le cappe fornisce poco panno","Es gibt so wenige, daß wenig Stoff benötigt wird, um ihnen die Hauben zu nähen."
" Or, se le mie parole non son fioche, se la tua audïenza è stata attenta, ","Wenn du auf das geachtet hast, was ich gesagt habe, und meine Worte nicht verwirrt schienen,"
" se ciò ch’è detto a la mente revoche, ","Vergiss nicht, was ich dir vorhin gesagt habe."
" in parte fia la tua voglia contenta, perché vedrai la pianta onde si scheggia, ","Du wirst sehen, woher die Degeneration des Dominikanerordens kam, und zum Teil wird dein Wunsch erfüllt sein."
" e vedra’ il corrègger che argomenta “U’ ben s’impingua, se non si vaneggia”»","Das Erreichen des geistigen Reichtums setzt voraus, daß man sich an das Hohe Gesetz hält."
" Sì tosto come l’ultima parola la benedetta fiamma per dir tolse, a rotar cominciò la santa mola","Als das heilige Licht fertig war zu reden, fing die erste Krone an zu drehen."
" e nel suo giro tutta non si volse prima ch’un’altra di cerchio la chiuse, e moto a moto e canto a canto colse","Bevor eine andere Krone zu der bestehenden Krone hinzukam, ohne den Abstieg zu vollenden, wurden ihre Tänze und Lieder in vollkommener Harmonie getönt."
" canto che tanto vince nostre muse, nostre serene in quelle dolci tube, quanto primo splendor quel ch’e’ refuse","Ein musikalischer Glanz, der so intensiv ist, dass er die Macht der Museen und Sirenen übertrifft, und ein direkter Strahl leuchtet heller als der Reflex."
" Come si volgon per tenera nube due archi paralelli e concolori, ","Wie zwei Regenbögen, die die gleichen Farben teilen, sich in einem dünnen Nebel vereinen,"
" quando Iunone a sua ancella iube, ",Als Juno Iris als seine Botin auf die Erde schickt
" nascendo di quel d’entro quel di fori, a guisa del parlar di quella vaga ch’amor consunse come sol vapori, ","Wegen der Liebe, die das Nymphe Eco wie ein Dampf unter der Hitze der Sonne zerstreut, ist das Äußere die Projektion des inneren."
" e fanno qui la gente esser presaga, per lo patto che Dio con Noè puose, del mondo che già mai più non s’allaga","Wie eine göttliche Verheißung überzeugt der Regenbogen die Menschen davon, daß Gott nicht mehr eine weltweite Sintflut senden wird wie die, in der Noah und seine Familie gerettet wurden."
" così di quelle sempiterne rose volgiensi circa noi le due ghirlande, e sì l’estrema a l’intima rispuose","Während die beiden Kronen von unzeitgemäß leuchtenden Lichtern um uns herum kreisten, packte sich die äußere Krone perfekt mit dem anderen Innenraum ein."
" Poi che ’l tripudio e l’altra festa grande, sì del cantare e sì del fiammeggiarsi luce con luce gaudïose e blande, ","Nach der Freude und dem Aufruhr der Feier, mit den Lichtern, die Freude und Großzügigkeit ausstrahlten,"
" insieme a punto e a voler quetarsi, pur come li occhi ch’al piacer che i move conviene insieme chiudere e levarsi","Sie sperrten sich zur gleichen Zeit wie zwei Augen, die sich schließen und sich als Reaktion auf das Vergnügen öffnen."
" del cor de l’una de le luci nove si mosse voce, che l’ago a la stella parer mi fece in volgermi al suo dove","Eine Stimme, die aus einem der neuen Lichter kam, ließ meinen Kopf drehen, als wäre sie von dem Polarstern angezogen worden wie ein Magnet."
 e cominciò,sein AbenteuerFing seine Reise an.
 «L’amor che mi fa bella mi tragge a ragionar de l’altro duca per cui del mio sì ben ci si favella,"Gefährte:Meine Gefühle der Nächstenliebe verleiten mich dazu, den anderen christlichen Befehlshaber zu loben, für den die positiven Worte über die Person, mit der ich verbunden bin, so stark klingen."
" Degno è che, dov’ è l’un, l’altro s’induca","Man sollte beides diskutieren, wenn man von einem spricht."
" sì che, com’ elli ad una militaro, così la gloria loro insieme luca","Da sie in der Schlacht vereint waren, leuchtet ihre Herrlichkeit zusammen."
" L’essercito di Cristo, che sì caro costò a rïarmar, dietro a la ’nsegna si movea tardo, sospeccioso e raro, ","Die Armee Christi, die zu einem so hohen Preis zurückgekauft wurde, marschierte langsam und zögernd hinter seiner Flagge, mit wenigen Truppen."
" quando lo ’mperador che sempre regna provide a la milizia, ch’era in forse, per sola grazia, non per esser degna","Der ewige Kaiser half mit Seinem Wohlwollen der Miliz in Schwierigkeiten, die durch keinerlei Verdienst gerechtfertigt waren."
" e, come è detto, a sua sposa soccorse con due campioni, al cui fare, al cui dire lo popol disvïato si raccorse","Wie Thomas verkündet hatte, war er seiner geliebten Frau mit zwei Beispielen von Tugenden beigestanden, die die Menschen, die zur Reue verwirrt waren, beeinflußten."
