Original,Translate_de_1
 Fulgeami già in fronte la corona di quella terra che ’l Danubio riga poi che le ripe tedesche abbandona,"Auf meiner Stirn leuchtete die Krone des Landes, das die Donau durchquert, nachdem sie das deutsche Land verlassen hatte."
" E la bella Trinacria, che caliga tra Pachino e Peloro, sopra ’l golfo che riceve da Euro maggior briga, ","Und das schöne Sizilien, das mit Dunkel zwischen Pachino und Peloro bedeckt ist, auf dem Golf, der vom Scirocco geschlagen wird,"
" non per Tifeo ma per nascente solfo, ","nicht wegen des Tifäus-Riesen, sondern wegen des Schwefels,"
" attesi avrebbe li suoi regi ancora, nati per me di Carlo e di Ridolfo, ","Er hätte immer noch auf seine Herrscher gewartet, die durch mich von Carlo und Rodolfo geboren wurden,"
" se mala segnoria, che sempre accora li popoli suggetti, non avesse mosso Palermo a gridar","Wenn die schlechte Regierung, die die Völker immer zur Rebellion treibt, Palermo nicht veranlaßt hätte zu schreien"
" “Mora, mora”","""Tod, stirb"""
" E se mio frate questo antivedesse, l’avara povertà di Catalogna già fuggeria, perché non li offendesse","Und wenn mein Bruder Roberto das vorhersehen würde, würde er schon den Geiz der Katalanen vermeiden, damit er ihm nicht schadet."
" ché veramente proveder bisogna per lui, o per altrui, sì ch’a sua barca carcata più d’incarco non si pogna","Denn es ist notwendig, daß er oder jemand an seiner Statt dafür sorgt, daß sein Reich nicht noch mehr Schaden erleidet."
" La sua natura, che di larga parca discese, avria mestier di tal milizia che non curasse di mettere in arca»","Sein Charakter, der zwar von liberalen Vorfahren abstammt, ist geizig, aber er braucht Soldaten, die sich nicht nur um Gewinne kümmern."
" «Però ch’i’ credo che l’alta letizia che ’l tuo parlar m’infonde, segnor mio, là ’ve ogne ben si termina e s’inizia, ","Denn ich glaube, daß die große Freude, die mir deine Rede schenkt, mein Herr, du siehst, wo sie endet und alles Gute beginnt."
" per te si veggia come la vegg’ io, grata m’è più","Du siehst sie, wie ich sie sehe, und sie ist mir wohlgefälliger."
 e anco quest’ ho caro perché ’l discerni rimirando in Dio,"Und es ist mir lieb, daß du sie siehst, wenn du in Gott siehst."
" Fatto m’hai lieto, e così mi fa chiaro, poi che, parlando, a dubitar m’hai mosso com’ esser può, di dolce seme, amaro»","Du hast mich glücklich gemacht, also mach mir jetzt klar, da du mich mit deinen Worten dazu gebracht hast, daran zu zweifeln, wie es möglich ist, dass ein Kind im Vergleich zu deinem Vater degeneriert wird."
 Questo io a lui,Das habe ich ihm gesagt.
 ed elli a me,Und er antwortete mir.
" «S’io posso mostrarti un vero, a quel che tu dimandi terrai lo viso come tien lo dosso","Wenn ich dir die Wahrheit zeigen kann, so sollst du dein Angesicht vor deinem Zweifel dahin richten, wo du jetzt den Rücken kehrst."
" Lo ben che tutto il regno che tu scandi volge e contenta, fa esser virtute sua provedenza in questi corpi grandi","Das Gute, das das ganze Königreich, das du durchquerst, umkehrt und befriedigt, bewirkt, daß die Vorsehung in diesen Sternen zu operativen Tugenden wird."
" E non pur le nature provedute sono in la mente ch’è da sé perfetta, ma esse insieme con la lor salute","Und im Sinn Gottes, der an sich vollkommen ist, sind nicht nur die verschiedenen Naturen bestimmt, sondern auch ihr Ziel."
" per che quantunque quest’ arco saetta disposto cade a proveduto fine, sì come cosa in suo segno diretta","Denn was auch immer von den himmlischen Einflüssen gerichtet ist, es wird geschehen mit einem bestimmten Ziel, wie ein Pfeil, der gegen ein Ziel gerichtet ist."
" Se ciò non fosse, il ciel che tu cammine producerebbe sì li suoi effetti, che non sarebbero arti, ma ruine","Wäre das nicht der Fall, so würde der Himmel, den du durchziehst, seine Wirkung haben, so daß es keinen Nutzen gäbe, sondern Ruinen."
" e ciò esser non può, se li ’ntelletti che muovon queste stelle non son manchi, e manco il primo, che non li ha perfetti","und das kann nicht geschehen, wenn die Engel, die diese Sterne bewegen, nicht schlecht sind, und wenn es nicht der erste Verstand ist, der sie nicht vollkommen gemacht hätte."
 Vuo’ tu che questo ver più ti s’imbianchi?»,Möchten Sie weitere Erklärungen dazu?
 E io,Und ich
" «Non già ché impossibil veggio che la natura, in quel ch’è uopo, stanchi»","""Nein, denn ich verstehe, dass es unmöglich ist, dass die Natur versagt, was nötig ist."""
 Ond’ elli ancora,Dann ging er weiter.
 «Or dì,Dann sag's mir.
" sarebbe il peggio per l’omo in terra, se non fosse cive?»","Wäre es schlimmer für den Mann, der auf der Erde lebt, wenn er kein Bürger wäre?"
" «Sì», rispuos’ io","""Ja,"" antwortete ich."
 «e qui ragion non cheggio»,"Ich bitte Sie nicht, das zu erklären."
" «E puot’ elli esser, se giù non si vive diversamente per diversi offici? ","Könnte dies geschehen, wenn nicht jeder auf der Erde eine andere Funktion erfüllen würde?"
" Non, se ’l maestro vostro ben vi scrive»","Nein, wenn euer Meister die Wahrheit schreibt."
 Sì venne deducendo infino a quici,"So kam es, bis zu diesem Punkt zu denken"
 poscia conchiuse,dann abgeschlossen
 «Dunque esser diverse convien di vostri effetti le radici,"Dennoch ist es notwendig, dass die Wurzeln deiner Effekte anders sind."
" per ch’un nasce Solone e altro Serse, altro Melchisedèch e altro quello che, volando per l’aere, il figlio perse","darum daß einer geboren wurde ein Gesetzgeber und ein anderer Führer, ein Priester und ein anderer Ingenieur, gleichwie er den Sohn verlor, der in den Himmel flog."
" La circular natura, ch’è suggello a la cera mortal, fa ben sua arte, ma non distingue l’un da l’altro ostello","Die Intelligenz des Engels, die das Siegel in das sterbliche Wachs einprägt, wirkt seine Kunst, aber sie unterscheidet nicht eine Familie von der anderen."
 Quinci addivien ch’Esaù si diparte per seme da Iacòb,Darum ist Esau anders als sein Bruder Jakob.
" e vien Quirino da sì vil padre, che si rende a Marte","Darum kommt Romulus von einem so demütigen Vater, daß er dem Mars zugeschrieben wird."
" Natura generata il suo cammino simil farebbe sempre a’ generanti, se non vincesse il proveder divino","Die erschaffene Natur würde einen Weg gehen wie die Generäle, wenn die göttliche Vorsehung nicht stärker wäre"
 Or quel che t’era dietro t’è davanti,"Jetzt ist das, was hinter dir war, vor dir"
" ma perché sappi che di te mi giova, un corollario voglio che t’ammanti","Aber damit du weißt, daß ich gern bei dir bin, will ich dir noch einen Zusatz geben."
" Sempre natura, se fortuna trova discorde a sé, com’ ogne altra semente fuor di sua regïon, fa mala prova","Die Natur, wenn sie die äußeren Bedingungen missachtet, wirkt sich schlecht aus wie ein Samen, der in einen Boden fällt, der für diese Art nicht geeignet ist."
" E se ’l mondo là giù ponesse mente al fondamento che natura pone, seguendo lui, avria buona la gente","Und wenn die irdische Welt besser auf die Grundlage von der Natur gelegt , folgen würde es bessere Menschen"
" Ma voi torcete a la religïone tal che fia nato a cignersi la spada, e fate re di tal ch’è da sermone","Ihr aber erzwungen zum religiösen Leben einen, der geboren würde, das Schwert zu tragen, und macht zum König, wer zur Religion führen würde."
 onde la traccia vostra è fuor di strada»,Darum ist euer Weg außerhalb des geraden Weges.
" Da poi che Carlo tuo, bella Clemenza, m’ebbe chiarito, mi narrò li ’nganni che ricever dovea la sua semenza","Nachdem dein Karl, der schöne Clemenza, meine Zweifel geklärt hatte, erzählte er mir von den Täuschungen, die er seiner Nachkommenschaft erdulden sollte."
 ma disse,Aber er sagte:
 «Taci e lascia muover li anni»,- Halt die Klappe und lass die Jahre vergehen.
 sì ch’io non posso dir se non che pianto giusto verrà di retro ai vostri danni,"so kann ich nur sagen, daß euer Unglück von Gott zu Recht bestraft wird."
 E già la vita di quel lume santo rivolta s’era al Sol che la rïempie come quel ben ch’a ogne cosa è tanto,"Und die Seele dieses heiligen Lichtes wandte sich nun an die Sonne, die sie erfüllt wie das Gute, das größer ist als alles, was sie ist."
" Ahi anime ingannate e fatture empie, che da sì fatto ben torcete i cuori, drizzando in vanità le vostre tempie","Ach, trügerische Seelen und böse Geschöpfe, daß ihr die Herzen von einem solchen Gut abwendet und euren Sinn auf vergebliche Dinge richtet."
" Ed ecco un altro di quelli splendori ver’ me si fece, e ’l suo voler piacermi significava nel chiarir di fori","Und siehe, ein anderer von diesen Prachten kam zu mir und zeigte mit seinem Glanz den Willen, meine Fragen zu beantworten."
" Li occhi di Bëatrice, ch’eran fermi sovra me, come pria, di caro assenso al mio disio certificato fermi","Und die Augen Beatrices, die auf mich gerichtet waren, wie sie es zuvor getan hatten, winkten mir zu meinem Wunsch, zu reden."
" «Deh, metti al mio voler tosto compenso, beato spirto», dissi, ","""Oh, glückseliger Geist, lege sofort ein Gegengewicht zu meinem Willen,"" sagte ich,"
 «e fammi prova ch’i’ possa in te refletter quel ch’io penso»,"Und zeig mir, dass meine Gedanken in deinem Kopf widergespiegelt werden können."
" Onde la luce che m’era ancor nova, del suo profondo, ond’ ella pria cantava, seguette come a cui di ben far giova","Da begann das Licht, das ich noch nicht kannte, aus seiner Tiefe, in der er sang, zu reden wie der, dem es gefällt, Gutes zu tun."
" «In quella parte de la terra prava italica che siede tra Rïalto e le fontane di Brenta e di Piava, ","In jenem Teil des bösen Landes Italiens, das zwischen Rialto und den Quellen Brenta und Piave liegt,"
" si leva un colle, e non surge molt’ alto, là onde scese già una facella che fece a la contrada un grande assalto","Es erhebt sich ein Hügel, der nicht sehr hoch ist, von wo aus eine Feuerlampe hinabstieg, die eine tyrannische Herrschaft über das Gebiet ausübte."
 D’una radice nacqui e io ed ella,Wir wurden beide von den gleichen Eltern geboren.
" Cunizza fui chiamata, e qui refulgo perché mi vinse il lume d’esta stella","Und ich hieß Chunizza und leuchtete in diesem Himmel, weil ich von dem Einfluß dieses Planeten überwältigt wurde."
" ma lietamente a me medesma indulgo la cagion di mia sorte, e non mi noia","Aber mit Freuden vergebe ich mir selbst die Sache meines Loses, daß ich's nicht bereue."
 che parria forse forte al vostro vulgo,"was, vielleicht, scheint schwer zu verstehen für die volgo"
" Di questa luculenta e cara gioia del nostro cielo che più m’è propinqua, grande fama rimase","Von diesem strahlenden und kostbaren Juwel unseres Himmels, der mir am nächsten ist, ist ein großer Ruhm geblieben."
" e pria che moia, questo centesimo anno ancor s’incinqua","und ehe sie verschwindet, werden nicht weniger als fünf Jahrhunderte vergehen."
" vedi se far si dee l’omo eccellente, sì ch’altra vita la prima relinqua","sieh, ob der Mensch darauf achten muß, Ruhm zu erlangen, daß er ein anderes herrliches Leben hinter seinem sterblichen Leben hinterlässt."
" E ciò non pensa la turba presente che Tagliamento e Adice richiude, né per esser battuta ancor si pente","Aber das Volk, das heute die Marke Trevigiana bewohnt, zwischen Tagliamento und Etsch, denkt nicht darüber nach, und wenn es Peinigungen erleidet, bereut es nicht."
" ma tosto fia che Padova al palude cangerà l’acqua che Vincenza bagna, per essere al dover le genti crude","Aber es wird bald geschehen, dass die Paduaner mit ihrem Blut das Wasser des Sumpfes ändern, der Vicenza badet, die Tatsache, dass sie ihre Pflicht widerstrebt"
" e dove Sile e Cagnan s’accompagna, tal signoreggia e va con la testa alta, che già per lui carpir si fa la ragna","und dort, wo Sile und Häuptling sich vereinigen, ist ein Tyrann, der mit Stolz herrscht, so daß man schon die Verschwörung ärgert, die ihn ausrotten wird."
" Piangerà Feltro ancora la difalta de l’empio suo pastor, che sarà sconcia sì, che per simil non s’entrò in malta","Außerdem wird Feltre den Verrat seines gottlosen Bischofs bereuen, der so abscheulich sein wird, dass niemand jemals wegen einer solchen Handlung gefangengenommen wurde."
" Troppo sarebbe larga la bigoncia che ricevesse il sangue ferrarese, e stanco chi ’l pesasse a oncia a oncia, ","Zu groß sollte das Gefäß sein, das das ganze Ferrarablut enthielt, und wer es genau wiegen würde, wäre müde."
 che donerà questo prete cortese per mostrarsi di parte,"das Blut, das dieser höfliche Priester vergießt, um seine Treue zu seiner Partei zu zeigen"
 e cotai doni conformi fieno al viver del paese,und diese Gaben sollen den Sitten der Erde entsprechen.
" Sù sono specchi, voi dicete Troni, onde refulge a noi Dio giudicante","Oben sind Spiegel, die ihr Throne nennt, von wo aus Gott, der richtet, uns leuchtet."
 sì che questi parlar ne paion buoni»,Diese Reden scheinen uns also gerecht zu sein.
 Qui si tacette,Zu diesem Zeitpunkt schwieg er.
" e fecemi sembiante che fosse ad altro volta, per la rota in che si mise com’ era davante","Und er zeigte mir, daß er sich zu einem andern wandte; denn er fing wieder an, zu tanzen, wie er zuvor getanzt hatte."
" L’altra letizia, che m’era già nota per cara cosa, mi si fece in vista qual fin balasso in che lo sol percuota","Der andere freudige Geist, der mir schon als eine kostbare Seele dargestellt worden war, zeigte sich mir wie ein feiner Rubin, der vom Licht der Sonne getroffen war."
" Per letiziar là sù fulgor s’acquista, sì come riso qui","Im Paradies wird man glänzen, wenn man glücklich ist, wie auf der Erde, wenn man lacht."
" ma giù s’abbuia l’ombra di fuor, come la mente è trista","Aber in der Hölle schwindet der Schatten draußen, gleichwie der Verstand betrübt ist."
" «Dio vede tutto, e tuo veder s’inluia», diss’ io, ","""Gott sieht alles, und dein Anblick wird in Ihm zusammenbrechen,"" sagte ich."
" «beato spirto, sì che nulla voglia di sé a te puot’ esser fuia","O seliger Geist, so daß dir kein Begehren entgehen kann."
" Dunque la voce tua, che ’l ciel trastulla sempre col canto di quei fuochi pii che di sei ali facen la coculla, ","Deine Stimme, die den Himmel immer mit dem Gesang jener Engel erfreut, die mit sechs Flügeln umgeben sind,"
 perché non satisface a’ miei disii? ,Warum erhören Sie nicht meine Wünsche?
" Già non attendere’ io tua dimanda, s’io m’intuassi, come tu t’inmii»","Ich würde nicht warten, bis du sprichst, wenn ich in dich eindringen könnte, so wie du es in mir tun könntest."
" «La maggior valle in che l’acqua si spanda», incominciaro allor le sue parole, ","""Die größte Beute, in die sich das Wasser ausgießt, fing an zu reden,"
" «fuor di quel mar che la terra inghirlanda, tra ’ discordanti liti contra ’l sole tanto sen va, ","aus dem Meer, das das Land umgibt, es breitet sich nach Osten zwischen den gegensätzlichen Gärten aus."
 che fa meridïano là dove l’orizzonte pria far suole,"die da, wo sie zuerst einen Horizont hat, Meridian machen"
" Di quella valle fu’ io litorano tra Ebro e Macra, che per cammin corto parte lo Genovese dal Toscano","Ich wurde an der Küste jener Überfahrt geboren, zwischen den Flüssen Ebro und Magra, die für einen kurzen Abschnitt Ligurien von der Toskana trennt"
" Ad un occaso quasi e ad un orto Buggea siede e la terra ond’ io fui, che fé del sangue suo già caldo il porto","Die Stadt Buggea und die Stadt, wo sie geboren wurde, die viel Blut in den Hafen goß, haben fast dieselbe Morgendämmerung und denselben Horizont."
 Folco mi disse quella gente a cui fu noto il nome mio,"Die mich kennenlernten, nannten mich Folco."
" e questo cielo di me s’imprenta, com’ io fe’ di lui","und dieser Himmel leuchtet von meinem Licht, wie ich leuchtete von seinem."
" ché più non arse la figlia di Belo, noiando e a Sicheo e a Creusa, di me, infin che si convenne al pelo","Denn die Tochter Belos, die Kreusa und Sichäus gekränkt hatte, brannte nicht mehr mit Liebe als ich, bis ich jung war."
" né quella Rodopëa che delusa fu da Demofoonte, né Alcide quando Iole nel core ebbe rinchiusa","Und sie brannten nicht mit Liebe die Rhodope Philide, die von Demophoon verlassen wurde, noch der Alkide, da er in Iole verliebt war."
" Non però qui si pente, ma si ride, ","Aber hier bereut man das nicht, sondern freut sich."
" non de la colpa, ch’a mente non torna, ma del valor ch’ordinò e provide","nicht der Schuld, deren Erinnerung in uns ausgelöscht ist, sondern der göttlichen Tugend, die er bestimmt und bereitete dies"
" Qui si rimira ne l’arte ch’addorna cotanto affetto, e discernesi ’l bene per che ’l mondo di sù quel di giù torna","Hier im Paradies wird die göttliche Schöpfungskunst betrachtet, die die Liebe Gottes verschönert und das Vorsehungsziel hervorhebt, für das der Himmel die irdische Welt formt"
" Ma perché tutte le tue voglie piene ten porti che son nate in questa spera, proceder ancor oltre mi convene","Damit aber alle Begierden des Wissens, die in dir geboren sind in diesem Himmel, vollkommen erfüllt werden, so muß ich dir noch etwas anderes sagen."
 Tu vuo’ saper chi è in questa lumera che qui appresso me così scintilla come raggio di sole in acqua mera,"Du willst wissen, wer in diesem Licht ist, das neben mir strahlt, so dass es wie ein Sonnenstrahl in einem kristallklaren Wasser aussieht."
 Or sappi che là entro si tranquilla Raab,"Jetzt sollst du wissen, dass Rahab dort Frieden genießt."
" e a nostr’ ordine congiunta, di lei nel sommo grado si sigilla",Und zusammen mit unserem Himmel empfängt er den Abdruck von ihr in höchstem Grade.
" Da questo cielo, in cui l’ombra s’appunta che ’l vostro mondo face, pria ch’altr’ alma del trïunfo di Cristo fu assunta","Und es ward angenommen von diesem Himmel, da der Schattenkegel, der von der Erde gesproßt wurde, vor allen anderen Seelen durch den Triumph Christi endete."
" Ben si convenne lei lasciar per palma in alcun cielo de l’alta vittoria che s’acquistò con l’una e l’altra palma, ","Es war gerecht, sie im Himmel als Symbol für den großen Sieg zu lassen, den man durch die Kreuzigung Christi erlangte,"
" perch’ ella favorò la prima gloria di Iosüè in su la Terra Santa, che poco tocca al papa la memoria","weil sie den ersten militärischen Sieg Josuas auf der Erde gewann, an den sich der Papst heute zu wenig erinnert"
" La tua città, che di colui è pianta che pria volse le spalle al suo fattore e di cui è la ’nvidia tanto pianta, ","deine Stadt, die von dem stammt, der zuerst gegen Gott rebellierte und deren Neid so viel Leid verursacht,"
" produce e spande il maladetto fiore c’ha disvïate le pecore e li agni, però che fatto ha lupo del pastore","und zerstreut den verdammten Blümchen, der das ganze christliche Volk irregeführt hat, indem er den Hirten in einen Wolf verwandelt hat."
" Per questo l’Evangelio e i dottor magni son derelitti, e solo ai Decretali si studia, sì che pare a’ lor vivagni","Deshalb werden das Evangelium und die Bücher der Kirchenväter vernachlässigt, und nur die Decretalen werden gelesen, wie es aus ihren schmalen Rändern hervorgeht."
 A questo intende il papa e ’ cardinali,Der Papst und die Kardinäle denken nur daran
" non vanno i lor pensieri a Nazarette, là dove Gabrïello aperse l’ali","Und ihre Gedanken gehen nicht nach Nazareth, da der Erzengel Gabriel seine Flügel öffnete."
" Ma Vaticano e l’altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette, ","Doch der Vatikan und die anderen heiligen Stätten Roms, die das Martyrium der ersten Christen, die Petrus folgten, sahen,"
 tosto libere fien de l’avoltero»,Sie werden bald frei sein von dieser Entweihung.
" Guardando nel suo Figlio con l’Amore che l’uno e l’altro etternalmente spira, lo primo e ineffabile Valore quanto per mente e per loco si gira con tant’ ordine fé, ","Die erste und unsägliche Kraft, die den Sohn mit dem Heiligen Geist ansah, der von beiden ewig atmet, schuf die harmonische Bewegung des Himmels so vollkommen"
 ch’esser non puote sanza gustar di lui chi ciò rimira,"das man ihn nicht bewundern kann, ohne das göttliche Bild zu genießen"
" Leva dunque, lettore, a l’alte rote meco la vista, dritto a quella parte dove l’un moto e l’altro si percuote","Also, du Leser, hebe deinen Blick mit mir auf die himmlischen Sphären, auf diesen Punkt, wo sich die beiden entgegengesetzten Bewegungen schneiden."
" e lì comincia a vagheggiar ne l’arte di quel maestro che dentro a sé l’ama, tanto che mai da lei l’occhio non parte","und fängt an, dort das Kunstwerk des Künstlers zu bewundern, der es in sich liebt, bis daß er seinen Blick nie von ihm abwendet."
" Vedi come da indi si dirama l’oblico cerchio che i pianeti porta, per sodisfare al mondo che li chiama","Sehen Sie, wie sich der Zodiakus von dort unterscheidet, der die Planeten mit sich bringt, um die Anforderungen der Erde zu erfüllen, die sie anruft"
" Che se la strada lor non fosse torta, molta virtù nel ciel sarebbe in vano, e quasi ogne potenza qua giù morta","Denn wenn seine Bahn gegenüber dem himmlischen Äquator nicht schräg wäre, wären viele astrale Einflüsse nutzlos, und hier auf der Erde würde jedes Potential der Natur untätig bleiben."
" e se dal dritto più o men lontano fosse ’l partire, assai sarebbe manco e giù e sù de l’ordine mondano","und wenn die Divergenz größer oder kleiner wäre, wäre die Weltordnung in beiden Hemisphären sehr fehl am Platze."
" Or ti riman, lettor, sovra ’l tuo banco, dietro pensando a ciò che si preliba, s’esser vuoi lieto assai prima che stanco","Jetzt bleib, Leser, über deinen Tisch und denke an das, was ich dir sage und was er vorhersagt, wenn du dich freuen willst, bevor du müde bist."
 Messo t’ho innanzi,Ich hab dir die Speisen vor die Nase gelegt.
 omai per te ti ciba,Jetzt musst du allein essen.
 ché a sé torce tutta la mia cura quella materia ond’ io son fatto scriba,"Denn diese Materie, die ich zu transkribieren rufe, zieht meine ganze Aufmerksamkeit zu sich."
" Lo ministro maggior de la natura, che del valor del ciel lo mondo imprenta e col suo lume il tempo ne misura, ","Der größte Naturminister, der seinen wohltuenden Einfluss auf die Erde ausbreitet und mit seinem Licht die Zeit misst,"
" con quella parte che sù si rammenta congiunto, si girava per le spire in che più tosto ognora s’appresenta","Zusammen mit dem Punkt, den ich vorhin gesagt habe, drehte er sich in dieser Spirale, in der jeden Tag etwas früher aufsteigt"
 e io era con lui,Und ich war bei ihm.
" ma del salire non m’accors’ io, se non com’ uom s’accorge, anzi ’l primo pensier, del suo venire","Aber ich merkte nicht, daß ich aufgefahren war, es sei denn wie der, der einen plötzlichen Gedanken merkt, nachdem er erschienen ist."
" È Bëatrice quella che sì scorge di bene in meglio, sì subitamente che l’atto suo per tempo non si sporge","Beatrice führt von einem Himmel zum oberen so schnell, dass ihre Handlung praktisch sofort"
" Quant’ esser convenia da sé lucente quel ch’era dentro al sol dov’ io entra’mi, non per color, ma per lume parvente","Die Lichter der Seligen, die im Himmel der Sonne waren, sollten wirklich glänzend sein, denn ich habe sie unterschieden, obwohl sie nicht von einer anderen Farbe waren."
" Perch’ io lo ’ngegno e l’arte e l’uso chiami, sì nol direi che mai s’imaginasse","So sehr ich meinen Verstand, meine Kunst und meine Erfahrung anrufe, könnte ich das nicht beschreiben, um eine vollendete Idee daraus zu machen."
 ma creder puossi e di veder si brami,"Aber man kann glauben, und man muß ihn sehen wollen."
" E se le fantasie nostre son basse a tanta altezza, non è maraviglia","Und wenn unsere Sprache für so eine hohe Materie so ungeeignet ist, darf man sich nicht wundern"
 ché sopra ’l sol non fu occhio ch’andasse,Denn kein menschliches Auge hat je ein helleres Licht gesehen als das der Sonne.
" Tal era quivi la quarta famiglia de l’alto Padre, che sempre la sazia, mostrando come spira e come figlia","So erschien hier die vierte Schar der Seligen, die der Vater satt machte und ihm das Geheimnis der Dreifaltigkeit zeigte."
 E Bëatrice cominciò,Und Beatrice begann
" «Ringrazia, ringrazia il Sol de li angeli, ch’a questo sensibil t’ha levato per sua grazia»","""Danke, danke der Engelsonne, die dich durch ihre Gnade zu dieser materiellen Sonne erhoben hat."""
" Cor di mortal non fu mai sì digesto a divozione e a rendersi a Dio con tutto ’l suo gradir cotanto presto, ","Das Herz eines Menschen war noch nie so gut zur Hingabe bereit und so bereit, sich Gott mit all seiner Dankbarkeit zuzuwenden,"
 come a quelle parole mi fec’ io,wie ich zu diesen Worten war
" e sì tutto ’l mio amore in lui si mise, che Bëatrice eclissò ne l’oblio","Und meine Liebe wandte sich zu ihm so sehr, daß er die Beatrice völlig vergaß."
 Non le dispiacque,Es hat ihr nicht leid getan.
" ma sì se ne rise, che lo splendor de li occhi suoi ridenti mia mente unita in più cose divise","sondern er lächelte, bis daß die Pracht seiner freudigen Augen meinen Sinn verführte, sich zu teilen zwischen mehren Dingen."
" Io vidi più folgór vivi e vincenti far di noi centro e di sé far corona, più dolci in voce che in vista lucenti","Ich sah mehrere helle und strahlende Lichter mehr als die Sonne uns umgeben wie eine Krone, deren Mittelpunkt wir waren, die sangen sanfter, als sie leuchteten."
" così cinger la figlia di Latona vedem talvolta, quando l’aere è pregno, sì che ritenga il fil che fa la zona","So sehen wir manchmal den Mond umgeben von einem Flügel, wenn die Luft feucht ist und den Mondstrahl hält, der ein Band bildet."
" Ne la corte del cielo, ond’ io rivegno, si trovan molte gioie care e belle tanto che non si posson trar del regno","Am Hofe des Paradieses, von dem ich zurückkomme, sind viele schöne und kostbare Juwelen zu finden, so daß man sie nicht von diesem Königreich nehmen kann."
 e ’l canto di quei lumi era di quelle,Und das Gesang dieser Lichter war einer dieser Juwelen.
" chi non s’impenna sì che là sù voli, dal muto aspetti quindi le novelle","Wer nicht fliegen kann, der erwartet nicht, daß ich ihn beschreibe wie ein Stummkopf, der kann die Nachricht nicht bringen."
" Poi, sì cantando, quelli ardenti soli si fuor girati intorno a noi tre volte, ","Nachdem die glühenden Sonnen drei Runden gesungen hatten,"
" come stelle vicine a’ fermi poli, donne mi parver, non da ballo sciolte, ma che s’arrestin tacite, ","Als Sterne in der Nähe der Himmelspole schienen sie mir wie Frauen, die noch tanzen und schweigen,"
 ascoltando fin che le nove note hanno ricolte,"Zuhören, bis sie die Musik gehört haben, die den Ball filmt"
 E dentro a l’un senti’ cominciar,Und in einem dieser Lichter hörte ich sagen:
" «Quando lo raggio de la grazia, onde s’accende verace amore e che poi cresce amando, multiplicato in te tanto resplende, ","Denn der Strahl der göttlichen Gnade, aus dem sich die wahre Liebe entzündet, die dann, wenn sie liebt, weiter wächst und in dir leuchtet,"
 che ti conduce su per quella scala u’ sanza risalir nessun discende,"Denn er führt dich hinauf auf die Leiter, von der niemand hinabkommt, ohne daß er hinaufkommt."
" qual ti negasse il vin de la sua fiala per la tua sete, in libertà non fora se non com’ acqua ch’al mar non si cala","Wenn dir jemand den Wein seiner Ampulle verleugnet, um deinen Durst zu stillen, so würde er nicht in Freiheit handeln wie ein Wasser, das nicht vom Berge bis ans Meer hinabsteigen würde."
 Tu vuo’ saper di quai piante s’infiora questa ghirlanda che ’ntorno vagheggia la bella donna ch’al ciel t’avvalora,"Du willst wissen, aus welchen Blumen dieser Kranz gebildet ist, der um die schöne Frau schaut, die dich zum Himmel führt."
 Io fui de li agni de la santa greggia che Domenico mena per cammino u’ ben s’impingua se non si vaneggia,"Ich war einer der Lämmer der heiligen Herde, die der hl. Dominikus auf dem Weg führt, wo man sich mit geistiger Habe bereichert, wenn man nicht von der Regel abirrt."
" Questi che m’è a destra più vicino, frate e maestro fummi, ","Und er war ein Bruder zu meiner Rechten, und er war mein Meister."
" ed esso Alberto è di Cologna, e io Thomas d’Aquino","und das ist Alberto der Große von Köln, und ich bin Thomas von Aquin"
" Se sì di tutti li altri esser vuo’ certo, di retro al mio parlar ten vien col viso girando su per lo beato serto","Wenn du die Namen aller anderen wissen willst, so folge meinen Worten, indem du deinen Blick durch die Lichter dieser seligen Krone fliegst."
" Quell’ altro fiammeggiare esce del riso di Grazïan, che l’uno e l’altro foro aiutò sì che piace in paradiso","Das andere flammende Licht wird durch das Lächeln von Franz Grazian erzeugt, das dem einen und dem anderen Gesetz so half, daß es dem Paradies gefällt."
" L’altro ch’appresso addorna il nostro coro, quel Pietro fu che con la poverella offerse a Santa Chiesa suo tesoro","Der andere, der nach ihm unser Heer schmückte, war der Petrus Lombardo, der der Heiligen Kirche alles, was er hatte, als die Arme des Evangeliums darbrachte."
" La quinta luce, ch’è tra noi più bella, spira di tale amor, che tutto ’l mondo là giù ne gola di saper novella","Das fünfte Licht, das das schönste unter uns ist, atmet von einer solchen Liebe, daß die ganze Welt sein Schicksal kennenlernen möchte"
" entro v’è l’alta mente u’ sì profondo saver fu messo, che, se ’l vero è vero, a veder tanto non surse il secondo","darin ist der hohe Verstand, wo solch ein tiefes Wissen ward, daß, wenn die Schrift die Wahrheit sagt, es keinen weiseren Menschen gab als ihn."
 Appresso vedi il lume di quel cero che giù in carne più a dentro vide l’angelica natura e ’l ministero,"In der Nähe siehst du das Licht des Kerls, der, als er noch lebte, die Natur und die Funktion der Engel mehr sah als alle anderen."
 Ne l’altra piccioletta luce ride quello avvocato de’ tempi cristiani del cui latino Augustin si provide,"Im anderen kleinen Licht lacht jener Anwalt aus christlicher Zeit, dessen Werk in Latein der heilige Augustinus benutzte"
" Or se tu l’occhio de la mente trani di luce in luce dietro a le mie lode, già de l’ottava con sete rimani","Wenn du nun das Auge deines Sinnes nach meinen Worten aus Licht strömst, so sollst du herausfinden, wer das achte Licht ist."
