Original,Translate,Translate_GPT_1
Ma guarda che•llo scritto sia mandato,Maar kijk eens naar dat schrijven dat geleverd wordt.,Maar hij merkt op dat dit schrift wordt afgeleverd.
"Per tal messagio, che non vi difami.",van een bericht dat je niet belastert.,Van een boodschap die je niet belastert.
"Ma nella lettera non metter nome,",Maar zet de naam niet in de brief,"Exclusief, weggelaten, onthouding"
Di lei   dirai “colui” di te “colei”:,"Van haar zul je hem zeggen, van jou zij","Je gaat haar over haar vertellen, ze gaat haar over jou vertellen."
Così convien canbiar le pere a pome.,Zo worden peren omgezet in appels.,Dit verandert peren in appels.
Messagio di gharzon’ ma’ non farei,Ik zou nooit een bediende gebruiken als boodschapper.,Ik zou nooit een man als koerier gebruiken.
"Chéd e’ v’à gran periglio, ed odi come:","Omdat er een groot gevaar is, en dat is waarom:","Want er is een ernstig risico, en hier is de reden:"
"Nonn-à fermeza in lor, perciò son rei.",Er is geen standvastigheid in hen; daarom zijn zij niet goed.,"Er is geen uithoudingsvermogen in hen; daarom, zij zijn niet uitstekend."
"E se•lla donna prende tu’ presente,",En als de Vrouwe je hierheen brengt,Als de Vrouwe je in overweging neemt.
Buon incomincio avra’ di far mercato.,u heeft een goede start van uw bedrijf;,Je hebt een goede start voor je bedrijf.
"Ma•sse d’un bascio l’avessi inarrato,","Maar als ik een kus had beloofd,",Als er een kus was beloofd.
Saresti poi ciertan del rimanente.,Je zou zeker zijn van de rest.,Je zou zeker zijn van de rest.
"E s’ella a prender non è conosciente,","En als je niet de beleefdheid hebt om te accepteren,","Als je niet de vriendelijkheid te accepteren,"
"Anzi t’avrà del tutto rifusato,","In feite, moet hij je volledig afgewezen hebben.","In plaats van het te accepteren, wees hij het volledig af."
"Senbianti fa che sie forte crucciato,","Doen alsof je erg overstuur bent,",Om een grote schok te simuleren.
E partiti da•llei san’ dir niente.,en laat haar zonder iets te zeggen.,Laat haar rustig.
"E poi dimora un tenpo san’ parlarne,",En praat dan een tijdje niet met haar.,Vermijd communicatie met u voor een periode van tijd.
"E non andar in luogo, ov’ella sia,",En ga niet naar een plaats waar zij aanwezig is.,Vermijd dat je naar een plek gaat waar je aanwezig bent.
E fa senbiante che nonn-ài che farne.,En doen alsof je niet weet hoe je ermee om kunt gaan.,Doe alsof je niet weet hoe je het moet controleren.
Ell’enterrà in sì gran malinconia,En ze zal een grote melancholie binnengaan.,Ze zal een diepe droefheid binnengaan.
Che no•lle dimorrà sopr’osso carne:,Die geen vlees meer zal hebben op zijn beenderen;,dat niet langer spieren op zijn structuur zal hebben.
Sì•ssi ripentirà di sua follia.,en dan zal hij berouw tonen over zijn waanzin.,En dus zal hij spijt hebben van zijn onvoorzichtigheid.
"Il marinaio, che tuttor navicando",De zeeman die blijft zeilen.,De zeeman die blijft varen.
"Va per lo mar, ciercando terra istrana,",gaat naar de zee op zoek naar een vreemd land,gaat naar de zee op zoek naar een exotisch land
"Con tutto si guid’e’ per tramontana,",Met alles wat je rijdt en door tramontana,Rijden en door tramontana met alles wat je nodig hebt.
Sì va e’ ben le sue vele canbiando,Het is oké om zijn zeilen te verwisselen.,Het is oké om zijn zeilen te verwisselen.
"E per fugire   da terra c’apressando,","En om van de aarde te vluchten, haastig.",en om uit de aarde te ontsnappen door te versnellen
"In quella guisa, c’allor gli è più sana.",doen wat het beste is:,het uitvoeren van wat het beste is
Così governa mese e settimana,Hij regelt het maanden en weken.,"Heersers voor lange periodes, wacht voor maanden en weken."
Insin che ’l mar si va rabonacciando.,Totdat de zee rustig is.,Totdat de zee rustig is.
"Così dé far chi d’Amor vuol gioire,",Dus doen degenen van Liefde die willen om zich te verheugen,En degenen die willen genieten van de liefde.
Quand’e’ truova la sua donna diversa:,als hij zijn vrouw anders vindt,Als hij zijn andere metgezel vindt
"Un’or la dé cacciar, altra fugire.",Nu moet je haar eruit schoppen en nu weglopen.,"Nu moet je haar verdrijven, nu wegrennen."
"Allor sì•lla vedrà palida, e persa,",Dan zie je bleek en verdwaald.,Dan zal het gedesoriënteerd en gedesoriënteerd lijken.
Ché sie ciertan che le parrà morire,Ik weet zeker dat ze het gevoel heeft dat ze gaat sterven.,dat het onvermoeibaar is dat het zal lijken te sterven
Insin che no•lli cade sotto inversa.,Totdat ze onder hem valt.,Totdat ze onder hem valt.
"Quando fai ad alcuna tua richesta,",wanneer u een van uw verzoeken doet,Wanneer u uw vraag stelt
"O vechia ch’ella sia, o giovanzella,",of ze oud of jong is,of ze oud of jong is
"O maritata,   o vedova, o pulzella,","gehuwd, weduwnaar of maagd,","getrouwd, weduwe, vrijgezel."
Sì convien che•lla lingua tua sia presta,Het is beter als je tong klaar is.,Het wordt aanbevolen om uw tong klaar te houden.
"A•lle’ lodar suo’ ochi, e bocca, e testa,","Om Zijn ogen te loven, Zijn mond Zijn hoofd;","Om zijn ogen, mond en hoofd te verheffen."
E dir che sotto ’l ciel non l’à più bella:,en zeggen dat onder de hemel het niet de mooiste zal zijn,en zeggen dat onder het uitspansel het niet de meest prachtige zal zijn
“Piaciesse a Dio ch’i’ v’avesse in gonella,Had het goed voor God geweest dat ik je in mijn keel had,Als het God zou behagen dat ik je in mijn keel had.
Là ov’io diviserei in mia podesta!”.,Waar ik macht over je zou hebben!,Waar ik gezag over je heb!
"Così le déi del tutto andar lodando,",Dus de goden moeten ze allemaal loven.,"Prijs de goden volledig, net zoals je moet."
Chéd e’ nonn-è nesuna sì atenpata,Omdat geen van hen zo oud is.,Omdat geen van hen zo oud is.
"Ch’ella   non si diletti in ascoltando,",dat ze niet graag luistert,dat ze er niet blij mee is om te luisteren
"E credes’esser più bella   che fata,",en dacht dat ze mooier was dan een fee,Hij vond hem betoverender dan een fee.
E ’nmantenente pensa a gir pelando,en voortdurend denkt aan villen,en voortdurend mediteren bij het villen
"Colui, che prima tanto l’à lodata.",Hij die haar voor het eerst prees,Degene die haar eerder prees.
"Le giovane, e le vechie, e le mezane","De jongeren, de ouderen en de middelbare leeftijd...","Jong, oud en middelbare leeftijd."
"Son tutte quante a prender sì ’ncarnate,",zijn allemaal bereid om te nemen,Ze zijn allemaal klaar om op te nemen.
Che nessun puote aver di lor derate,dat niemand zijn eigen goederen kan hebben,dat niemand zijn eigen spullen kan bezitten
"Per cortesia, tanto son villane,","Alsjeblieft, ik ben een schurk.","Alsjeblieft, ze zijn onbeleefd."
"Ché quelle, che si mostran più humane,",dat zij die zichzelf meer menselijk bewijzen,dat zij die zich meer medeleven tonen
"E non prendenti, dànno le ghigniate.",En maak jezelf niet belachelijk.,Bespot jezelf niet.
"Natur’è quella che•lle v’à fatate,",De natuur is degene die je leerde,De natuur is degene die je leerde
Sì com’ell’à ’fetato a chaccia il cane.,Net zoals hij de hond leerde jagen.,Precies zoals hij de hondenjacht trainde.
"Ver è c’alcuna si mette a donare,","Waar, sommigen zijn bereid om te geven,","Klopt, sommige zijn klaar om aan te bieden."
"Ma ella s’è ben prima proveduta,",Maar alleen als ze ervoor gezorgd hebben...,"Echter, alleen als u eerder gegarandeerd bent."
Ch’ella ’l darà in luogo d’adoppiare.,Dat wat zij geven twee keer zal terugkeren.,Dat wat zij geven verdubbeld zal worden.
"I•llor gioelli non son di gran valuta,",Hun juwelen zijn niet van grote waarde.,Hun juwelen zijn niet van grote waarde.
Ma e’ son esca per uccie’ pigliare.,Maar dit is het aas om de vogels te vangen.,Maar dit is de stok om de vogels te vangen.
Guardisi ben chi à corta veduta!,Wees voorzichtig met wie heeft gezien kort!,Wees alert op degenen die beperkt hebben gezien!
"Se quella, chu’ richiedi, ti rifiuta","Als degene die je wilt je weigert,","Als degene die je wilt je afwijst,"
"Tu sì non perdi nulla in su’ scondetto,",Je verliest niets door je weigering.,Er is geen verlies door zijn ontkenning.
"Se non se solo il motto, che•ll’ài detto.",als niet alleen de woorden die je tegen haar zei:,"In plaats van de woorden die je zei, gebruik andere uitdrukkingen."
Dello scondir sarà tosto pentuta.,Je zult binnenkort spijt krijgen van je weigering.,Je zult binnenkort spijt krijgen van je ontkenning.
"Una nel ciento non fu mai veduta,",Een van de honderd vrouwen is nog nooit gezien.,Een op de 100 vrouwen is nooit waargenomen.
"Ed ancor più che ’l miglia’ ci ti metto,","Of beter, ik wed een op de duizend","Verdorie, ik wed er één op duizend."
"Femina, chu’ piaciesse tal disdetto.",Vrouw dat je graag zo'n afwijzing,Vrouw die zo'n weigering waardeerde
"Come ch’ella t’asalgha di venuta,",Hoewel het je in het begin zou kunnen aanvallen.,Hoewel hij je in eerste instantie zou kunnen aanvallen.
"Richié’, c’almen n’avrà’ su’ ben volere,","Richie, hij zal tenminste zijn welwillende toestemming hebben.","Hij zal ontvangen, hij zal tenminste zijn welwillende instemming hebben."
"Con tutto ti vad’ella follegiando,","Zelfs als hij gekke dingen over jou kon zeggen,","Zelfs als hij ontrouwe dingen over jou zou kunnen zeggen,"
Ché•ttu no•le puo’ far magior piaciere.,Omdat je haar geen grotere gunst kunt verlenen.,Omdat je haar geen groter voordeel kunt geven.
"Ma di ciò non dé gir nessun parlando,",Maar niemand hoeft er iets over te zeggen.,Niemand mag erover praten.
"S’e’ ’n averla non mette su’ podere,","Als hij faalt in zijn zoektocht om het te hebben,",Als je het niet kunt vinden in je zoektocht.
Chéd ella se ne va dapoi vantando.,Want dan gaat hij erover opscheppen.,Want dan gaat hij optreden.
"E quando tu•ssarai co•llei soletto,","En als je helemaal alleen bent met haar,","Als je alleen bent met haar,"
"Prendila tra•lle braccia, e fa ’l sicuro,",Neem haar in je armen en doe het dapper.,Omarm het met vurigheid en doe het met vrijmoedigheid.
"Mostrando allor se•ttu•ssè forte e duro,","Dan laat je zien dat je sterk en hard bent,",Bewijs je kracht en vasthoudendheid.
E mantenente le metti il ganbetto.,en geef haar meteen de haak,en biedt onmiddellijk haar anker aan
Né no•lla respittar già per su’ detto:,Laat haar niet met rust voor wat ze zegt:,Geef haar geen genade voor wat ze zegt.
"S’ella chiede   merzé, chegala al muro.","Als hij om genade vraagt, vraag er dan tevergeefs om.","Als hij om genade smeekt, smeek ons dan tevergeefs."
"Tu•lle dirai: “Madonna, i’ m’assicuro","Je gaat zeggen, ""Madonna, ik ga ervoor zorgen.""","Je gaat zeggen, ""Holy, ik garandeer mezelf."""
"A questo far, c’Amor m’à•ssì distretto","om dit te doen, die liefde heeft me zo genomen","Om dit te doen, heeft die genegenheid me zo veel gekost."
"Di vo’, ched i’ non posso aver sogiorno.","Met u, opdat ik geen vrede heb;","Met u, opdat ik geen vrede heb;"
Per ch’e’ convien che vo’ agiate merzede,dat het nodig kan zijn voor jou om barmhartig te zijn.,Want het is passend voor jullie om genade te tonen.
"Di me, che tanto vi son ito intorno.",van mij die zoveel met je in de buurt zijn geweest,van mij die zo dicht bij je zijn geweest
"Ché•ssiate cierta ched i’ v’amo a fede,",dat je er zeker van bent dat ik je trouw liefheb,dat je er absoluut zeker van bent dat ik van je hou vroom
"Né d’amar voi giamai non mi ritorno,","En dat ik nooit zal stoppen met van je te houden,",En dat ik nooit zal ophouden van je te houden.
Ché per voi il me’ cor salvar si crede”.,dat mijn hart zal worden gered voor u,dat mijn hart voor u zal bewaren
"E se•ttu ami donna ferma e sagia,","En als je van een constante en wijze vrouw houdt,","Als je van een trouwe en wijze vrouw houdt,"
"Ben sagia   mente e fermo ti contieni,",Gedraag je met wijsheid en standvastigheid;,Wees voorzichtig en volhardend.
"C’avanti ch’ella dica: “Amico, tieni","voordat ze zegt, ""Gast, wacht even.""","voordat ze zegt, ""Kameraad, hou"""
"Delle mie gioie”, più volte t’asagia.","van mijn vreugde, vele malen heb ik je",Van mijn vreugde heb ik je meerdere malen vermaand.
"E se•ttu ami femina volaggia,","En als je van een wispelturige vrouw houdt,","Als je van een veranderende, onstabiele, grillige vrouw houdt."
"Volagia   mente davanti le vieni,","Kom voor haar op een wispelturige manier,","De Voorzitter. - Het woord is aan de Fractie van de Europese Volkspartij "
"E tutt’a la sua guisa ti mantieni,",en hou je weg op je eigen manier,en houd je in je eigen modus
"Od ella ti terrà bestia salvaggia,",Of zij beschouwt jou als een wild beest.,Of ze beschouwt je als een wild dier.
"E crederà che•ttu sie un papalardo,",En om te geloven dat jij geen huichelaar bent.,En stel dat je niet nep bent.
Che sie venuto a•llei per inganarla.,Dat je naar haar toe kwam om haar te bedriegen.,Dat je bij haar kwam om haar te bedriegen.
"Chéd ella il vol pur giovane e galliardo,",Omdat ze iemand wil die jong en stevig is.,Omdat ze iemand wil die jong en krachtig is.
"La buona e•ssagia,   ma di ciò non parla",Een goede en wijze vrouw spreekt hier nooit over;,Een welwillende en wijze vrouw noemt dit nooit.
"Anz’ama più l’uon fermo che codardo,",Hij houdt meer van een man dan van een lafaard.,Geeft de voorkeur aan een bepaald individu meer dan aan een verachtelijk persoon.
Ché non dotta che que’ faccia blasmarla.,Omdat hij niet weet wat hij haar de schuld gaat geven.,Omdat ze niet weet wat haar kritiek zal krijgen.
"Ancor convien che•ttu saccia ’lcun’arte,",Nog beter dat je een paar regels kent.,Nog beter dat je een paar regels kent.
Per ghovernar e te e la tu’ amica:,om jou en je vriendin te regeren:,"Direct, regel jij en je partner."
"Di buon’ morselli tuttor la mi notrica,","voeden haar nog steeds met tedere beten,",voed het opnieuw met zachte welpen.
E dàlle tuttavia la miglior parte.,en haar altijd het beste deel geven.,en haar altijd het beste geven.
"E s’ella vuol andar i•nulla parte,","En als je ergens heen wilt,","Als je ergens heen wilt,"
"Sì•lle dì: “Va, che Dio ti benedica!”.","Zeg haar: ""Ga, en moge God je zegenen.""","Vermaan: Ga heen, en moge God u Zijn zegen schenken."
In gastigarla non durar fatica,Verspil je tijd niet met haar te beledigen.,Verspil je tijd niet met haar te beledigen.
Se dal su’ amor non vuo’ tagliar le carte.,Tenzij je de relatie wilt beëindigen.,Tenzij je de relatie wilt onderbreken.
"E se•lla truovi l’opera facciendo,",En als je erachter komt dat hij de liefde bedrijft...,Als je erachter komt dat hij toegewijd is aan liefde...
Non far senbiante d’averla veduta:,Laat je haar niet zien.,Laat je haar niet escorteren.
In altra parte   te ne va fugiendo;,En ergens anders loop je weg.,En op een andere plek ren je weg.
"E se•lle fosse lettera venuta,",en als de brief was aangekomen,en als de boodschap was gekomen
Non t’intrametter d’andar inchegiendo,Hij doet geen moeite om het haar te vragen.,Hij hoeft het niet te vragen.
"Chi•ll’à recata, né chi la saluta.","Degene Die is heengegaan, noch degene die salueert.","Degene Die is heengegaan, noch van wie Hij de groeten zal doen."
"S’a scachi, o vero a•ttavole, giocassi",als je schaak of echt aan tafel speelde,Of je nu schaak of schaakbord speelde.
"Co•lla tua donna, fa c’agie il pigiore","Met uw dame, zorg ervoor dat",Zorg dat je vrouw er zeker van is.
"Del gioco, e dille ch’ell’è la migliore",En zeg haar dat ze de beste is in het spel.,en haar vertellen dat ze de meest bekwame van het spel is
"Dadi-gittante, che•ttu mai trovassi.",reusachtige data die ik nooit heb gezien,Enorme data die ik nog nooit had gezien
"S’a coderon giocaste, pignia anbassi,","En als hij coderon speelt, gooi occh,","Als je coderon gaat spelen, kijk dan."
E fa ched ella sia là vincitore.,en maak haar de winnaar,en maak haar de winnaar
"Della tua perdita non far sentore,",Laat me je verlies niet voelen.,Laat hem niet bewijzen dat je weg bent.
Ma che cortesemente la ti passi.,Maar wat voor soort beleefdheid gaat je voorbij.,Maar wat vriendelijkheid gaat je voorbij.
"Falla seder ad alti, e•ttu sie basso,","Zet haar op een hoge plek, en jij beneden,","Zet haar op een hoge plek, en jij beneden."
"E sì•ll’aporta carello, o cuscino:",en dragen een kar en een kussen;,en een kar en een kussen dragen.
Di le’ servir non ti veghi mai lasso.,Ze liet haar nooit zien dat je het zat was om haar te dienen.,Ze liet haar nooit zien dat je uitgeput was door haar te dienen.
"S’adosso le vedessi un buscolino,",Als ik een stip op haar moest zien...,Als ik een plekje bij haar zie...
"Fa che glie•levi, e se vedessi sasso,","Zorg ervoor dat je het wegpoetst, en als je een steen zou moeten zien","Zorg ervoor dat je wegpoetst, en als je een steen moet observeren."
"Là ’v’ella dé passar, netta ’l camino.","Waar hij moet lopen, van het pad afborstelen.","waar verder te gaan, maak de route vrij."
A sua maniera ti mantien tuttora:,Op zijn eigen manier houdt hij je nog steeds.,Op een merkwaardige manier behoudt het je nog steeds.
"Che s’ella ride, ridi, o balla,   balla,","Als ze lacht, lach je, of als ze danst, dans je.","Als ze lacht, lach je, of als ze danst, dan dans je."
"O s’ella piangie, pensa   a consolalla,","En als hij huilt, denk en troost haar,","Als ze huilt, denk en troost haar."
Ma fa che pianghe tu sanza dimora.,maar wees er zeker van dat je snel moet huilen.,Maar zorg ervoor dat je snel scheurt.
"E se con altre done fosse ancora,",en als met andere vrouwen nog steeds,Wat als hij nog bij andere vrouwen is?
"Che giocasero al gioco della palla,",Wie speelde de wedstrijd?,dat ze blij zijn met het spel van de bal
"S’andasse lungi, corri ad aportalla.",Breng hem terug naar haar.,"Het moet vooruit gaan, breng het terug naar haar."
A•lle’ servir tuttor pensa   e lavora.,Hij denkt altijd dat hij haar dient en werkt.,Altijd denken om u te helpen en te werken
"E se vien alcun’ or   ch’ella ti tenza,",En als de tijd komt dat hij met jou ruzie maakt...,Als de tijd komt dat hij tegen je vecht...
"Ch’ella ti crucci sì, che•ttu le dài,","Of als je zo boos bent dat je haar slaat,","Als je zo boos bent, sla je haar."
"Imantenente torna ad ubidenza,",Keer onmiddellijk terug om hen te gehoorzamen.,Keer onmiddellijk terug om hen te gehoorzamen.
"E giurale che ma’ più no ’l farai,",En zweer haar dat je het nooit meer zult doen.,Beloof hem dat je het nooit meer zult doen.
Di quel ch’ài   fatto farai   penitenza:,Je zult boete doen voor wat je gedaan hebt.,Verklaar je schuldgevoel voor wat je gedaan hebt.
"Prendila e falle il fatto, che•tti sai.",Neem haar mee en doe waar je goed in bent.,Pak haar en doe waar je goed in bent.
"Sovr’ognie cosa pensa di lusinghe,",Denk aan al die vleierij.,Denk aan alle complimenten.
"Lodando sua maniera, e sua fazone,",Hij prijst zijn manieren en zijn uiterlijk.,Hij prijst zijn hoffelijkheid en uiterlijk.
"E che di senno passa Salamone,",En als Salomo met wijsheid voorbijgaat.,En hoe Salomo verstandig handelt.
Con questi motti vo’ che•lla dipinghe.,Met deze woorden wil ik dat je het beschrijft.,Met deze woorden wil ik dat je haar afbakent.
Ma guarda non s’avega che•tti’nfinghe,Hij wist niet dat je deed alsof.,Maar hij wist niet dat je deed alsof.
Ché non v’andresti mai a prociessione:,"Omdat je nooit in processie zou gaan,",Waarom ging je niet naar de parade?
Non ti varebe lo star ginochione.,En je hoeft niet op je knieën te zitten.,Het zou niet helpen om te knielen.
"Però quel lusinghar fa che tu ’l tinghe,","Maar die vleierij laat je het verven,",Maar door die vleierij denk je erover na.
"Chéd e’ n’è ben alcuna sì viziata,",want er is niet zo'n verwend,Omdat er niemand zo corrupt is.
Che non crede giamai ta’ favolelle,die zulke verhalen nooit geloven.,Die zulke verhalen nooit vertrouwt.
Per c’altra volta n’è stata   beffata;,Omdat ze ooit bespot was.,Omdat ze ooit geplaagd werd.
"Ma queste giovanette damigielle,",Maar deze jonge bruidsmeisjes...,Deze jonge meisjes
"Chu’ la lor terra non n’è stata   arata,",dat hun land niet geploegd was,dat hun land niet bebouwd is
Ti crederanno ben cota’ novelle!,Ze gaan je een goed gevoel geven over deze romans.,Ze zullen je goed waarderen met deze nieuwe woorden.
"Se•ttu ài altra amica procacciata,",Als je een andere vriendin hebt.,Als je nog een vriend hebt.
"O ver che•ttu la guardi a procaciare,","Of dat je naar haar kijkt om het voor je te krijgen,","Dat je ernaar kijkt om het voor jezelf te krijgen,"
E sì non vuo’ per ciò abandonare,en je wilt niet in de steek laten,Je wilt er niet voor aftreden.
"La prima, chu’ à’ lungho tenpo amata,",de eerste die voor een lange tijd geliefd,De geliefde op de lange termijn.
"Se•ttu a la novella à’ gioia donata,","Als jij het goede nieuws hebt verkondigd,",Als je de jongeman vreugde zou schenken.
Sì dì ch’ella la guardi di recare,Zeg dat ze naar haar moet kijken om haar terug te brengen.,Zeg dat ze naar haar moet kijken om haar te herstellen.
"In luogo, ove la prima ravisare",op een plaats waar de eerste die herkent,Op een plaats waar de eerste kennisgeving
"No•lla potesse, ché seria ’smenbrata.","Dat kon ze niet doen, want ze zou vernietigd worden.","Dat kon ze niet doen, want ze zou vernietigd worden."
"O s’ella ancor ne fosse in sospezone,",of als hij nog steeds achterdochtig was,Als ze nog twijfelt.
"Fa saramenta ch’ella t’aggia torto,",Zorg ervoor dat het fout is.,vredig maken van haar fout
C’unque ver’ lei non fosti in mesprigione;,Iedereen die niet minachtend tegen haar was.,Iedereen die niet tegen haar was.
"E s’ella il pruova, convien che sie acorto","En als je ze probeert, kun je maar beter voorzichtig zijn.","Als je ze ervaart, is het belangrijk dat je waakzaam bent."
"A dir, che forza fu, e tradigione:","om te zeggen, welke kracht het was, en verraad","om te verklaren, welke kracht het was, en ontrouw"
Allor la prendi e sì•lle innaffia l’orto.,Dan neem je het en geef je water in de tuin.,Dan verkrijg je het en besproei je de tuin.
"E se•ttua donna cade in malatia,",en als uw vrouw in ziekte valt,En als je partner ziek wordt...
"Sì pensa che•lla faccie ben servire,",Zorg ervoor dat je goed gediend hebt.,ervoor te zorgen dat u voldoende tevreden bent met uzelf.
Né•ttu da•llei giamai non ti partire.,En je komt nooit van haar weg.,En je zal je nooit van haar scheiden.
"Dàlle vivanda, c’a piacier le sia,","Geef haar eten, dat ze het lekker vindt.","Bied haar voedsel aan, opdat zij tevreden moge zijn."
"E po’ sì•lle dirai: “Anima mia,","En dan zeg je tegen haar, ""Mijn ziel,","En dan ga je zeggen, ""Mijn hart,"""
Istanotte ti tenni in mio dormire,Gisteravond in mijn droom hield ik je vast.,Gisteravond in mijn droom omhelsde ik je.
"Intra.lle braccia sana, al me’ disire:","in mijn gezonde armen, naar mijn verlangen:","in mijn gezonde armen, naar mijn verlangen."
"Molto mi fecie Idio gran cortesia,","God deed me een grote beleefdheid,",God heeft mij grote goedheid geschonken.
Che mi mostrò sì dolze avisione”.,Dat liet me zo'n lief visioen zien.,dat ik zo'n teder gezicht had.
"Po’ dica, ch’ella l’oda, come sagio,","Zeg dan, dat gij naar hem luistert, als een wijs man.","Dan zeg je, dat je naar hem luistert, als een wijs man."
"Che per lei fara’ far gran prociessione,",Die een grote optocht voor haar zal maken.,dat voor haar een geweldige parade zal maken
"O•ttu n’andra’ in lontan pellegrinagio,",Of dat jullie op een lange bedevaart gaan.,"dat jullie een lange reis maken,"
Se Giesocristo le dà guerigione.,Als Jezus Christus haar geneest.,Als Jezus Christus het geneest.
"Così avrai il su’ amor, e ’l su’ coragio».","Dus, je zult zijn liefde en moed hebben.",Op deze manier zul je zijn genegenheid en dapperheid winnen.
"Quand’ebi inteso Amico, che leale","Toen ik Vriend begreep, wat trouw","Toen ik Vriend hoorde, hoe loyaal"
"Consiglio mi dava, a su’ podere,","Hij gaf me advies, in zijn macht.","Hij gaf me advies, op zijn best."
"I’ sì•lli dissi: «Amico, il mi’ volere","Ik zei tegen hem: ""Mijn wil.""","Ik zei tegen hem: Kameraad, mijn wens."
"Non fu unquanche d’esser disleale,",Het had nooit ontrouw mogen zijn.,Hij hoefde nooit misleidend te zijn.
"Né piaccia a Dio, ch’i’ sia condotto a tale,",God vindt het niet leuk dat ik zo word geleid.,Laat het God niet worden toegestaan dat ik tot zo'n
"Ch’i’ a le gienti mostri benvolere,",dat ik vriendelijkheid aan mensen toon,dat ik vriendelijkheid aan mensen toon
"E servali del corpo, e dell’avere,",en dienaren van het lichaam en van het hebben,en afhankelijk van lichaam en rijkdom
Ched i’ pensase poi di far lor male.,En toen dacht ik dat ik ze pijn zou doen.,En dan zou ik overwegen hem pijn te doen.
Ma sòffera ch’i’ avante disfidi,Maar laat me eerst uitdagen.,"Ten eerste, laat me uitdagen."
"E Mala-Bocca, e tutta sua masnada,","Misstappen en al zijn bendes,",Slechtheid en zijn groep.
"Sì che neuno in me giamai si fidi,",dat niemand in mij ooit vertrouwt,dat niemand ooit in mij vertrouwt
Po’ penserò di metterli a la spada».,Dan denk ik eraan om ze aan het zwaard te leggen.,Dan overweeg ik ze te bewapenen met het zwaard.
"Que’ mi rispuose: «Amico, mal ti guidi:","Hij zei tegen me: ""Je hebt het mis.","Hij zei tegen mij: ""Kameraad, maar je hebt het mis."
Cotesta sì nonn-è la dritta strada.,Dit is niet de juiste manier.,Dit is niet het juiste pad.
"A te sì non convien far disfidaglia,",Je wilt deze uitdaging niet aangaan.,Het is niet raadzaam om deze uitdaging aan te gaan.
Se•ttu vuo’ ben civir di questa guerra.,Als je een einde wilt maken aan deze oorlog.,Als je deze oorlog gelukkig wilt beëindigen.
"Lasciala far a’ gran’ signior’ di terra,",Laat de grote meesters van de aarde het doen.,Sta de heersers van de aarde toe.
Che posson soferir oste e battaglia.,die het leger en de gevechten kunnen betalen!,Dat ze het leger en de schermutselingen kunnen financieren!
"Mala-Bocca, che così ti travaglia,","Malabocia, die je kwelt,","Wickedness, die je bedroeft,"
È traditor: chi ’l tradiscie non erra.,"Hij is een verrader; wie hem verraadt, dwaalt niet.","Hij is ontrouw; zij die hem niet aardig vinden, maken geen dwaling."
"Chi con falsi senbianti no•ll’aferra,",Die hem niet met valsheid gevangen neemt.,Hij die hem niet bedriegt met valse pretenties.
Il su’ buon giocho mette a ripentaglia.,Hij brengt zijn goede spel in gevaar.,bedreigt zijn goede reputatie.
"Se•ttu lo sfidi, o batti, e’ griderà,","Als je hem uitdaagt of slaat, zal hij schreeuwen:","Als je hem uitdaagt of aanvalt, zal hij schreeuwen."
Chéd egli è di natura di mastino:,omdat hij van een mastineachtige aard is,Omdat hij vasthoudend in de natuur is
"Chi più ’l minaccia, più gli abaierà.","Hoe meer hij hem bedreigt, hoe meer hij naar hem blaft.","Hoe meer hij hem bedreigt, hoe meer hij tegen hem schreeuwt."
"Chi Mala-Bocca vuol metter al chino,",Wie Malabocia wil veroveren,Iedereen die Malabocia wil onderwerpen.
"Sed egli è sagio, egli•lusingherà:",Hij zal hem vleien als hij verstandig is.,Hij zal hem vleien als hij wijs is.
Ché cierto sie quell’è ’l dritto camino».,Ik weet zeker dat het de juiste manier is.,dat het onweerlegbaar is dat het de juiste manier is.
"«Po’ mi convien ovrar di tradigione,","""Dan kan ik beter op traditie opereren,","""Dan is het beter voor mij om te handelen volgens de gewoonte,"
"E a•tte pare, Amico, ch’i’ la faccia,",En het lijkt erop dat ik het ga doen.,"Het lijkt erop, kameraad, dat ik het doe."
"I’ la farò,   come ch’ella mi spiaccia,","Ik doe het, alsof ik het niet leuk vind.","Dat zal ik doen, ondanks mijn bezwaren."
Per venir al di su di quel cagnione.,Om boven die hond te komen,Om langs die hond te komen.
"Ma sì•tti priego, gientil conpagnione,","Maar alsjeblieft, lieve metgezel,","Alsjeblieft, lieve metgezel,"
"Se•ssai alcuna via, che•ssia più avaccia,","Als er een manier is, laat het dan sneller zijn.","Als er een pad is, laat het dan sneller zijn."
"Per Malabocca e suo’ metter in caccia,",om op Malabocia en de hare te jagen,Uitdrijving van Malabocia en de hare
"E trar Bellacoglienza di pregione,",En gratis Bell receptie in de gevangenis,En gratis Bell receptie uit de gevangenis
"Che•ttu sì•lla mi insegni, ed i’ v’andrò,",Jij leert het me en ik ga.,Dat jij het me leert en ik ga door.
"E menerò   comeco tal aiuto,",en ik zal zo'n eerste hulp brengen,en ik zal deze eerste steun geven
Ched i’ quella forteza abatterò».,Omdat ik dat fort ga begraven.,Omdat dat fort instortte.
"«E’ nonn-à guari ch’i’ ne son venuto»,","""Het is niet veel dat ik daar vandaan kwam,""",Zo ben ik al lang niet meer geweest.
