id,Original,Translate
530,"  e sé continüando al primo detto, ""S’elli han quell’arte"", disse, ""male appresa, ciò mi tormenta più che questo letto","""»Riprendendo quanto aveva detto, affermò: «Ho più dolore per la mancanza di istruzione dei miei antenati su come tornare a Firenze che per questa tomba»."""
531,"  Ma non cinquanta volte fia raccesa la faccia de la donna che qui regge, che tu saprai quanto quell’arte pesa","""Fra cinquanta fasi lunari, avrai capito quanto doloroso è quell'arte."""
532,"  E se tu mai nel dolce mondo regge, dimmi: perché quel popolo è sì empio incontr’a’ miei in ciascuna sua legge?""",Perché è così che i fiorentini gestiscono i provvedimenti contro la mia famiglia?
533,"  Ond’io a lui: ""Lo strazio e ’l grande scempio che fece l’Arbia colorata in rosso, tal orazion fa far nel nostro tempio""","""Con le tristi tragiche vicende di Montaperti, che macchiarono di sangue l'Arbia, è proprio per questo motivo che siamo giunti alla conclusione di emanare tali leggi."""
534,"  Poi ch’ebbe sospirando il capo mosso, ""A ciò non fu’ io sol"", disse, ""né certo sanza cagion con li altri sarei mosso","""»Scuotendo tristemente il capo, affermò: «La mia era solo una piccola parte nella lotta; non sarei andato contro la mia volontà senza motivo valido»."""
535,"  Ma fu’ io solo, là dove sofferto fu per ciascun di tòrre via Fiorenza, colui che la difesi a viso aperto""","""Mi impegnai a essere l'unica voce a difesa di Firenze, quando ogni capo ghibellino minacciava di distruggerne completamente la città."""
536,"  ""Deh, se riposi mai vostra semenza"", prega’ io lui, ""solvetemi quel nodo che qui ha ’nviluppata mia sentenza","""»Allora implorai: «Vi prego, possa la vostra discendenza trovare serenità: chiaritemi il dilemma che mi tormenta»."""
537,"  El par che voi veggiate, se ben odo, dinanzi quel che ’l tempo seco adduce, e nel presente tenete altro modo""","""Sembra che voi, dannati, siate in grado di vedere gli eventi futuri, se ho interpretato correttamente, mentre avete una comprensione limitata del presente."""
538,"  ""Noi veggiam, come quei c’ ha mala luce, le cose"", disse, ""che ne son lontano",""" o nello spazio come più vicine di quanto non siano in realtà»Affermò: """"Possiamo avere la tendenza, similmente a chi soffre di una visione imperfetta, di percepire eventi lontani nel tempo e nello spazio come se fossero maggiormente prossimi della realtà""""."""
539," cotanto ancor ne splende il sommo duce",Dio ci consente soltanto questo
540,"  Quando s’appressano o son, tutto è vano nostro intelletto e s’altri non ci apporta, ","""Non possiamo capire cosa stia succedendo, a meno che altri non ci diano qualche informazione."""
541,"  nulla sapem di vostro stato umano",ignoriamo la situazione umana della vostra famiglia
542,"  Però comprender puoi che tutta morta fia nostra conoscenza da quel punto che del futuro fia chiusa la porta""","""Si può dedurre che tutte le nostre cognizioni diverranno obliterate una volta arrivati al giorno del Giudizio, il quale simboleggia la porta verso l'avvenire."""
543,"  Allor, come di mia colpa compunto, dissi: ""Or direte dunque a quel caduto che ’l suo nato è co’ vivi ancor congiunto",»Poi confessai la mia colpa e dichiarai: «Informate quell'uomo disgraziato che suo figlio è ancora vivo».
544,"  e s’i’ fui, dianzi, a la risposta muto, fate i saper che ’l fei perché pensava già ne l’error che m’avete soluto""","""Se prima non ho risposto immediatamente, ditegli che era perché stavo ancora cercando di comprendere l'errore che mi avete spiegato."""
545,"  E già ’l maestro mio mi richiamava",Virgilio mi stava chiamando
546," per ch’i’ pregai lo spirto più avaccio che mi dicesse chi con lu’ istava",così supplicai velocemente lo spirito affinché mi rivelasse i suoi compagni di prigionia
547,"  Dissemi: ""Qui con più di mille giaccio: qua dentro è ’l secondo Federico e ’l Cardinale",""".Mi rispose: «Qui troviamo più di mille anime dannate, tra cui Federico II di Svevia ed il cardinale Ottaviano degli Ubaldini."""
548," e de li altri mi taccio""",Non ti fornirò alcuna informazione riguardante gli altri.
549,"  Indi s’ascose","""Di conseguenza, ritornò nella tomba."""
550," e io inver’ l’antico poeta volsi i passi, ripensando a quel parlar che mi parea nemico","""Allontanandomi dall'antico poeta, ripensai alle parole che mi avevano colpito in maniera così ostile."""
551,"  Elli si mosse",Virgilio prese il suo cammino.
552," e poi, così andando, mi disse: ""Perché se’ tu sì smarrito?""","""Camminando, mi chiese perché ero così preoccupato?"""
553," E io li sodisfeci al suo dimando",Gli diedi una spiegazione
554,"  ""La mente tua conservi quel ch’udito hai contra te"", mi comandò quel saggio",»Quel saggio mi raccomandò di imprimerne la memoria ciò che ho ricevuto come critiche.
555," ""e ora attendi qui"", e drizzò ’l dito:  ""quando sarai dinanzi al dolce raggio di quella il cui bell’occhio tutto vede, da lei saprai di tua vita il vïaggio""","""Quando ti presenterai ai luminosi occhi di colui che tutto vede, scoprirai qual è il tuo destino per il futuro."""
556,"  Appresso mosse a man sinistra il piede: lasciammo il muro e gimmo inver’ lo mezzo per un sentier ch’a una valle fiede,  che ’nfin là sù facea spiacer suo lezzo","Quindi cambiammo direzione, scostandoci dal muro: prendemmo il sentiero che portava a una valle dove l'aria era insopportabile"
557," In su l’estremità d’un’alta ripa che facevan gran pietre rotte in cerchio, venimmo sopra più crudele stipa","""Arrivammo ai piedi di un'alta scogliera sulla quale erano ammucchiate in un cerchio le rocce, pochi passi più avanti rispetto al Cerchio successivo."""
558," e quivi, per l’orribile soperchio del puzzo che ’l profondo abisso gitta, ci raccostammo, in dietro, ad un coperchio  d’un grand’avello, ","""Ci nascondemmo dietro il coperchio di una grande tomba, inorriditi dal fetore terribile proveniente dalle profondità dell'inferno."""
559," ov’io vidi una scritta che dicea: ’Anastasio papa guardo, lo qual trasse Fotin de la via dritta’","""Lessi una scritta che recitava: """"Anastasio papa, condotto fuori dalla strada giusta da Fotino""""."""
560,"""Lo nostro scender conviene esser tardo, sì che s’ausi un poco in prima il senso al tristo fiato","""Ci vorrà un po' prima di abituarci al cattivo odore, perciò sarebbe meglio aspettare prima di scendere."""
561," e poi no i fia riguardo""",Non ci saranno più alcuna cortesia da rispettare.
562,"  Così ’l maestro","""Virgilio, così affermò."""
563," e io ""Alcun compenso"", dissi lui, ""trova che ’l tempo non passi perduto""",Gli consigliai di cercare un modo per non sprecare il tempo.
564," Ed elli: ""Vedi ch’a ciò penso""",Lui disse: «Credo che sia così».
565,"  ""Figliuol mio, dentro da cotesti sassi"", cominciò poi a dir, ""son tre cerchietti di grado in grado, come que’ che lassi",""".Iniziò a dire: «Figlio mio, sotto questi sassi c'è una successione di tre Cerchi, sovrapposti come gli altri che hai visto."""
566,"  Tutti son pien di spirti maladetti",Hanno tutti spiriti maligni che li perseguitano.
567," ma perché poi ti basti pur la vista, intendi come e perché son costretti","""Ascolta con attenzione come e perché stanno insieme, in modo tale da essere sazi del loro rapporto in futuro."""
568,"  D'ogne malizia, ch'odio in cielo acquista, ingiuria è 'l fine, ed ogne fin cotale o con forza o con frode altrui contrista","""Il risultato agognato di ogni atto malvagio che è odiato da Dio è l'offesa, e si raggiunge con la forza o la disonestà."""
569,"  Ma perché frode è de l’uom proprio male, più spiace a Dio","""L'inganno è un reato che commette soltanto l'uomo, pertanto non è ben accetto davanti a Dio."""
570," e però stan di sotto li frodolenti, e più dolor li assale",I trasgressori della legge sono considerati di bassa statura e vengono severamente puniti.
571,"  Di vïolenti il primo cerchio è tutto",Il primo Cerchio è riservato a coloro che hanno commesso atti di violenza.
572," ma perché si fa forza a tre persone, in tre gironi è distinto e costrutto","""In quanto si può esercitare violenza su tre obiettivi differenti, è diviso in tre gironi."""
573,"  A Dio, a sé, al prossimo si pòne far forza, dico in loro e in lor cose, come udirai con aperta ragione","""Si può applicare violenza a Dio, a se stessi, al prossimo, alle persone e alle loro cose; in seguito ti esporrò una spiegazione razionale."""
574,"  Morte per forza e ferute dogliose nel prossimo si danno, e nel suo avere ruine, incendi e tollette dannose","""Si può causare al prossimo la morte, lesioni dolorose, e distruggere i suoi averi con saccheggi, incendi e rapine."""
575,"  onde omicide e ciascun che mal fiere, guastatori e predon, tutti tormenta lo giron primo per diverse schiere","""Tutti coloro che commettono omicidi, furti e violenze subiscono la pena nella prima sfera dell'Inferno."""
576,"  Puote omo avere in sé man vïolenta e ne’ suoi beni",L'uomo può essere aggressivo verso se stesso e nei suoi beni.
577," e però nel secondo giron convien che sanza pro si penta  qualunque priva sé del vostro mondo, biscazza e fonde la sua facultade, e piange là dov’esser de’ giocondo","""Chiunque si è suicidato e chi ha speso o dissipato il suo denaro, invano brama di entrare nel secondo girone, ma sarebbe stato meglio se avesse scelto di vivere felice invece che piangersi addosso per i beni lasciati sulla terra."""
578,"  Puossi far forza ne la deïtade, col cor negando e bestemmiando quella, e spregiando natura e sua bontade","""Si può esprimere violenza nei confronti di Dio, attraverso la sfiducia verso di Lui e il non riconoscerlo, oppure trascurando rispetto per la natura ed ignorandone la benevolenza."""
579,"  e però lo minor giron suggella del segno suo e Soddoma e Caorsa e chi, spregiando Dio col cor, favella","""Pertanto, il terzo girone impone le sanzioni a coloro che commettono l'omosessualità e usura, così come anche a chi si rivolge contro Dio in maniera sconsiderata nel proprio cuore."""
580,"  La frode, ond'ogne coscïenza è morsa, può l'omo usare in colui che 'n lui fida e in quel che fidanza non imborsa","""La frode, dal che può suscitare profondi rimorsi di coscienza, potrebbe essere perpetrata dagli uomini sia verso coloro in cui si ha fiducia sia verso quelli a cui non si crede."""
581,"  Questo modo di retro par ch’incida pur lo vinco d’amor che fa natura",Questo sembra infrangere solo il legame d'amore che la natura ha stretto.
582," onde nel cerchio secondo s’annida  ipocresia, lusinghe e chi affattura, falsità, ladroneccio e simonia, ruffian, baratti e simile lordura",""".Perciò nel secondo Cerchio si trovano puniti ipocriti, adulatori, stregoni, falsari, ladri, simoniaci, corruttori di giovani fanciulle e mercanti sleali."""
583,"  Per l’altro modo quell’amor s’oblia che fa natura, e quel ch’è poi aggiunto, di che la fede spezïal si cria","""Disimparando, si perde anche l'amore naturale e la connessione di fedeltà che spesso unisce le persone."""
584,"  onde nel cerchio minore, ov’è ’l punto de l’universo in su che Dite siede, qualunque trade in etterno è consunto""","""Lucifero presiede al più piccolo Cerchio, dove traditori sono destinati a sopportare una punizione eterna."""
585,"  E io: ""Maestro, assai chiara procede la tua ragione, e assai ben distingue questo baràtro e ’l popol ch’e’ possiede",""".Io dissi al Maestro: """"La tua spiegazione è comprensibile e mostra chiaramente questo abisso insieme a quelli che vi sono stati condannati""""."""
586,"  Ma dimmi: quei de la palude pingue, che mena il vento, e che batte la pioggia, e che s’incontran con sì aspre lingue,  ","""Quelli che si ritrovano nella palude fangosa, quelli travolti dalla bufera, i bagnati dalla pioggia e gli infuriati l'uno con l'altro che si scambiano parole di disprezzo."""
587,"  perché non dentro da la città roggia sono ei puniti, se Dio li ha in ira? e se non li ha, perché sono a tal foggia?""","""Se Dio non li ha in odio, perché vengono puniti all'Inferno anziché nella città di Dite?"""
588,"  Ed elli a me ""Perché tanto delira"", disse, ""lo ’ngegno tuo da quel che sòle? ",Egli mi domandò: Per quale ragione ti discosti così tanto dai tuoi soliti percorsi?
589,"  o ver la mente dove altrove mira?  ",Dove mai guarda la tua mente invece?
590,"  Non ti rimembra di quelle parole con le quai la tua Etica pertratta le tre disposizion che ’l ciel non vole,  ",Ricordi quelle parole con cui Aristotele discute i tre peccati che attirano la condanna del Cielo?
591,"  incontenenza, malizia e la matta bestialitade? ","""Gravi trasgressioni, malizia e razzismo crudele."""
592,"  e come incontenenza men Dio offende e men biasimo accatta?  ",In che modo l'eccesso infrange meno la legge divina e quindi viene punito con una sanzione inferiore?
593,"  Se tu riguardi ben questa sentenza, e rechiti a la mente chi son quelli che sù di fuor sostegnon penitenza,  tu vedrai ben perché da questi felli sien dipartiti, e perché men crucciata la divina vendetta li martelli""","""Se prendi in considerazione questa dichiarazione e ripensi a quei condannati che sono esclusi da questa città, capirai bene il motivo per cui sono separati dai colpevoli  e perché ne ricevono un castigo minore da parte della giustizia divina."""
594,"  ""O sol che sani ogne vista turbata, tu mi contenti sì quando tu solvi, che, non men che saver, dubbiar m'aggrata","""»Io esclamai: «Ah, Sole che risplendi e guarisci ogni sguardo turbato, tu mi rallegri tanto quando dissipi un mio dubbio, che anche il porre domande mi dà gioia come l'avere la saggezza»."""
595,"  Ancora in dietro un poco ti rivolvi"", diss’io, ""là dove di’ ch’usura offende la divina bontade, e ’l groppo solvi""","""Ritorna ancora indietro fino al punto dove hai affermato che l'usura è un insulto alla bontà divina, e chiarisci questo mio dubbio."""
596,"  ""Filosofia"", mi disse, ""a chi la ’ntende, nota, non pure in una sola parte, come natura lo suo corso prende  dal divino ’ntelletto e da sua arte","""»Mi disse che la filosofia, per chi è in grado di capirla, sostiene che la natura è governata dall'intelligenza e dal dinamismo divini attraverso più libri."""
597," e se tu ben la tua Fisica note, tu troverai, non dopo molte carte,  che l’arte vostra quella, quanto pote, segue, come ’l maestro fa ’l discente","""Se si legge attentamente la Fisica, ci si renderà conto che il nostro lavoro è simile a quello di Dio, proprio come un discepolo segue l'esempio del suo maestro."""
598," sì che vostr’arte a Dio quasi è nepote",in modo tale che la vostra diligente attività è quasi proveniente da Dio.
599,"  Da queste due, se tu ti rechi a mente lo Genesì dal principio, convene prender sua vita e avanzar la gente","""Se si esamina la Genesi, emerge che l'uomo deve ricavare il proprio sostentamento e progredire attraverso un lavoro produttivo."""
600,"  e perché l’usuriere altra via tene, per sé natura e per la sua seguace dispregia, poi ch’in altro pon la spene","""Percorrendo una via diversa dall'usuraio, lui si allontana dalla natura e vede nell'operosità solo un mezzo sottomesso al quale affidare la sua fiducia piuttosto che come obiettivo da raggiungere."""
601,"  Ma seguimi oramai che ’l gir mi piace","""Vieni con me, poiché credo che dovremmo procedere"""
602," ché i Pesci guizzan su per l’orizzonta, e ’l Carro tutto sovra ’l Coro giace,  e ’l balzo via là oltra si dismonta""","""Per raggiungere il Cerchio sottostante, dobbiamo intraprendere un'altra strada. Mentre i Pesci scivolano nell'orizzonte, sul Carro affiora lontano sopra al Coro."""
603,"Era lo loco ov’a scender la riva venimmo, alpestro e, per quel che v’er’anco, tal, ch’ogne vista ne sarebbe schiva","""Alla destinazione cui arrivammo per accedere al successivo Anello era impervia e, anche con quel che conteneva, in modo tale da non desiderare di vederla."""
604,"Qual è quella ruina che nel fianco di qua da Trento l’Adice percosse, o per tremoto o per sostegno manco,  ","""Come una frana che si verificò nel letto dell'Adige in prossimità di Trento, provocata da un terremoto o dalla mancanza di sostegno."""
605,"che da cima del monte, onde si mosse, al piano è sì la roccia discoscesa, ch’alcuna via darebbe a chi sù fosse:  ","""la roccia è scoscesa, partendo dall'altopiano fino alla pianura, ma chiunque provasse a scalarla potrebbe raggiungere il suolo sottostante."""
606,cotal di quel burrato era la scesa,così scendeva il burrone dantesco
607,e ’n su la punta de la rotta lacca l’infamïa di Creti era distesa  che fu concetta ne la falsa vacca,"""All'inizio di una scarpata si trovava la vergogna di Creta, che era stata concepita da un toro imitazione."""
608,"e quando vide noi, sé stesso morse, sì come quei cui l’ira dentro fiacca","""e quando li vide, si morse come se fosse sopraffatto dalla rabbia"""
609,"Lo savio mio inver’ lui gridò: ""Forse tu credi che qui sia ’l duca d’Atene, che sù nel mondo la morte ti porse?  ","""»Il mio maestro gli urlò: «Credi davvero che qui ci sia il duca di Atene, colui che ha provocato la tua scomparsa nel mondo?»"""
610,"Pàrtiti, bestia, ché questi non vene ammaestrato da la tua sorella, ma vassi per veder le vostre pene""","""Vattene via, bestia: come stabilito da tua sorella , non tornare qui finché non avrai sopportato il tuo castigo."""
611,"  Qual è quel toro che si slaccia in quella c’ ha ricevuto già ’l colpo mortale, che gir non sa, ma qua e là saltella,  vid’io lo Minotauro far cotale","""Come un toro che è stato colpito a morte e non riesce più a muoversi senza traballare, così vidi il Minotauro agitarsi dopo aver finalmente spezzato le catene."""
612," e quello accorto gridò: ""Corri al varco","""Con tono imperioso, Virgilio gridò: """"Muoviti rapidamente verso il passaggio!"""""""
613," mentre ch’e’ ’nfuria, è buon che tu ti cale""",È meglio che tu scenda mentre il mostro è in una grande agitazione.
614,"  Così prendemmo via giù per lo scarco di quelle pietre, che spesso moviensi sotto i miei piedi per lo novo carco","""Ci avventurammo giù lungo la scarpata di quelle rocce, che talvolta tremolavano al mio passo a causa del carico cui non erano abituati."""
615,"  Io gia pensando",Pensavo mentre andavo.
616," e quei disse: ""Tu pensi forse a questa ruina, ch’è guardata da quell’ira bestial ch’i’ ora spensi","""Virgilio domandò: «Stavi pensando a questo costone franoso, sorvegliato dal mostro inferocito che ho appena placato"""
617,"  Or vo’ che sappi che l’altra fïata ch’i’ discesi qua giù nel basso inferno, questa roccia non era ancor cascata","""Adesso ti voglio far sapere che, quando stavolta mi sono recato fin qui a valle dell'Inferno, la roccia non era ancora crollata."""
618,"  Ma certo poco pria, se ben discerno, che venisse colui che la gran preda levò a Dite del cerchio superno,  da tutte parti l’alta valle feda tremò sì, ch’i’ pensai che l’universo sentisse amor, per lo qual è chi creda  più volte il mondo in caòsso converso","""Se prima, come credo di aver capito, giunse Colui che trasse dal Primo Cerchio i spiriti dei patriarchi, un tremendo tremito percorse la profonda e maleodorante valle e io pensai che anche l'Universo provasse un tale amore da portare taluni a credere che il mondo si stesse più volte convertendo in caos."""
619," e in quel punto questa vecchia roccia, qui e altrove, tal fece riverso","""In quell'istante, la vecchia roccia, sia qui che altrove, cadde a terra."""
620,"  Ma ficca li occhi a valle, ché s’approccia la riviera del sangue in la qual bolle qual che per vïolenza in altrui noccia""","""Ma spingi lo sguardo a valle, poiché si avvicina la corrente di sangue che ribolle di chi compie violenze agli altri."""
621,"  Oh cieca cupidigia e ira folle, che sì ci sproni ne la vita corta, e ne l’etterna poi sì mal c’immolle","""La cupidigia cieca e l'ira folle che ci tormentano durante la nostra breve esistenza, danno vita ad una discesa nell'eternità tanto penosa."""
622,"  Io vidi un’ampia fossa in arco torta, come quella che tutto ’l piano abbraccia, secondo ch’avea detto la mia scorta","""Ho osservato un grande fossato a mezza luna che abbracciava la zona pianeggiante, proprio come previsto dalla mia guida."""
623,"  e tra ’l piè de la ripa ed essa, in traccia corrien centauri, armati di saette, come solien nel mondo andare a caccia","""Tra la pietraia e il fossato, una fila di centauri armati con archi e frecce stava attraversando, proprio come era prassi nel mondo della caccia."""
624,"  Veggendoci calar, ciascun ristette, e de la schiera tre si dipartiro con archi e asticciuole prima elette","""Mentre noi scendevamo, tre persone si staccarono dal gruppo, armati degli archi e delle frecce che avevano scelto in precedenza."""
625,"  e l’un gridò da lungi: ""A qual martiro venite voi che scendete la costa? Ditel costinci se non, l’arco tiro""","""Da lontano si udì gridare: """"Qual è il motivo per cui scendete lungo la discesa? Ditecelo, altrimenti vi colpirà una freccia""""."""
626,"  Lo mio maestro disse: ""La risposta farem noi a Chirón costà di presso: mal fu la voglia tua sempre sì tosta""","""Il maestro gli disse: «Quando saremo vicini a Chirone, gli daremo la risposta; è un peccato che tu abbia sempre agito d'impulso e ti sia messo nei guai»."""
627,"  Poi mi tentò, e disse: ""Quelli è Nesso, che morì per la bella Deianira, e fé di sé la vendetta elli stesso","""»Allora Virgilio mi strinse un braccio e esclamò: «Ecco che c'è Nesso, il guerriero caduto a causa della bella Deianira ma che trovò la sua stessa vendetta»."""
628,"  E quel di mezzo, ch’al petto si mira, è il gran Chirón, il qual nodrì Achille","""Il grande Chirone, precettore di Achille, si osserva il petto al centro."""
629," quell’altro è Folo, che fu sì pien d’ira",Folo era così arrabbiato
630,"  Dintorno al fosso vanno a mille a mille, saettando qual anima si svelle del sangue più che sua colpa sortille""","""Migliaia vanno intorno al fiume, sfogando la loro rabbia con le frecce - punendo tutti più duramente per i loro peccati rispetto a quanto non meritino."""
631,"  Noi ci appressammo a quelle fiere isnelle: Chirón prese uno strale, e con la cocca fece la barba in dietro a le mascelle","""Noi ci avvicinammo a quelle agili belve: Chirone impugnò una freccia e spinse la sua barba all'indietro, scoprendo le mascelle."""
632,"  Quando s’ebbe scoperta la gran bocca, disse a’ compagni: ""Siete voi accorti che quel di retro move ciò ch’el tocca?  Così non soglion far li piè d’i morti""","""Dopo aver scoperchiato la grande bocca, domandò ai suoi amici: «Ve ne siete resi conto? Quello dietro sta facendo qualcosa che tocca. I piedi dei defunti di norma non si muovono così»"""
633," E ’l mio buon duca, che già li er’al petto, dove le due nature son consorti,  rispuose: ""Ben è vivo, e sì soletto mostrar li mi convien la valle buia","""»Il mio bravo maestro, che già era ad un passo dal luogo dove le due essenze sono fusse in una sola, rispose: """"Certamente Dante è vivo e dev'essere solo lui a scorgere la tenebrosa valle""""."""
634," necessità ’l ci ’nduce, e non diletto","""la necessità lo induce a venire, non la scelta."""
635,"  Tal si partì da cantare alleluia che mi commise quest’officio novo: non è ladron, né io anima fuia","""Un individuo che abbandonò la sua sedia in Cielo mi diede quest'altra missione: non è un delinquente, e nemmeno io un reo."""
636,"  Ma per quella virtù per cu’ io movo li passi miei per sì selvaggia strada, danne un de’ tuoi, a cui noi siamo a provo,  ","""Affidaci uno dei tuoi centauri, che ci possa aiutare nel nostro difficile percorso grazie alla sua potenza."""
637,"  e che ne mostri là dove si guada, e che porti costui in su la groppa, ché non è spirto che per l’aere vada""","""Perché ci mostri il luogo da cui si può osservare il fiume e perché ti prenda in groppa, visto che Dante non è una entità dotata di capacità volanti"""
638,"  Chirón si volse in su la destra poppa, e disse a Nesso: ""Torna, e sì li guida, e fa cansar s’altra schiera v’intoppa""","""Chirone girò la testa verso destra e disse a Nesso: «Retrocedi, e li guidi, metti da parte quelli che possono intralciarvi»."""
639,"  Or ci movemmo con la scorta fida lungo la proda del bollor vermiglio, dove i bolliti facieno alte strida","""Guidati dalla fiducia che avevamo in quella nostra guida, ci spostammo lungo l'argine del fiume di sangue dove i condannati urlavano ad alta voce."""
640,"  Io vidi gente sotto infino al ciglio",Io osservai anime sommerse fino alle palpebre.
641," e ’l gran centauro disse: ""E’ son tiranni che dier nel sangue e ne l’aver di piglio","""»Il grande centauro dichiarò: """"Essi erano dei despoti, artefici di oppressioni nei confronti degli altri sia in termini materiale che umano""""."""
642,"  Quivi si piangon li spietati danni",Ci pentiamo amaramente dei danni inferti con crudeltà.
643," quivi è Alessandro, e Dïonisio fero che fé Cicilia aver dolorosi anni","""Qui c'è Alessandro, e Dionisio, il crudele che inflisse anni di sofferenza alla Sicilia."""
644,"  E quella fronte c’ ha ’l pel così nero, è Azzolino",Quel dannato con i capelli neri scuri è Ezzelino.
645," e quell’altro ch’è biondo, è Opizzo da Esti, il qual per vero  fu spento dal figliastro sù nel mondo""","""Òbizzo d'Este, il biondo, purtroppo incontrò la sua fine a causa dell'uccisione da parte del figliastro nella vita terrena."""
646," Allor mi volsi al poeta, e quei disse: ""Questi ti sia or primo, e io secondo""","""Il poeta mi guardò, e dichiarò: «Fammi da guida per primo, io seguirò dopo»."""
647,"  Poco più oltre il centauro s’affisse sovr’una gente che ’nfino a la gola parea che di quel bulicame uscisse",Subito dopo il centauro s'imbatté in dei condannati che sembravano scaturire dalle profondità infernali fino alla gola.
648,"  Mostrocci un’ombra da l’un canto sola, dicendo: ""Colui fesse in grembo a Dio lo cor che ’n su Tamisi ancor si cola""","""Indicando un'ombra solitaria su un lato, disse: «Colui che ha perforato il cuore venerato ancora oggi sul Tamigi è stato accolto nella chiesa »."""
649,"  Poi vidi gente che di fuor del rio tenean la testa e ancor tutto ’l casso",Vidi poi dei condannati che tenevano fuori dalle acque del fiume sia la testa che il torace.
650," e di costoro assai riconobb’io",di questi ne individuai diversi
651,"  Così a più a più si facea basso quel sangue, sì che cocea pur li piedi","""A quel punto, il numero di dannati che i piedi si scioglievano per il calore diminuiva sempre più."""
652," e quindi fu del fosso il nostro passo","""vista da quella parte, abbiamo ammirato il fiume"""
653,"  ""Sì come tu da questa parte vedi lo bulicame che sempre si scema"", disse ’l centauro, ",Il centauro affermò che dalla sua posizione poteva vedere come il livello del bulicame diminuisse progressivamente.
654,"  ""voglio che tu credi  che da quest’altra a più a più giù prema lo fondo suo, infin ch’el si raggiunge ove la tirannia convien che gema","""Vorrei che tu credessi che, mentre scorre più giù nel fiume, il fondale diminuisce gradualmente fino a raggiungere il punto in cui i despoti gemono."""
655,"  La divina giustizia di qua punge quell’Attila che fu flagello in terra, e Pirro e Sesto","""La divina giustizia infligge una punizione ad Attila, colui che ha seminato distruzione e terrore sulla Terra, così come a Pirro e Sesto."""
656," e in etterno munge  le lagrime, che col bollor diserra, a Rinier da Corneto, a Rinier Pazzo, che fecero a le strade tanta guerra""","""Rinieri da Corneto e Rinieri dei Pazzi, che avevano causato molte guerre nella regione, versavano fiumi di lacrime bollenti che non avrebbero mai cessato."""
657,"  Poi si rivolse e ripassossi ’l guazzo","""Si girò, tornando indietro per attraversare di nuovo il pantano."""
658," Non era ancor di là Nesso arrivato, quando noi ci mettemmo per un bosco che da neun sentiero era segnato","""Nonostante Nesso non fosse ancora arrivato all'altra riva, decidemmo di addentrarci in un bosco senza sentieri."""
659," Non fronda verde, ma di color fosco",Le foglie non avevano una tonalità verde ma erano di un colore scuro.
660," non rami schietti, ma nodosi e ’nvolti","""Le ramificazioni non erano lisce, ma nodose e contorte."""
661," non pomi v’eran, ma stecchi con tòsco","""non era presente alcun frutto, solo spine velenose."""
662,"  Non han sì aspri sterpi né sì folti quelle fiere selvagge che ’n odio hanno tra Cecina e Corneto i luoghi cólti","""Quei feroci animali che si tengono alla larga dalle località abitate lungo la striscia di terra tra Cecina e Corneto nella Maremma, non hanno a disposizione un sottobosco così intricato e denso."""
663,"  Quivi le brutte Arpie lor nidi fanno, che cacciar de le Strofade i Troiani con tristo annunzio di futuro danno","""Le sudicie Arpie nidificano in queste isole,ache annunciarono ai Troiani tristi disgrazie prima di essere cacciati fuori dalle Strofadi."""
664,"  Ali hanno late, e colli e visi umani, piè con artigli, e pennuto ’l gran ventre","""Esse hanno corpi grandi con ali, colli e volti umanoidi, artigli avidi su zampe possenti e una profusione di piumaggio."""
665," fanno lamenti in su li alberi strani",lamentano gli strani alberi
666,"  E ’l buon maestro ""Prima che più entre, sappi che se’ nel secondo girone"", mi cominciò a dire, ""e sarai mentre  che tu verrai ne l’orribil sabbione","""Prima di entrare nella selva, il maestro mi disse """"Ricordati che siamo nel Secondo Girone e staremo lì finché non saremo nel Sabbione Infuocato""""."""
667," Però riguarda ben sì vederai cose che torrien fede al mio sermone""","""Perciò sta' attento, perché vedrai cose che non si potrebbero credere se le descrivessi solo con parole."""
668,"  Io sentia d’ogne parte trarre guai e non vedea persona che ’l facesse","""Sentivo un coro di gemiti provenire da tutte le direzioni, ma non riuscivo a vedere chi li stesse emettendo."""
669," per ch’io tutto smarrito m’arrestai","""scesi un po' di tono, sorpreso"""
670,"  Cred’ïo ch’ei credette ch’io credesse che tante voci uscisser, tra quei bronchi, da gente che per noi si nascondesse","""Credo che Virgilio abbia pensato che io immaginassi tante voci uscire da quei cespugli, espressione di anime che restavano nascoste a noi."""
671,"  Però disse ’l maestro: ""Se tu tronchi qualche fraschetta d’una d’este piante, li pensier c’ hai si faran tutti monchi""","""Il maestro affermò che, se spezzavi qualche ramo da una di quelle piante, i tuoi pensieri sarebbero diventati privi di significato."""
672,"  Allor porsi la mano un poco avante e colsi un ramicel da un gran pruno",Poi tese leggermente la mano e recise un rametto da un grosso prugno.
673," e ’l tronco suo gridò: ""Perché mi schiante?""",Il suo tronco sobbalzò esclamando: «Perché mi abbatti?»
674,"  Da che fatto fu poi di sangue bruno, ricominciò a dir: ""Perché mi scerpi? non hai tu spirto di pietade alcuno?  ","""Dopo aver perso una grande quantità di sangue, lei riprese a implorare: «Perché continui a tormentarmi? Non hai alcuna compassione?"""
675,"Uomini fummo, e or siam fatti sterpi: ben dovrebb’esser la tua man più pia, se state fossimo anime di serpi""","""Da uomini, siamo ora ridotti a cespugli; la tua misericordia sarebbe più generosa se fossimo stati anime di serpente."""
